,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,49.29,57.86,32.71,25.47,26.75,43.99,,,,,
low,40.86,24.7,16.97,4.25,17.23,23.01,,,,,
change,0.18989999999999999,-0.45670000000000005,-0.06280000000000001,-0.2345,0.18989999999999999,0.5713,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,3044.0,2154.0,2226.0,1977.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,4420.0,4777.0,5136.0,5355.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-754.0,-751.0,-746.0,-741.0,Balance Sheet
"Total Receivables, Net",,,,,,,3666.0,4026.0,4390.0,4614.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1380.0,1524.0,1586.0,1764.0,Balance Sheet
Invent. - Work In Progress,,,,,,,91.0,113.0,123.0,124.0,Balance Sheet
Invent. - Raw Materials,,,,,,,890.0,941.0,945.0,954.0,Balance Sheet
Total Inventory,,,,,,,2361.0,2578.0,2654.0,2842.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,872.0,959.0,992.0,978.0,Balance Sheet
Total Current Assets,,,,,,,9943.0,9717.0,10262.0,10411.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,15768.0,15864.0,15519.0,15706.0,Balance Sheet
Accumulated Depreciation,,,,,,,-11442.0,-11594.0,-11354.0,-11503.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,5260.0,5183.0,5059.0,5130.0,Balance Sheet
"Goodwill, Net",,,,,,,2843.0,2850.0,2828.0,2828.0,Balance Sheet
Other Long Term Assets,,,,,,,1580.0,1580.0,1593.0,1541.0,Balance Sheet
Total Assets,,,,,,,22321.0,22073.0,22445.0,22563.0,Balance Sheet
Accounts Payable,,,,,,,2353.0,2561.0,2794.0,3064.0,Balance Sheet
Accrued Expenses,,,,,,,1025.0,938.0,1077.0,1055.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,33.0,,,,Balance Sheet
Income Taxes Payable,,,,,,,261.0,267.0,205.0,242.0,Balance Sheet
Other Current Liabilities,,,,,,,634.0,678.0,690.0,607.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,895.0,945.0,895.0,849.0,Balance Sheet
Total Current Liabilities,,,,,,,4306.0,4444.0,4766.0,4968.0,Balance Sheet
Long Term Debt,,,,,,,9127.0,8530.0,8525.0,7927.0,Balance Sheet
Capital Lease Obligations,,,,,,,85.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,9212.0,8530.0,8525.0,7927.0,Balance Sheet
Total Debt,,,,,,,9245.0,8530.0,8525.0,7927.0,Balance Sheet
Minority Interest,,,,,,,15.0,16.0,18.0,24.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,492.0,460.0,466.0,473.0,Balance Sheet
Other LT Liabilities,,,,,,,1583.0,1606.0,1540.0,1550.0,Balance Sheet
"Other Liabilities, Total",,,,,,,2075.0,2066.0,2006.0,2023.0,Balance Sheet
Total Liabilities,,,,,,,15608.0,15056.0,15315.0,14942.0,Balance Sheet
Common Stock,,,,,,,2665.0,2665.0,2665.0,2664.0,Balance Sheet
Additional Paid-In Capital,,,,,,,32.0,0.0,0.0,32.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,9710.0,9780.0,9617.0,10024.0,Balance Sheet
Treasury Stock - Common,,,,,,,-5511.0,-5250.0,-4973.0,-4918.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-85.0,-84.0,-85.0,-87.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-47.0,-48.0,-48.0,-49.0,Balance Sheet
Other Comprehensive Income,,,,,,,-51.0,-46.0,-46.0,-45.0,Balance Sheet
"Other Equity, Total",,,,,,,-183.0,-178.0,-179.0,-181.0,Balance Sheet
Total Equity,,,,,,,6713.0,7017.0,7130.0,7621.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,22321.0,22073.0,22445.0,22563.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,896.0,901.0,907.0,908.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,170.0,165.0,159.0,158.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,4277.0,4284.0,5074.0,5357.0,Income Statement
"Cost of Revenue, Total",,,,,,,3668.0,3699.0,4289.0,4452.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,59.0,52.0,67.0,59.0,Income Statement
Restructuring Charge,,,,,,,0.0,,,,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,22.0,344.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,42.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,64.0,344.0,0.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,,,3727.0,3815.0,4700.0,4511.0,Income Statement
Total Operating Income,,,,,,,550.0,469.0,374.0,846.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-129.0,-126.0,-125.0,-124.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,21.0,19.0,24.0,31.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-24.0,-30.0,-42.0,-48.0,Income Statement
"Other, Net",,,,,,,-24.0,-30.0,-42.0,-48.0,Income Statement
Income Before Tax,,,,,,,418.0,332.0,231.0,705.0,Income Statement
Income Tax - Total,,,,,,,-409.0,68.0,114.0,156.0,Income Statement
Income After Tax,,,,,,,827.0,264.0,117.0,549.0,Income Statement
Minority Interest,,,,,,,-3.0,-1.0,-8.0,-5.0,Income Statement
Net Inc Before Extra Items,,,,,,,824.0,263.0,109.0,544.0,Income Statement
Total Net Income,,,,,,,824.0,263.0,109.0,544.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,824.0,263.0,109.0,544.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,824.0,263.0,109.0,544.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,895.0,899.0,904.0,908.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.92,0.29,0.12,0.6,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.92,0.29,0.12,0.6,Income Statement
Diluted Weighted Average Shares,,,,,,,895.0,903.0,909.0,910.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.92,0.29,0.12,0.6,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.92,0.29,0.12,0.6,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.05,0.12,0.12,0.12,Income Statement
Gross Divid - Common Stock,,,,,,,40.0,108.0,109.0,110.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,129.0,126.0,125.0,124.0,Income Statement
