,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,28.59,19.17,,,,,
low,11.95,6.14,,,,,
change,-0.2619,-0.14830000000000002,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,467.0,449.0,453.0,567.0,Balance Sheet
"Trade Accts Recvble, Gross",,,59.0,85.0,98.0,88.0,Balance Sheet
Prov. for Doubtful Accts,,,0.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,59.0,85.0,98.0,88.0,Balance Sheet
Prepaid Expenses,,,28.0,33.0,34.0,36.0,Balance Sheet
Total Current Assets,,,553.0,566.0,586.0,692.0,Balance Sheet
Buildings,,,6.0,6.0,6.0,6.0,Balance Sheet
Machinery/Equipment,,,107.0,113.0,118.0,124.0,Balance Sheet
Construction in Progress,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Prop./Plant/Equip.,,,12.0,12.0,11.0,11.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,126.0,131.0,136.0,142.0,Balance Sheet
Accumulated Depreciation,,,-88.0,-92.0,-96.0,-101.0,Balance Sheet
Prop./Plant/Equip. - Net,,,38.0,39.0,40.0,42.0,Balance Sheet
"Goodwill, Gross",,,29.0,31.0,31.0,32.0,Balance Sheet
Accum. Goodwill Amort.,,,0.0,0.0,0.0,0.0,Balance Sheet
"Goodwill, Net",,,29.0,31.0,31.0,32.0,Balance Sheet
Intangibles - Gross,,,9.0,9.0,9.0,9.0,Balance Sheet
Accum. Intangible Amort.,,,-3.0,-3.0,-3.0,-3.0,Balance Sheet
Intangibles - Net,,,6.0,6.0,6.0,6.0,Balance Sheet
Other Long Term Assets,,,3.0,3.0,3.0,4.0,Balance Sheet
Total Assets,,,631.0,647.0,667.0,778.0,Balance Sheet
Accounts Payable,,,126.0,155.0,174.0,171.0,Balance Sheet
Payable/Accrued,,,17.0,16.0,15.0,21.0,Balance Sheet
Accrued Expenses,,,24.0,24.0,25.0,31.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,117.0,Balance Sheet
Total Current Liabilities,,,167.0,195.0,214.0,340.0,Balance Sheet
Total Long Term Debt,,,151.0,152.0,154.0,161.0,Balance Sheet
Total Debt,,,151.0,152.0,154.0,161.0,Balance Sheet
Minority Interest,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,7.0,6.0,5.0,4.0,Balance Sheet
Total Liabilities,,,325.0,353.0,373.0,505.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,881.0,917.0,929.0,947.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-575.0,-624.0,-635.0,-675.0,Balance Sheet
Total Equity,,,306.0,293.0,294.0,272.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,631.0,647.0,667.0,778.0,Balance Sheet
Ttl Comm. Shares Outs.,,,187.0,187.0,187.0,187.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,298274.0,345526.0,366474.0,360348.0,Income Statement
"Cost of Revenue, Total",,,259571.0,303758.0,307269.0,312850.0,Income Statement
Selling/Gen/Admin Expense,,,53227.0,49367.0,51292.0,59677.0,Income Statement
Labor & Related Expense,,,24854.0,24926.0,10381.0,16775.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,78081.0,74293.0,61673.0,76452.0,Income Statement
Depreciation/Amortization,,,4088.0,3950.0,4180.0,4456.0,Income Statement
Unusual Expense (Income),,,,,,2196.0,Income Statement
Total Operating Expense,,,341740.0,382001.0,373122.0,395954.0,Income Statement
Total Operating Income,,,-43466.0,-36475.0,-6648.0,-35606.0,Income Statement
"Inter Expse,Net Non-Operat",,,-4452.0,-4401.0,-4490.0,-4605.0,Income Statement
OtherNon-OperatInc (Expnse),,,84.0,59.0,-442.0,131.0,Income Statement
"Other, Net",,,84.0,59.0,-442.0,131.0,Income Statement
Income Before Tax,,,-47834.0,-40817.0,-11580.0,-40080.0,Income Statement
Income Tax - Total,,,0.0,0.0,0.0,167.0,Income Statement
Income After Tax,,,-47834.0,-40817.0,-11580.0,-40247.0,Income Statement
Net Inc Before Extra Items,,,-47834.0,-40817.0,-11580.0,-40247.0,Income Statement
Total Net Income,,,-47834.0,-40817.0,-11580.0,-40247.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-47834.0,-40817.0,-11580.0,-40247.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-47834.0,-40817.0,-11580.0,-40247.0,Income Statement
Basic/Primary Weighted Average Shares,,,178468.0,178874.0,181263.0,182123.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.27,-0.23,-0.06,-0.22,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.27,-0.23,-0.06,-0.22,Income Statement
Diluted Weighted Average Shares,,,178468.0,178874.0,181263.0,182123.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.27,-0.23,-0.06,-0.22,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.27,-0.23,-0.06,-0.22,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,4452.0,4401.0,4490.0,4605.0,Income Statement
"Depreciat/Amort, Suppl",,,4053.0,3896.0,4133.0,4417.0,Income Statement
Total Special Items,,,1547.0,486.0,573.0,2782.0,Income Statement
Normalzd Income Before Tax,,,-46287.0,-40331.0,-11007.0,-37298.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,0.0,0.0,974.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,0.0,0.0,0.0,1141.0,Income Statement
Normalized Income After Tax,,,-46287.0,-40331.0,-11007.0,-38439.0,Income Statement
Normalzd Inc Avail to Common,,,-46287.0,-40331.0,-11007.0,-38439.0,Income Statement
Basic Normalized EPS,,,-0.26,-0.23,-0.06,-0.21,Income Statement
Diluted Normalized EPS,,,-0.26,-0.23,-0.06,-0.21,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-195286.0,-40817.0,-52397.0,-92644.0,Cash Flow
Depreciation/Depletion,,,16033.0,3993.0,8222.0,12735.0,Cash Flow
Unusual Items,,,0.0,,509.0,2706.0,Cash Flow
Other Non-Cash Items,,,119893.0,30451.0,44982.0,65685.0,Cash Flow
Non-Cash Items,,,119893.0,30451.0,45491.0,68391.0,Cash Flow
"Cash Interest Pd, Suppl",,,10992.0,2758.0,5565.0,22447.0,Cash Flow
Accounts Receivable,,,-17608.0,-26050.0,-39609.0,-29840.0,Cash Flow
Prepaid Expenses,,,-10340.0,-5079.0,-6586.0,-8742.0,Cash Flow
Other Assets,,,644.0,-167.0,-150.0,-137.0,Cash Flow
Accounts Payable,,,12512.0,29077.0,47985.0,45509.0,Cash Flow
Accrued Expenses,,,-1244.0,-364.0,940.0,7484.0,Cash Flow
Payable/Accrued,,,437.0,-1656.0,-3152.0,2030.0,Cash Flow
Changes in Working Capital,,,-19416.0,-5265.0,-2600.0,115354.0,Cash Flow
Total Cash from Operations,,,-78776.0,-11638.0,-1284.0,103836.0,Cash Flow
Capital Expenditures,,,-19765.0,-4914.0,-10769.0,-17317.0,Cash Flow
Acquisition of Business,,,,-1113.0,-1113.0,-2393.0,Cash Flow
Sale of Fixed Assets,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,1425.0,750.0,1000.0,2425.0,Cash Flow
Purchase of Investments,,,-2475.0,-850.0,-1100.0,-2825.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-1050.0,-1213.0,-1213.0,-2793.0,Cash Flow
Total Cash from Investing,,,-20815.0,-6127.0,-11982.0,-20110.0,Cash Flow
Financing Cash Flow Items,,,-28996.0,0.0,-100.0,-4701.0,Cash Flow
Sale/Issuance of Common,,,390600.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-1474.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,389126.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Issued,,,0.0,,,165000.0,Cash Flow
Long Term Debt Reduction,,,,,,-143179.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,,,21821.0,Cash Flow
Total Cash From Financing,,,360130.0,0.0,-100.0,17120.0,Cash Flow
Net Change in Cash,,,260539.0,-17765.0,-13366.0,100846.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,207811.0,468350.0,468350.0,468350.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,468350.0,450585.0,454984.0,569196.0,Cash Flow
"Depreciation, Supplemental",,,16033.0,3993.0,8222.0,12735.0,Cash Flow
Free Cash Flow,,,-98541.0,-16552.0,-12053.0,86519.0,
FCF Growth,,,,-0.8320293075978527,-0.27181005316578055,-8.17821289305567,
