,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,24.99,57.5,90.63,198.61,196.7,73.99,,,,,
low,20.0,19.45,39.42,50.89,62.07,9.2,,,,,
change,0.1295,0.7467,0.5858,1.3832,-0.544,-0.7126,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,331.0,316.0,165.0,166.0,Balance Sheet
Short Term Investments,,,,,,,,,138.0,145.0,Balance Sheet
Cash and Short Term Invs,,,,,,,331.0,316.0,303.0,312.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,63.0,68.0,77.0,77.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-2.0,-2.0,-1.0,-1.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,61.0,66.0,76.0,77.0,Balance Sheet
Other Receivables,,,,,,,0.0,3.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,62.0,69.0,77.0,77.0,Balance Sheet
Total Inventory,,,,,,,0.0,,,,Balance Sheet
Prepaid Expenses,,,,,,,16.0,24.0,20.0,24.0,Balance Sheet
Restricted Cash - Current,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Current Assets,,,,,,,3.0,3.0,4.0,4.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,4.0,4.0,5.0,5.0,Balance Sheet
Total Current Assets,,,,,,,413.0,413.0,405.0,417.0,Balance Sheet
Buildings,,,,,,,7.0,6.0,6.0,6.0,Balance Sheet
Land/Improvements,,,,,,,17.0,18.0,19.0,22.0,Balance Sheet
Machinery/Equipment,,,,,,,113.0,108.0,112.0,117.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,31.0,34.0,34.0,31.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,168.0,167.0,171.0,176.0,Balance Sheet
Accumulated Depreciation,,,,,,,-85.0,-83.0,-89.0,-92.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,84.0,84.0,83.0,84.0,Balance Sheet
"Goodwill, Net",,,,,,,344.0,338.0,318.0,299.0,Balance Sheet
Intangibles - Gross,,,,,,,159.0,236.0,222.0,209.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-20.0,-33.0,-36.0,-38.0,Balance Sheet
Intangibles - Net,,,,,,,211.0,203.0,186.0,170.0,Balance Sheet
Other Long Term Assets,,,,,,,9.0,12.0,28.0,32.0,Balance Sheet
Total Assets,,,,,,,1066.0,1054.0,1024.0,1008.0,Balance Sheet
Accounts Payable,,,,,,,9.0,9.0,20.0,21.0,Balance Sheet
Accrued Expenses,,,,,,,72.0,73.0,65.0,75.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,13.0,13.0,13.0,14.0,Balance Sheet
Income Taxes Payable,,,,,,,,,4.0,7.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,13.0,13.0,17.0,21.0,Balance Sheet
Total Current Liabilities,,,,,,,93.0,95.0,102.0,117.0,Balance Sheet
Long Term Debt,,,,,,,486.0,636.0,636.0,637.0,Balance Sheet
Capital Lease Obligations,,,,,,,,0.0,0.0,0.0,Balance Sheet
Total Long Term Debt,,,,,,,486.0,636.0,637.0,637.0,Balance Sheet
Total Debt,,,,,,,487.0,636.0,637.0,638.0,Balance Sheet
Deferred Income Tax,,,,,,,48.0,46.0,41.0,35.0,Balance Sheet
"Other Liabilities, Total",,,,,,,25.0,26.0,25.0,24.0,Balance Sheet
Total Liabilities,,,,,,,653.0,803.0,804.0,814.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,502.0,350.0,355.0,359.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-77.0,-75.0,-81.0,-82.0,Balance Sheet
"Other Equity, Total",,,,,,,-13.0,-24.0,-54.0,-83.0,Balance Sheet
Total Equity,,,,,,,413.0,251.0,220.0,195.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1066.0,1054.0,1024.0,1008.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,23.0,23.0,23.0,23.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,25.0,25.0,25.0,25.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,126132.0,131364.0,136489.0,148325.0,Income Statement
"Cost of Revenue, Total",,,,,,,72602.0,75950.0,81085.0,84861.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,38572.0,33308.0,34067.0,33840.0,Income Statement
Labor & Related Expense,,,,,,,2290.0,3379.0,3067.0,3032.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,40862.0,36687.0,37134.0,36872.0,Income Statement
Research & Development,,,,,,,15304.0,21835.0,23699.0,24434.0,Income Statement
Depreciation,,,,,,,1436.0,1228.0,1221.0,1258.0,Income Statement
Amortiz of Intangibles,,,,,,,,2534.0,2400.0,2287.0,Income Statement
Depreciation/Amortization,,,,,,,1436.0,3762.0,3621.0,3545.0,Income Statement
Total Operating Expense,,,,,,,130204.0,138234.0,145539.0,149712.0,Income Statement
Total Operating Income,,,,,,,-4072.0,-6870.0,-9050.0,-1387.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-28784.0,,,,Income Statement
"Other, Net",,,,,,,20594.0,235.0,2385.0,-338.0,Income Statement
Income Before Tax,,,,,,,-12262.0,-6635.0,-6665.0,-1725.0,Income Statement
Income Tax - Total,,,,,,,-4088.0,179.0,-417.0,-923.0,Income Statement
Income After Tax,,,,,,,-8174.0,-6814.0,-6248.0,-802.0,Income Statement
Net Inc Before Extra Items,,,,,,,-8174.0,-6814.0,-6248.0,-802.0,Income Statement
Total Net Income,,,,,,,-8174.0,-6814.0,-6248.0,-802.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-8174.0,-6814.0,-6248.0,-802.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-8174.0,-6814.0,-6248.0,-802.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,25136.0,25220.0,25280.0,25304.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.33,-0.27,-0.25,-0.03,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.33,-0.27,-0.25,-0.03,Income Statement
Diluted Weighted Average Shares,,,,,,,25136.0,25220.0,25280.0,25304.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.33,-0.27,-0.25,-0.03,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.33,-0.27,-0.25,-0.03,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,8492.0,1326.0,1328.0,1329.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,4540.0,4604.0,4583.0,4661.0,Income Statement
Total Special Items,,,,,,,-1189.0,-763.0,-2825.0,101.0,Income Statement
Normalzd Income Before Tax,,,,,,,-13451.0,-7398.0,-9490.0,-1624.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-416.0,-267.0,-989.0,35.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,-4504.0,-88.0,-1406.0,-888.0,Income Statement
Normalized Income After Tax,,,,,,,-8947.0,-7310.0,-8084.0,-736.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-8947.0,-7310.0,-8084.0,-736.0,Income Statement
Basic Normalized EPS,,,,,,,-0.36,-0.29,-0.32,-0.03,Income Statement
Diluted Normalized EPS,,,,,,,-0.36,-0.29,-0.32,-0.03,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-27362.0,-6814.0,-13062.0,-13864.0,Cash Flow
Depreciation/Depletion,,,,,,,36642.0,9170.0,18087.0,26866.0,Cash Flow
Deferred Taxes,,,,,,,-8318.0,94.0,-2187.0,-5496.0,Cash Flow
Unusual Items,,,,,,,832.0,,,,Cash Flow
Other Non-Cash Items,,,,,,,47013.0,8016.0,15424.0,22710.0,Cash Flow
Non-Cash Items,,,,,,,47845.0,8016.0,15424.0,22710.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,1999.0,36.0,528.0,899.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,1476.0,472.0,1280.0,1328.0,Cash Flow
