,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
high,88.86,108.1,,,,,
low,58.71,60.46,,,,,
change,0.1618,0.12300000000000001,,,,,
Date,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,4.0,3.0,6.0,7.0,Balance Sheet
"Total Receivables, Net",,,196.0,253.0,245.0,341.0,Balance Sheet
Prepaid Expenses,,,18.0,12.0,5.0,9.0,Balance Sheet
"Other Curr. Assets, Total",,,2.0,5.0,16.0,24.0,Balance Sheet
Total Current Assets,,,221.0,274.0,272.0,382.0,Balance Sheet
Natural Resources,,,2048.0,2129.0,2234.0,2344.0,Balance Sheet
Other Prop./Plant/Equip.,,,5.0,6.0,6.0,6.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,2053.0,2134.0,2240.0,2350.0,Balance Sheet
Accumulated Depreciation,,,-212.0,-278.0,-341.0,-403.0,Balance Sheet
Prop./Plant/Equip. - Net,,,1841.0,1856.0,1899.0,1947.0,Balance Sheet
Long Term Investments,,,0.0,0.0,,,Balance Sheet
Other Long Term Assets,,,26.0,39.0,40.0,46.0,Balance Sheet
Total Assets,,,2088.0,2168.0,2212.0,2375.0,Balance Sheet
Payable/Accrued,,,436.0,394.0,398.0,453.0,Balance Sheet
Accrued Expenses,,,0.0,0.0,0.0,0.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,60.0,0.0,,,Balance Sheet
"Other Curr. Lblts, Total",,,561.0,241.0,820.0,674.0,Balance Sheet
Total Current Liabilities,,,1057.0,635.0,1218.0,1128.0,Balance Sheet
Total Long Term Debt,,,690.0,713.0,574.0,673.0,Balance Sheet
Total Debt,,,750.0,713.0,574.0,673.0,Balance Sheet
Reserves,,,20.0,28.0,29.0,30.0,Balance Sheet
Other LT Liabilities,,,273.0,185.0,282.0,306.0,Balance Sheet
"Other Liabilities, Total",,,293.0,213.0,311.0,336.0,Balance Sheet
Total Liabilities,,,2039.0,1561.0,2103.0,2137.0,Balance Sheet
Redeemable Preferred Stock,,,58.0,58.0,58.0,53.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,692.0,693.0,663.0,543.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-671.0,-113.0,-605.0,-348.0,Balance Sheet
Treasury Stock - Common,,,-30.0,-30.0,-7.0,-10.0,Balance Sheet
Total Equity,,,49.0,607.0,108.0,238.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2088.0,2168.0,2212.0,2375.0,Balance Sheet
Ttl Comm. Shares Outs.,,,20.0,20.0,21.0,20.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,1.0,1.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Income Statement
Total Revenue,,,-243.0,773.0,-308.0,465.0,Income Statement
"Cost of Revenue, Total",,,26.0,28.0,30.0,31.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,101.0,97.0,92.0,96.0,Income Statement
Depreciation/Amortization,,,63.0,66.0,62.0,63.0,Income Statement
Restructuring Charge,,,3.0,0.0,0.0,0.0,Income Statement
Litigation,,,0.0,0.0,,,Income Statement
Impair-Assets Held for Use,,,0.0,0.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,3.0,,,Income Statement
Unusual Expense (Income),,,3.0,3.0,0.0,0.0,Income Statement
"Other Operat Expse, Total",,,0.0,1.0,1.0,1.0,Income Statement
Total Operating Expense,,,193.0,195.0,185.0,190.0,Income Statement
Total Operating Income,,,-435.0,578.0,-493.0,275.0,Income Statement
"Inter Expse,Net Non-Operat",,,-16.0,-16.0,-14.0,-14.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,0.0,0.0,0.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,-9.0,-5.0,15.0,-4.0,Income Statement
"Other, Net",,,-9.0,-5.0,15.0,-4.0,Income Statement
Income Before Tax,,,-461.0,557.0,-492.0,257.0,Income Statement
Income Tax - Total,,,1.0,-1.0,,,Income Statement
Income After Tax,,,-461.0,558.0,-492.0,257.0,Income Statement
Net Inc Before Extra Items,,,-461.0,558.0,-492.0,257.0,Income Statement
Total Net Income,,,-461.0,558.0,-492.0,257.0,Income Statement
Preferred Dividends,,,-2.0,-1.0,-1.0,-41.0,Income Statement
Misc Earnings Adjustment,,,,,40.0,,Income Statement
Total Adjust to Net Income,,,-2.0,-1.0,38.0,-41.0,Income Statement
