,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,48.0,45.45,41.7,39.58,50.2,49.94,,,,,
low,39.0,20.99,22.64,21.76,37.25,33.91,,,,,
change,-0.1611,-0.4242,0.7244,-0.0309,0.2712,-0.0767,,,,,
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,177.0,153.0,172.0,152.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,282.0,286.0,274.0,283.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,281.0,285.0,273.0,282.0,Balance Sheet
Other Receivables,,,,,,,14.0,14.0,8.0,8.0,Balance Sheet
"Total Receivables, Net",,,,,,,295.0,299.0,282.0,290.0,Balance Sheet
Invent. - Finished Goods,,,,,,,30.0,29.0,32.0,38.0,Balance Sheet
Invent. - Work In Progress,,,,,,,15.0,15.0,13.0,13.0,Balance Sheet
Invent. - Raw Materials,,,,,,,105.0,123.0,114.0,123.0,Balance Sheet
Total Inventory,,,,,,,149.0,167.0,159.0,174.0,Balance Sheet
Prepaid Expenses,,,,,,,22.0,21.0,17.0,23.0,Balance Sheet
Total Current Assets,,,,,,,643.0,640.0,629.0,639.0,Balance Sheet
Buildings,,,,,,,88.0,86.0,89.0,90.0,Balance Sheet
Land/Improvements,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Machinery/Equipment,,,,,,,418.0,418.0,408.0,403.0,Balance Sheet
Construction in Progress,,,,,,,24.0,23.0,22.0,27.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,22.0,18.0,20.0,18.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,555.0,548.0,542.0,540.0,Balance Sheet
Accumulated Depreciation,,,,,,,-327.0,-330.0,-325.0,-328.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,228.0,219.0,217.0,213.0,Balance Sheet
"Goodwill, Net",,,,,,,235.0,234.0,233.0,233.0,Balance Sheet
Intangibles - Gross,,,,,,,295.0,293.0,292.0,292.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-76.0,-80.0,-84.0,-89.0,Balance Sheet
Intangibles - Net,,,,,,,219.0,213.0,208.0,203.0,Balance Sheet
