,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,311.15,360.88,383.89,385.01,408.03,556.27,,,,,
low,297.0,223.63,237.08,263.31,282.88,364.62,,,,,
change,-0.004,-0.20320000000000002,0.4263,-0.1153,0.273,0.3641,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,3530.0,2174.0,1169.0,1666.0,Balance Sheet
"Total Receivables, Net",,,,,,,6959.0,7831.0,8598.0,8366.0,Balance Sheet
Total Inventory,,,,,,,811.0,838.0,909.0,989.0,Balance Sheet
Prepaid Expenses,,,,,,,944.0,557.0,799.0,1099.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,0.0,,,,Balance Sheet
Other Current Assets,,,,,,,182.0,156.0,162.0,178.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,182.0,156.0,162.0,178.0,Balance Sheet
Total Current Assets,,,,,,,12426.0,11556.0,11637.0,12298.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,14713.0,14978.0,15224.0,15568.0,Balance Sheet
Accumulated Depreciation,,,,,,,-6819.0,-6961.0,-7099.0,-7243.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,9549.0,9719.0,9794.0,10005.0,Balance Sheet
"Goodwill, Net",,,,,,,17515.0,17523.0,17518.0,17516.0,Balance Sheet
Intangibles - Net,,,,,,,578.0,533.0,483.0,433.0,Balance Sheet
Long Term Investments,,,,,,,418.0,404.0,350.0,320.0,Balance Sheet
Deferred Charges,,,,,,,304.0,338.0,324.0,325.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,200.0,220.0,239.0,233.0,Balance Sheet
Other Long Term Assets,,,,,,,1589.0,1610.0,1569.0,1603.0,Balance Sheet
Total Assets,,,,,,,42579.0,41903.0,41914.0,42733.0,Balance Sheet
Accounts Payable,,,,,,,2197.0,2050.0,2098.0,2335.0,Balance Sheet
Accrued Expenses,,,,,,,2201.0,1713.0,1928.0,2031.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,6.0,7.0,14.0,1069.0,Balance Sheet
Customer Advances,,,,,,,3026.0,2876.0,2734.0,3107.0,Balance Sheet
Discontinued Operations,,,,,,,0.0,,,,Balance Sheet
Other Current Liabilities,,,,,,,2100.0,2204.0,2202.0,2270.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,5126.0,5080.0,4936.0,5377.0,Balance Sheet
Total Current Liabilities,,,,,,,9530.0,8850.0,8976.0,10812.0,Balance Sheet
Total Long Term Debt,,,,,,,12777.0,12825.0,12834.0,11803.0,Balance Sheet
Total Debt,,,,,,,12783.0,12832.0,12848.0,12872.0,Balance Sheet
Deferred Income Tax,,,,,,,490.0,310.0,131.0,86.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,3269.0,2979.0,2692.0,2405.0,Balance Sheet
Other LT Liabilities,,,,,,,3587.0,3652.0,3630.0,3684.0,Balance Sheet
"Other Liabilities, Total",,,,,,,6856.0,6631.0,6322.0,6089.0,Balance Sheet
