,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,49.81,79.83,86.88,125.0,190.89,213.63,,,,,
low,46.71,48.37,59.6,41.82,103.85,140.08,,,,,
change,-0.0279,0.2901,0.2497,0.5236999999999999,0.5667,-0.0702,,,,,
Date,,,,,,,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,2022-10-31 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1923.0,2420.0,2119.0,2067.0,Balance Sheet
Short Term Investments,,,,,,,1418.0,1455.0,1516.0,1737.0,Balance Sheet
Cash and Short Term Invs,,,,,,,3340.0,3875.0,3635.0,3804.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,965.0,1250.0,2151.0,1247.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-13.0,-10.0,-9.0,-8.0,Balance Sheet
"Total Receivables, Net",,,,,,,952.0,1241.0,2143.0,1238.0,Balance Sheet
Prepaid Expenses,,,,,,,293.0,289.0,314.0,376.0,Balance Sheet
Restricted Cash - Current,,,,,,,5.0,6.0,6.0,6.0,Balance Sheet
Other Current Assets,,,,,,,278.0,287.0,318.0,311.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,283.0,293.0,324.0,316.0,Balance Sheet
Total Current Assets,,,,,,,4869.0,5698.0,6415.0,5734.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,602.0,596.0,600.0,614.0,Balance Sheet
"Goodwill, Net",,,,,,,2731.0,2731.0,2748.0,2748.0,Balance Sheet
Intangibles - Gross,,,,,,,795.0,795.0,795.0,795.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-351.0,-383.0,-414.0,-444.0,Balance Sheet
Intangibles - Net,,,,,,,444.0,412.0,385.0,355.0,Balance Sheet
Long Term Investments,,,,,,,851.0,715.0,1052.0,2095.0,Balance Sheet
Deferred Charges,,,,,,,472.0,480.0,550.0,520.0,Balance Sheet
Restricted Cash - LT,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Long Term Assets,,,,,,,432.0,469.0,505.0,478.0,Balance Sheet
Total Assets,,,,,,,10401.0,11100.0,12254.0,12544.0,Balance Sheet
Accounts Payable,,,,,,,120.0,108.0,128.0,126.0,Balance Sheet
Accrued Expenses,,,,,,,654.0,741.0,860.0,649.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,3674.0,3676.0,3677.0,3679.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,2958.0,3153.0,3641.0,3741.0,Balance Sheet
Total Current Liabilities,,,,,,,7406.0,7677.0,8306.0,8195.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,3674.0,3676.0,3677.0,3679.0,Balance Sheet
"Other Liabilities, Total",,,,,,,2876.0,3085.0,3737.0,3841.0,Balance Sheet
Total Liabilities,,,,,,,10283.0,10762.0,12044.0,12036.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1745.0,2066.0,1933.0,2266.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1597.0,-1670.0,-1667.0,-1647.0,Balance Sheet
"Other Equity, Total",,,,,,,-30.0,-58.0,-56.0,-111.0,Balance Sheet
Total Equity,,,,,,,118.0,338.0,210.0,508.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,10401.0,11100.0,12254.0,12544.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,296.0,299.0,299.0,302.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,2022-10-31 00:00:00,Income Statement
Total Revenue,,,,,,,1317.0,1387.0,1551.0,1563.0,Income Statement
"Cost of Revenue, Total",,,,,,,405.0,441.0,492.0,462.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,66.0,66.0,84.0,70.0,Income Statement
Labor & Related Expense,,,,,,,112.0,105.0,101.0,117.0,Income Statement
Advertising Expense,,,,,,,449.0,468.0,495.0,528.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,627.0,638.0,679.0,715.0,Income Statement
Research & Development,,,,,,,359.0,355.0,364.0,372.0,Income Statement
Total Operating Expense,,,,,,,1391.0,1434.0,1535.0,1548.0,Income Statement
Total Operating Income,,,,,,,-74.0,-48.0,15.0,15.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-7.0,-7.0,-7.0,-7.0,Income Statement
"Inter Income, Non-Operating",,,,,,,,,,29.0,Income Statement
"Invest Income, Non-Operat",,,,,,,,,2.0,4.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,,,2.0,34.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,0.0,2.0,7.0,-8.0,Income Statement
"Other, Net",,,,,,,0.0,2.0,7.0,-8.0,Income Statement
Income Before Tax,,,,,,,-81.0,-53.0,17.0,34.0,Income Statement
Income Tax - Total,,,,,,,13.0,21.0,14.0,14.0,Income Statement
Income After Tax,,,,,,,-94.0,-73.0,3.0,20.0,Income Statement
Net Inc Before Extra Items,,,,,,,-94.0,-73.0,3.0,20.0,Income Statement
Total Net Income,,,,,,,-94.0,-73.0,3.0,20.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-94.0,-73.0,3.0,20.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-94.0,-73.0,3.0,20.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,295.0,297.0,298.0,300.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.32,-0.25,0.01,0.07,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.32,-0.25,0.01,0.07,Income Statement
Diluted Weighted Average Shares,,,,,,,295.0,297.0,298.0,338.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.32,-0.25,0.01,0.06,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.32,-0.25,0.01,0.06,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
