,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,17.4,18.56,18.81,16.67,15.48,15.26,,,,,
low,16.31,15.5,15.46,8.52,12.37,12.04,,,,,
change,-0.0024,0.0113,-0.006,-0.23440000000000003,0.10880000000000001,0.0748,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,1279.0,1161.0,505.0,119.0,Balance Sheet
FHLB Stock,,,,,,,14.0,13.0,13.0,19.0,Balance Sheet
Securities Held,,,,,,,768.0,738.0,923.0,899.0,Balance Sheet
Securities for Sale,,,,,,,1549.0,1442.0,1365.0,1252.0,Balance Sheet
Total Invest. Securities,,,,,,,2317.0,2180.0,2288.0,2151.0,Balance Sheet
Loans Held for Sale,,,,,,,25.0,19.0,31.0,16.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,2356.0,2212.0,2332.0,2186.0,Balance Sheet
Total Gross Loans,,,,,,,9991.0,10120.0,10402.0,10726.0,Balance Sheet
Loan Loss Allowances,,,,,,,-102.0,-99.0,-98.0,-110.0,Balance Sheet
Net Loans,,,,,,,9889.0,10020.0,10303.0,10616.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,157.0,150.0,147.0,146.0,Balance Sheet
"Goodwill, Net",,,,,,,381.0,381.0,381.0,381.0,Balance Sheet
Intangibles - Gross,,,,,,,86.0,88.0,88.0,88.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-73.0,-76.0,-77.0,-78.0,Balance Sheet
Intangibles - Net,,,,,,,13.0,12.0,11.0,9.0,Balance Sheet
Interest Receivable,,,,,,,26.0,26.0,28.0,30.0,Balance Sheet
Other Real Estate Owned,,,,,,,1.0,1.0,1.0,0.0,Balance Sheet
Other Assets,,,,,,,400.0,447.0,447.0,466.0,Balance Sheet
"Other Assets, Total",,,,,,,427.0,475.0,476.0,496.0,Balance Sheet
Total Assets,,,,,,,14502.0,14411.0,14155.0,13953.0,Balance Sheet
Accounts Payable,,,,,,,2.0,1.0,2.0,1.0,Balance Sheet
Accrued Expenses,,,,,,,58.0,,,,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,3100.0,3129.0,3058.0,3094.0,Balance Sheet
Interest Bearing Deposits,,,,,,,9202.0,9192.0,9009.0,8784.0,Balance Sheet
Total Deposits,,,,,,,12301.0,12320.0,12067.0,11878.0,Balance Sheet
Total Long Term Debt,,,,,,,392.0,374.0,373.0,393.0,Balance Sheet
Total Debt,,,,,,,392.0,374.0,373.0,393.0,Balance Sheet
"Other Liabilities, Total",,,,,,,166.0,192.0,218.0,221.0,Balance Sheet
Total Liabilities,,,,,,,12918.0,12888.0,12660.0,12493.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1010.0,1012.0,1015.0,1017.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,610.0,612.0,621.0,632.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-12.0,-77.0,-117.0,-165.0,Balance Sheet
"Other Equity, Total",,,,,,,-25.0,-25.0,-26.0,-26.0,Balance Sheet
Total Equity,,,,,,,1584.0,1524.0,1495.0,1460.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,14502.0,14411.0,14155.0,13953.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,127.0,127.0,127.0,127.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,95295.0,88174.0,95574.0,106943.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,7153.0,7792.0,8638.0,10378.0,Income Statement
Interest on Deposits,,,,,,,467.0,467.0,1684.0,1295.0,Income Statement
"Interest Income, Bank",,,,,,,102915.0,96433.0,105896.0,118616.0,Income Statement
Interest on Deposit,,,,,,,4295.0,3751.0,3341.0,3157.0,Income Statement
Inter on Other Borrowings,,,,,,,1964.0,2059.0,2290.0,2710.0,Income Statement
Total Interest Expense,,,,,,,6259.0,5810.0,5631.0,5867.0,Income Statement
Net Interest Income,,,,,,,96656.0,90623.0,100265.0,112749.0,Income Statement
Loan Loss Provision,,,,,,,-1909.0,-1481.0,2629.0,7689.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,98565.0,92104.0,97636.0,105060.0,Income Statement
Fees & Commish from Operat,,,,,,,22440.0,21544.0,23291.0,21739.0,Income Statement
Real Estate Operation Gain,,,,,,,71.0,-29.0,291.0,290.0,Income Statement
Invest Securities Gains,,,,,,,-4.0,-2.0,-3.0,-2.0,Income Statement
Other Unusual Income,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Other Revenue,,,,,,,4535.0,4227.0,6869.0,4776.0,Income Statement
"Non-Interest Income, Bank",,,,,,,27042.0,25740.0,30448.0,26803.0,Income Statement
Labor & Related Expenses,,,,,,,-48691.0,-46917.0,-48073.0,-46711.0,Income Statement
Amortization of Intangibles,,,,,,,-1205.0,-1183.0,-1115.0,-1047.0,Income Statement
Real Estate Operat Expnse,,,,,,,-44.0,-37.0,-72.0,-61.0,Income Statement
Other Unusual Expense,,,,,,,-2812.0,-1374.0,0.0,0.0,Income Statement
Other Expense,,,,,,,-33533.0,-32433.0,-35547.0,-34754.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-86285.0,-81944.0,-84807.0,-82573.0,Income Statement
Income Before Tax,,,,,,,39322.0,35900.0,43277.0,49290.0,Income Statement
Income Tax - Total,,,,,,,9266.0,7613.0,9851.0,11986.0,Income Statement
Income After Tax,,,,,,,30056.0,28287.0,33426.0,37304.0,Income Statement
Net Inc Before Extra Items,,,,,,,30056.0,28287.0,33426.0,37304.0,Income Statement
