,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,48.88,27.61,,,,,
low,20.55,11.94,,,,,
change,-0.2374,-0.18420000000000003,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,128381.0,91580.0,99083.0,138542.0,Balance Sheet
Short Term Investments,,,241411.0,272785.0,248128.0,203971.0,Balance Sheet
Cash and Short Term Invs,,,369792.0,364365.0,347211.0,342513.0,Balance Sheet
"Trade Accts Recvble, Gross",,,56033.0,37657.0,46091.0,33462.0,Balance Sheet
Prov. for Doubtful Accts,,,-34.0,-29.0,-192.0,-155.0,Balance Sheet
"Total Receivables, Net",,,75669.0,56560.0,61572.0,56085.0,Balance Sheet
Prepaid Expenses,,,9787.0,10563.0,10362.0,12899.0,Balance Sheet
"Other Curr. Assets, Total",,,8457.0,7783.0,8343.0,8697.0,Balance Sheet
Total Current Assets,,,463705.0,439271.0,427488.0,420194.0,Balance Sheet
Prop./Plant/Equip. - Net,,,15089.0,14111.0,13536.0,13072.0,Balance Sheet
Note Rcvble - Long Term,,,2783.0,3199.0,3091.0,3495.0,Balance Sheet
Deferred Charges,,,15601.0,16369.0,16441.0,17891.0,Balance Sheet
Total Assets,,,497178.0,472950.0,460556.0,454652.0,Balance Sheet
Accounts Payable,,,2039.0,1584.0,1930.0,1511.0,Balance Sheet
Accrued Expenses,,,29195.0,23815.0,23204.0,29737.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,0.0,,,,Balance Sheet
Customer Advances,,,67222.0,64910.0,64261.0,57923.0,Balance Sheet
Other Current Liabilities,,,2258.0,1637.0,1858.0,1331.0,Balance Sheet
"Other Curr. Lblts, Total",,,69480.0,66547.0,66119.0,59254.0,Balance Sheet
Total Current Liabilities,,,100714.0,91946.0,91253.0,90502.0,Balance Sheet
Total Long Term Debt,,,39483.0,39515.0,39547.0,39579.0,Balance Sheet
Total Debt,,,39483.0,39515.0,39547.0,39579.0,Balance Sheet
"Other Liabilities, Total",,,20855.0,15172.0,13955.0,12805.0,Balance Sheet
Total Liabilities,,,161052.0,146633.0,144755.0,142886.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,,,,Balance Sheet
Common Stock,,,83.0,84.0,85.0,85.0,Balance Sheet
Additional Paid-In Capital,,,593196.0,601834.0,615321.0,623671.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-263825.0,-280295.0,-302665.0,-313603.0,Balance Sheet
"Other Equity, Total",,,6672.0,4694.0,3060.0,1613.0,Balance Sheet
Total Equity,,,336126.0,326317.0,315801.0,311766.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,497178.0,472950.0,460556.0,454652.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,28892.0,32340.0,37790.0,47504.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,53761.0,51916.0,47208.0,37726.0,Balance Sheet
Ttl Comm. Shares Outs.,,,82653.0,84256.0,84998.0,85230.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,47904.0,48093.0,47677.0,58220.0,Income Statement
"Cost of Revenue, Total",,,9958.0,8703.0,9327.0,9564.0,Income Statement
Selling/Gen/Admin Expense,,,33083.0,35980.0,39282.0,38088.0,Income Statement
Labor & Related Expense,,,2980.0,4543.0,5703.0,5436.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,36063.0,40523.0,44985.0,43524.0,Income Statement
Research & Development,,,12283.0,14479.0,15666.0,15554.0,Income Statement
Unusual Expense (Income),,,,,,2364.0,Income Statement
