,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,37.0,10.53,,,,,
low,7.51,2.34,,,,,
change,-0.7819,-0.6456999999999999,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,1104.0,2069.0,2363.0,2113.0,Balance Sheet
"Total Receivables, Net",,,41.0,51.0,55.0,44.0,Balance Sheet
Prop./Plant/Equip. - Net,,,120.0,49.0,51.0,56.0,Balance Sheet
Long Term Investments,,,1432.0,1312.0,1224.0,915.0,Balance Sheet
Insurance Receivables,,,138.0,157.0,174.0,215.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,1.0,1.0,,,Balance Sheet
Restricted Cash - LT,,,28.0,27.0,27.0,27.0,Balance Sheet
Accrued Investment Income,,,4.0,3.0,20.0,16.0,Balance Sheet
Reinsurance - Asset,,,432.0,586.0,740.0,824.0,Balance Sheet
Other Assets,,,23.0,97.0,98.0,97.0,Balance Sheet
"Other Assets, Total",,,459.0,685.0,858.0,937.0,Balance Sheet
Total Assets,,,3322.0,4351.0,4751.0,4309.0,Balance Sheet
Accounts Payable,,,220.0,221.0,226.0,252.0,Balance Sheet
Accrued Expenses,,,92.0,,,,Balance Sheet
Insurance Reserves,,,1412.0,2028.0,2473.0,2165.0,Balance Sheet
Reinsurance - Liability,,,205.0,392.0,431.0,436.0,Balance Sheet
Policy Liabilities,,,1618.0,2420.0,2904.0,2600.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Long Term Debt,,,0.0,297.0,298.0,298.0,Balance Sheet
Total Debt,,,0.0,297.0,298.0,298.0,Balance Sheet
Minority Interest,,,5.0,3.0,3.0,3.0,Balance Sheet
"Other Liabilities, Total",,,0.0,77.0,75.0,74.0,Balance Sheet
Total Liabilities,,,1934.0,3018.0,3506.0,3227.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,3394.0,3422.0,3450.0,3479.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-2000.0,-2075.0,-2187.0,-2380.0,Balance Sheet
Treasury Stock - Common,,,-3.0,-3.0,-3.0,-3.0,Balance Sheet
Unrealized Gain (Loss),,,-4.0,-12.0,-15.0,-14.0,Balance Sheet
Total Equity,,,1387.0,1332.0,1245.0,1082.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,3322.0,4351.0,4751.0,4309.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,175.0,175.0,177.0,179.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,35.0,35.0,35.0,35.0,Balance Sheet
Ttl Comm. Shares Outs.,,,210.0,211.0,212.0,214.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Gross Premiums Written,,,706.0,1315.0,1368.0,1318.0,Income Statement
Reinsurance - Income,,,-213.0,-360.0,-374.0,-364.0,Income Statement
Total Premiums Earned,,,493.0,955.0,995.0,954.0,Income Statement
Net Investment Income,,,4.0,18.0,23.0,26.0,Income Statement
Realized Gains (Losses),,,0.0,-1.0,0.0,-1.0,Income Statement
Total Revenue,,,496.0,973.0,1017.0,978.0,Income Statement
"Losses, Benies & Adjusts",,,442.0,731.0,804.0,846.0,Income Statement
Underwriting & Commissions,,,111.0,165.0,170.0,175.0,Income Statement
"Losses,Benies& Adjmts,Total",,,553.0,897.0,974.0,1021.0,Income Statement
Selling/Gen/Admin Expense,,,111.0,145.0,150.0,150.0,Income Statement
Labor & Related Expense,,,28.0,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,139.0,145.0,150.0,150.0,Income Statement
Unusual Expense (Income),,,0.0,0.0,0.0,0.0,Income Statement
Total Operating Expense,,,693.0,1041.0,1124.0,1171.0,Income Statement
Total Operating Income,,,-197.0,-69.0,-106.0,-192.0,Income Statement
"Inter Expse,Net Non-Operat",,,0.0,-4.0,-6.0,-6.0,Income Statement
OtherNon-OperatInc (Expnse),,,-1.0,-3.0,1.0,3.0,Income Statement
"Other, Net",,,-1.0,-3.0,1.0,3.0,Income Statement
Income Before Tax,,,-198.0,-76.0,-112.0,-195.0,Income Statement
Income Tax - Total,,,0.0,2.0,0.0,-2.0,Income Statement
Income After Tax,,,-198.0,-77.0,-112.0,-194.0,Income Statement
Minority Interest,,,-1.0,2.0,0.0,1.0,Income Statement
Net Inc Before Extra Items,,,-199.0,-75.0,-112.0,-193.0,Income Statement
Total Net Income,,,-199.0,-75.0,-112.0,-193.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-199.0,-75.0,-112.0,-193.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-199.0,-75.0,-112.0,-193.0,Income Statement
Basic/Primary Weighted Average Shares,,,210.0,211.0,211.0,213.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.95,-0.36,-0.53,-0.91,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.95,-0.36,-0.53,-0.91,Income Statement
Diluted Weighted Average Shares,,,210.0,211.0,211.0,213.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.95,-0.36,-0.53,-0.91,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.95,-0.36,-0.53,-0.91,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,0.0,4.0,6.0,6.0,Income Statement
"Depreciat/Amort, Suppl",,,4.0,4.0,4.0,4.0,Income Statement
Total Special Items,,,0.0,1.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,-198.0,-75.0,-112.0,-195.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,0.0,2.0,0.0,-2.0,Income Statement
Normalized Income After Tax,,,-198.0,-77.0,-112.0,-194.0,Income Statement
Normalzd Inc Avail to Common,,,-199.0,-75.0,-112.0,-193.0,Income Statement
Basic Normalized EPS,,,-0.95,-0.35,-0.53,-0.91,Income Statement
Diluted Normalized EPS,,,-0.95,-0.35,-0.53,-0.91,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-571.0,-77.0,-189.0,-383.0,Cash Flow
Depreciation/Depletion,,,15.0,4.0,7.0,12.0,Cash Flow
Deferred Taxes,,,0.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,20.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,108.0,30.0,58.0,88.0,Cash Flow
Non-Cash Items,,,128.0,30.0,58.0,88.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,1.0,,1.0,2.0,Cash Flow
"Cash Interest Pd, Suppl",,,4.0,0.0,10.0,10.0,Cash Flow
Accounts Receivable,,,-10.0,-10.0,-14.0,-4.0,Cash Flow
Other Assets,,,-11.0,0.0,-17.0,-12.0,Cash Flow
Accounts Payable,,,283.0,619.0,1069.0,767.0,Cash Flow
Payable/Accrued,,,99.0,-15.0,-11.0,14.0,Cash Flow
Changes in Working Capital,,,247.0,607.0,901.0,512.0,Cash Flow
Total Cash from Operations,,,-182.0,563.0,777.0,229.0,Cash Flow
Capital Expenditures,,,-26.0,-6.0,-12.0,-22.0,Cash Flow
Sale/Maturity of Investment,,,1055.0,275.0,505.0,844.0,Cash Flow
Purchase of Investments,,,-1810.0,-167.0,-312.0,-343.0,Cash Flow
Other Investing Cash Flow,,,7.0,1.0,1.0,2.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-749.0,109.0,194.0,502.0,Cash Flow
Total Cash from Investing,,,-775.0,103.0,181.0,480.0,Cash Flow
Financing Cash Flow Items,,,-15.0,-7.0,-6.0,-6.0,Cash Flow
"Common Stock, Net",,,1348.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,59.0,1.0,1.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,1407.0,1.0,1.0,1.0,Cash Flow
Long Term Debt Issued,,,,305.0,305.0,305.0,Cash Flow
Long Term Debt Reduction,,,-153.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-153.0,305.0,305.0,305.0,Cash Flow
Total Cash From Financing,,,1239.0,299.0,300.0,301.0,Cash Flow
Net Change in Cash,,,282.0,964.0,1259.0,1010.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,843.0,1126.0,1126.0,1126.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1126.0,2090.0,2384.0,2135.0,Cash Flow
