,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,22.28,33.95,27.14,24.42,28.73,24.93,,,,,
low,20.9,20.8,18.6,2.32,15.95,15.16,,,,,
change,0.0285,0.0451,-0.0335,-0.1882,0.113,-0.125,,,,,
Date,,,,,,,2021-12-26 00:00:00,2022-03-27 00:00:00,2022-06-26 00:00:00,2022-09-25 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,92.0,67.0,45.0,21.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,42.0,27.0,34.0,37.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,42.0,27.0,34.0,37.0,Balance Sheet
Total Inventory,,,,,,,9.0,8.0,8.0,8.0,Balance Sheet
Prepaid Expenses,,,,,,,4.0,3.0,5.0,6.0,Balance Sheet
Total Current Assets,,,,,,,146.0,105.0,92.0,72.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,318.0,325.0,337.0,350.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,318.0,325.0,337.0,350.0,Balance Sheet
Accumulated Depreciation,,,,,,,-196.0,-197.0,-201.0,-208.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,295.0,316.0,328.0,339.0,Balance Sheet
"Goodwill, Net",,,,,,,46.0,46.0,46.0,46.0,Balance Sheet
Intangibles - Gross,,,,,,,58.0,58.0,58.0,58.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-10.0,-11.0,-12.0,-12.0,Balance Sheet
Intangibles - Net,,,,,,,47.0,47.0,46.0,46.0,Balance Sheet
Other Long Term Assets,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Total Assets,,,,,,,536.0,515.0,514.0,504.0,Balance Sheet
Accounts Payable,,,,,,,12.0,7.0,9.0,7.0,Balance Sheet
Accrued Expenses,,,,,,,47.0,37.0,44.0,44.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,69.0,61.0,59.0,59.0,Balance Sheet
Other Current Liabilities,,,,,,,8.0,5.0,3.0,3.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,77.0,66.0,62.0,62.0,Balance Sheet
Total Current Liabilities,,,,,,,135.0,110.0,115.0,113.0,Balance Sheet
Total Long Term Debt,,,,,,,70.0,50.0,40.0,30.0,Balance Sheet
Total Debt,,,,,,,70.0,50.0,40.0,30.0,Balance Sheet
Deferred Income Tax,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,195.0,212.0,218.0,223.0,Balance Sheet
Total Liabilities,,,,,,,401.0,372.0,373.0,367.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,69.0,70.0,62.0,59.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,66.0,72.0,78.0,79.0,Balance Sheet
Treasury Stock - Common,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,,,,,135.0,143.0,141.0,138.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,536.0,515.0,514.0,504.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,34.0,34.0,33.0,33.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-26 00:00:00,2022-03-27 00:00:00,2022-06-26 00:00:00,2022-09-25 00:00:00,Income Statement
Total Revenue,,,,,,,126742.0,126132.0,128647.0,112739.0,Income Statement
"Cost of Revenue, Total",,,,,,,91179.0,93251.0,90203.0,86589.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,9549.0,10122.0,10070.0,10465.0,Income Statement
Advertising Expense,,,,,,,5803.0,4915.0,4747.0,3419.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,15352.0,15037.0,14817.0,13884.0,Income Statement
Depreciation/Amortization,,,,,,,5356.0,4793.0,5135.0,5535.0,Income Statement
Impair-Assets Held for Use,,,,,,,1460.0,,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,1058.0,,6000.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,2518.0,,6000.0,0.0,Income Statement
Total Operating Expense,,,,,,,114405.0,113081.0,116155.0,106008.0,Income Statement
Total Operating Income,,,,,,,12337.0,13051.0,12492.0,6731.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-369.0,-324.0,-239.0,-434.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,41.0,28.0,34.0,53.0,Income Statement
"Other, Net",,,,,,,41.0,28.0,34.0,53.0,Income Statement
Income Before Tax,,,,,,,12009.0,12755.0,12287.0,6350.0,Income Statement
Income Tax - Total,,,,,,,-1791.0,2342.0,1952.0,852.0,Income Statement
Income After Tax,,,,,,,13800.0,10413.0,10335.0,5498.0,Income Statement
Net Inc Before Extra Items,,,,,,,13800.0,10413.0,10335.0,5498.0,Income Statement
Total Net Income,,,,,,,13800.0,10413.0,10335.0,5498.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,13800.0,10413.0,10335.0,5498.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,13800.0,10413.0,10335.0,5498.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,33921.0,33590.0,33530.0,33136.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.41,0.31,0.31,0.17,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.41,0.31,0.31,0.17,Income Statement
Diluted Weighted Average Shares,,,,,,,34053.0,33885.0,33867.0,33460.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.41,0.31,0.31,0.16,Income Statement
