,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,10.0,6.24,3.47,15.69,4.35,,,,,
low,4.01,0.5,0.25,2.88,1.16,,,,,
change,-0.47600000000000003,-0.7615000000000001,1.3333000000000002,-0.4261,-0.2721,,,,,
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,24571.0,24048.0,27159.0,28166.0,Balance Sheet
Short Term Investments,,,,,,226041.0,192420.0,160178.0,152024.0,Balance Sheet
Cash and Short Term Invs,,,,,,250612.0,216468.0,187337.0,180190.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,5624.0,5977.0,5314.0,6325.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,-690.0,-463.0,-463.0,-496.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,4934.0,5514.0,4851.0,5829.0,Balance Sheet
Notes Recvble - Short Term,,,,,,387.0,,,,Balance Sheet
"Total Receivables, Net",,,,,,5321.0,5514.0,4851.0,5829.0,Balance Sheet
Invent. - Finished Goods,,,,,,11642.0,15129.0,19754.0,12720.0,Balance Sheet
Invent. - Work In Progress,,,,,,,,,7072.0,Balance Sheet
Invent. - Raw Materials,,,,,,745.0,1139.0,837.0,5254.0,Balance Sheet
Total Inventory,,,,,,12387.0,16268.0,20591.0,25046.0,Balance Sheet
Prepaid Expenses,,,,,,1746.0,4110.0,3509.0,7132.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,2348.0,,,,Balance Sheet
Total Current Assets,,,,,,272414.0,242360.0,216288.0,218197.0,Balance Sheet
Buildings,,,,,,2674.0,,,,Balance Sheet
Machinery/Equipment,,,,,,10160.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,17173.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,30007.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,-9072.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,20935.0,23375.0,24164.0,25648.0,Balance Sheet
"Goodwill, Net",,,,,,56160.0,56254.0,56254.0,56466.0,Balance Sheet
Intangibles - Gross,,,,,,,28380.0,28380.0,28380.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-2956.0,-4375.0,-5795.0,Balance Sheet
Intangibles - Net,,,,,,26842.0,25424.0,24005.0,22585.0,Balance Sheet
Other Long Term Assets,,,,,,749.0,798.0,841.0,802.0,Balance Sheet
Total Assets,,,,,,377100.0,348211.0,321552.0,323698.0,Balance Sheet
Accounts Payable,,,,,,9696.0,6590.0,7695.0,9407.0,Balance Sheet
Accrued Expenses,,,,,,10484.0,9002.0,8722.0,12757.0,Balance Sheet
Notes Payable/ST Debt,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,299.0,296.0,292.0,288.0,Balance Sheet
Customer Advances,,,,,,684.0,2086.0,1253.0,982.0,Balance Sheet
Income Taxes Payable,,,,,,677.0,685.0,722.0,763.0,Balance Sheet
Other Current Liabilities,,,,,,,,9224.0,9303.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,1361.0,2771.0,11199.0,11048.0,Balance Sheet
Total Current Liabilities,,,,,,21840.0,18659.0,27908.0,33500.0,Balance Sheet
Long Term Debt,,,,,,0.0,0.0,0.0,,Balance Sheet
Capital Lease Obligations,,,,,,3642.0,3638.0,3632.0,3626.0,Balance Sheet
Total Long Term Debt,,,,,,3642.0,3638.0,3632.0,3626.0,Balance Sheet
Total Debt,,,,,,3941.0,3934.0,3924.0,3914.0,Balance Sheet
"Other Liabilities, Total",,,,,,14500.0,14729.0,5278.0,4830.0,Balance Sheet
Total Liabilities,,,,,,39982.0,37026.0,36818.0,41956.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,29.0,29.0,29.0,30.0,Balance Sheet
Additional Paid-In Capital,,,,,,553747.0,558864.0,564852.0,593572.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,-216119.0,-246071.0,-278229.0,-310038.0,Balance Sheet
"Other Equity, Total",,,,,,-539.0,-1637.0,-1918.0,-1822.0,Balance Sheet
Total Equity,,,,,,337118.0,311185.0,284734.0,281742.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,377100.0,348211.0,321552.0,323698.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,289602.0,289688.0,290061.0,296900.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
