,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,36.01,54.59,64.64,84.55,116.0,105.23,,,,,
low,31.56,30.52,34.79,36.27,74.11,55.81,,,,,
change,0.0381,0.0431,0.6338,0.29850000000000004,0.317,-0.2849,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,79.0,72.0,83.0,122.0,Balance Sheet
"Total Receivables, Net",,,,,,,49.0,54.0,49.0,55.0,Balance Sheet
Prepaid Expenses,,,,,,,6.0,7.0,7.0,6.0,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,96.0,94.0,94.0,93.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,469.0,494.0,550.0,550.0,Balance Sheet
LT Investments - Other,,,,,,,299.0,296.0,293.0,294.0,Balance Sheet
Long Term Investments,,,,,,,768.0,790.0,843.0,845.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,1.0,1.0,,,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,249.0,245.0,246.0,237.0,Balance Sheet
Restricted Cash - LT,,,,,,,3.0,4.0,4.0,3.0,Balance Sheet
Other Assets,,,,,,,28.0,28.0,27.0,27.0,Balance Sheet
"Other Assets, Total",,,,,,,28.0,28.0,27.0,27.0,Balance Sheet
Total Assets,,,,,,,1279.0,1295.0,1352.0,1388.0,Balance Sheet
Accounts Payable,,,,,,,189.0,183.0,184.0,182.0,Balance Sheet
Accrued Expenses,,,,,,,145.0,115.0,132.0,159.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,12.0,27.0,11.0,11.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Total Long Term Debt,,,,,,,147.0,171.0,221.0,194.0,Balance Sheet
