,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,17.73,16.3,5.54,,,,,
low,9.54,5.06,0.76,,,,,
change,0.3918,-0.6245,-0.7664,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,182644.0,160783.0,159707.0,133189.0,Balance Sheet
Short Term Investments,,,,118.0,76.0,,,Balance Sheet
Cash and Short Term Invs,,,,182762.0,160859.0,159707.0,133189.0,Balance Sheet
"Trade Accts Recvble, Net",,,,10723.0,9881.0,9382.0,10783.0,Balance Sheet
Other Receivables,,,,2123.0,1414.0,3002.0,2068.0,Balance Sheet
"Total Receivables, Net",,,,12846.0,11295.0,12384.0,12851.0,Balance Sheet
Invent. - Finished Goods,,,,3096.0,6051.0,11022.0,11952.0,Balance Sheet
Invent. - Work In Progress,,,,1951.0,2280.0,1547.0,2658.0,Balance Sheet
Invent. - Raw Materials,,,,2401.0,3288.0,4612.0,6194.0,Balance Sheet
Total Inventory,,,,7448.0,11619.0,17181.0,20804.0,Balance Sheet
Prepaid Expenses,,,,3325.0,1516.0,3613.0,3395.0,Balance Sheet
Restricted Cash - Current,,,,977.0,977.0,977.0,250.0,Balance Sheet
Other Current Assets,,,,,,924.0,1460.0,Balance Sheet
"Other Curr. Assets, Total",,,,977.0,977.0,1901.0,1710.0,Balance Sheet
Total Current Assets,,,,207358.0,186266.0,194786.0,171949.0,Balance Sheet
Buildings,,,,9265.0,9310.0,9311.0,9358.0,Balance Sheet
Machinery/Equipment,,,,9099.0,9294.0,9434.0,9993.0,Balance Sheet
Construction in Progress,,,,1700.0,1923.0,2396.0,3187.0,Balance Sheet
Other Prop./Plant/Equip.,,,,15886.0,15312.0,15136.0,14424.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,35950.0,35839.0,36277.0,36962.0,Balance Sheet
Accumulated Depreciation,,,,-10740.0,-12289.0,-13515.0,-14716.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,25210.0,23550.0,22762.0,22246.0,Balance Sheet
"Goodwill, Net",,,,51076.0,51076.0,51151.0,51151.0,Balance Sheet
Intangibles - Gross,,,,,,,23400.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-4114.0,Balance Sheet
Intangibles - Net,,,,22652.0,21530.0,20408.0,19286.0,Balance Sheet
Other Long Term Assets,,,,371.0,452.0,355.0,554.0,Balance Sheet
Total Assets,,,,307702.0,283909.0,290550.0,266274.0,Balance Sheet
Accounts Payable,,,,4863.0,9469.0,5825.0,8154.0,Balance Sheet
Accrued Expenses,,,,6296.0,6375.0,7792.0,7593.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,10944.0,8302.0,9795.0,9929.0,Balance Sheet
Total Current Liabilities,,,,22103.0,24146.0,23412.0,25676.0,Balance Sheet
Total Long Term Debt,,,,0.0,0.0,19119.0,19181.0,Balance Sheet
Total Debt,,,,0.0,0.0,19119.0,19181.0,Balance Sheet
"Other Liabilities, Total",,,,24899.0,22584.0,17048.0,16125.0,Balance Sheet
Total Liabilities,,,,47002.0,46730.0,59579.0,60982.0,Balance Sheet
Common Stock,,,,17.0,17.0,18.0,18.0,Balance Sheet
Additional Paid-In Capital,,,,564045.0,572933.0,594800.0,605195.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-303356.0,-335753.0,-363753.0,-399740.0,Balance Sheet
"Other Equity, Total",,,,-6.0,-18.0,-94.0,-181.0,Balance Sheet
