,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,15.45,17.99,18.36,28.13,44.07,38.88,,,,,
low,13.5,11.63,13.1,5.75,23.4,21.36,,,,,
change,-0.038700000000000005,-0.0368,0.2023,0.6274000000000001,0.389,0.0655,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,915.0,513.0,927.0,910.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1775.0,1649.0,1937.0,2046.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1774.0,1648.0,1936.0,2045.0,Balance Sheet
Other Receivables,,,,,,,177.0,150.0,141.0,136.0,Balance Sheet
"Total Receivables, Net",,,,,,,1951.0,1797.0,2076.0,2180.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,195.0,221.0,199.0,202.0,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,76.0,77.0,76.0,77.0,Balance Sheet
Accumulated Depreciation,,,,,,,-50.0,-52.0,-52.0,-52.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,120.0,120.0,111.0,109.0,Balance Sheet
"Goodwill, Net",,,,,,,234.0,234.0,234.0,234.0,Balance Sheet
Intangibles - Gross,,,,,,,77.0,78.0,69.0,70.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-33.0,-37.0,-31.0,-35.0,Balance Sheet
Intangibles - Net,,,,,,,44.0,41.0,38.0,34.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,136.0,106.0,71.0,84.0,Balance Sheet
LT Investments - Other,,,,,,,4762.0,4932.0,4374.0,4318.0,Balance Sheet
Long Term Investments,,,,,,,4898.0,5038.0,4445.0,4401.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,22.0,20.0,22.0,22.0,Balance Sheet
Other Assets,,,,,,,371.0,442.0,703.0,781.0,Balance Sheet
"Other Assets, Total",,,,,,,371.0,442.0,703.0,781.0,Balance Sheet
Total Assets,,,,,,,8749.0,8426.0,8755.0,8874.0,Balance Sheet
Accounts Payable,,,,,,,3019.0,2831.0,3165.0,3075.0,Balance Sheet
Payable/Accrued,,,,,,,236.0,241.0,148.0,151.0,Balance Sheet
Accrued Expenses,,,,,,,542.0,276.0,302.0,370.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,2851.0,2940.0,2622.0,2726.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,437.0,439.0,438.0,436.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,119.0,134.0,140.0,134.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Long Term Debt,,,,,,,186.0,186.0,186.0,186.0,Balance Sheet
Capital Lease Obligations,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
