,2017,2018,2019,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
high,24.66,23.61,20.78,15.64,19.46,17.94,,,,,
low,21.82,15.67,8.26,4.31,10.64,11.51,,,,,
change,-0.046,-0.22760000000000002,-0.2945,-0.0058,0.018600000000000002,0.3826,,,,,
Date,,,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,628.0,725.0,519.0,661.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,824.0,720.0,930.0,986.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-31.0,-28.0,-30.0,-29.0,Balance Sheet
"Total Receivables, Net",,,,,,,793.0,692.0,900.0,957.0,Balance Sheet
Invent. - Finished Goods,,,,,,,651.0,659.0,676.0,618.0,Balance Sheet
Invent. - Raw Materials,,,,,,,120.0,119.0,121.0,115.0,Balance Sheet
Inventories - Other,,,,,,,37.0,38.0,40.0,42.0,Balance Sheet
Total Inventory,,,,,,,808.0,816.0,837.0,775.0,Balance Sheet
Prepaid Expenses,,,,,,,213.0,237.0,234.0,224.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,,49.0,0.0,0.0,Balance Sheet
Total Current Assets,,,,,,,2442.0,2519.0,2490.0,2617.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2785.0,2817.0,2833.0,2758.0,Balance Sheet
"Goodwill, Net",,,,,,,1879.0,1840.0,1863.0,1792.0,Balance Sheet
Intangibles - Net,,,,,,,294.0,286.0,283.0,272.0,Balance Sheet
Long Term Investments,,,,,,,,643.0,,,Balance Sheet
Other Long Term Assets,,,,,,,1366.0,577.0,1408.0,1434.0,Balance Sheet
Total Assets,,,,,,,8766.0,8832.0,8877.0,8873.0,Balance Sheet
Accounts Payable,,,,,,,1062.0,1210.0,1169.0,1190.0,Balance Sheet
Accrued Expenses,,,,,,,,510.0,,,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,34.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,79.0,38.0,67.0,65.0,Balance Sheet
Income Taxes Payable,,,,,,,,41.0,,,Balance Sheet
Discontinued Operations,,,,,,,,13.0,,0.0,Balance Sheet
Other Current Liabilities,,,,,,,597.0,,514.0,530.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,597.0,54.0,514.0,530.0,Balance Sheet
Total Current Liabilities,,,,,,,1738.0,1846.0,1750.0,1785.0,Balance Sheet
Total Long Term Debt,,,,,,,4853.0,4753.0,4621.0,4427.0,Balance Sheet
Total Debt,,,,,,,4932.0,4825.0,4688.0,4492.0,Balance Sheet
Deferred Income Tax,,,,,,,,102.0,,,Balance Sheet
Minority Interest,,,,,,,108.0,107.0,146.0,116.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,,390.0,,,Balance Sheet
Other LT Liabilities,,,,,,,1605.0,914.0,1404.0,1402.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1605.0,1304.0,1404.0,1402.0,Balance Sheet
Total Liabilities,,,,,,,8304.0,8112.0,7921.0,7730.0,Balance Sheet
Common Stock,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,,,,3105.0,3090.0,3085.0,3085.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,258.0,301.0,389.0,641.0,Balance Sheet
Treasury Stock - Common,,,,,,,-705.0,-701.0,-699.0,-695.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-1296.0,-1290.0,-1160.0,-1275.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-868.0,-661.0,-643.0,-617.0,Balance Sheet
Other Comprehensive Income,,,,,,,-34.0,-21.0,-18.0,2.0,Balance Sheet
"Other Equity, Total",,,,,,,-2198.0,-1972.0,-1821.0,-1890.0,Balance Sheet
Total Equity,,,,,,,462.0,720.0,956.0,1143.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,8766.0,8832.0,8877.0,8873.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,157.0,156.0,156.0,156.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,32.0,31.0,31.0,31.0,Balance Sheet
Date,,,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Income Statement
Total Revenue,,,,,,,1609.0,1587.0,1692.0,1778.0,Income Statement
"Cost of Revenue, Total",,,,,,,1307.0,1350.0,1388.0,1453.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,108.0,108.0,119.0,123.0,Income Statement
Research & Development,,,,,,,19.0,25.0,23.0,20.0,Income Statement
Depreciation/Amortization,,,,,,,9.0,8.0,8.0,8.0,Income Statement
"Inter/Invest Inc, Operating",,,,,,,-22.0,-26.0,-23.0,-22.0,Income Statement
Restructuring Charge,,,,,,,12.0,14.0,,12.0,Income Statement
Other Unusual Expnse (In),,,,,,,5.0,67.0,-55.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,17.0,-3.0,-55.0,-170.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,,-84.0,,-182.0,Income Statement
"Other, Net",,,,,,,-6.0,-10.0,-4.0,-8.0,Income Statement
"Other Operat Expse, Total",,,,,,,-6.0,-10.0,-4.0,-8.0,Income Statement
Total Operating Expense,,,,,,,1432.0,1452.0,1456.0,1404.0,Income Statement
Total Operating Income,,,,,,,177.0,135.0,236.0,374.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-50.0,-63.0,-66.0,-46.0,Income Statement
Income Before Tax,,,,,,,127.0,72.0,170.0,328.0,Income Statement
Income Tax - Total,,,,,,,43.0,23.0,48.0,72.0,Income Statement
Income After Tax,,,,,,,84.0,49.0,122.0,256.0,Income Statement
Minority Interest,,,,,,,-6.0,-6.0,-34.0,-4.0,Income Statement
Net Inc Before Extra Items,,,,,,,78.0,43.0,88.0,252.0,Income Statement
Total Extraordinary Items,,,,,,,7.0,0.0,,,Income Statement
Total Net Income,,,,,,,85.0,43.0,88.0,252.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,78.0,43.0,88.0,252.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,85.0,43.0,88.0,252.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,157.0,156.0,156.0,156.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.5,0.28,0.56,1.62,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.54,0.28,0.56,1.62,Income Statement
Diluted Weighted Average Shares,,,,,,,161.0,160.0,156.0,159.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.49,0.27,0.56,1.59,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.53,0.27,0.56,1.59,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,50.0,63.0,66.0,46.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,108.0,33.0,108.0,108.0,Income Statement
Total Special Items,,,,,,,17.0,-3.0,-55.0,-170.0,Income Statement
Normalzd Income Before Tax,,,,,,,144.0,69.0,115.0,158.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,6.0,-1.0,-16.0,-37.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,49.0,22.0,32.0,35.0,Income Statement
Normalized Income After Tax,,,,,,,95.0,47.0,83.0,123.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,89.0,41.0,49.0,119.0,Income Statement
Basic Normalized EPS,,,,,,,0.57,0.26,0.31,0.77,Income Statement
Diluted Normalized EPS,,,,,,,0.56,0.26,0.31,0.75,Income Statement
Date,,,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,,,,,123.0,172.0,122.0,378.0,Cash Flow
Depreciation/Depletion,,,,,,,349.0,449.0,116.0,232.0,Cash Flow
Deferred Taxes,,,,,,,,5.0,,,Cash Flow
Discontinued Operations,,,,,,,0.0,-3.0,,,Cash Flow
Unusual Items,,,,,,,96.0,71.0,-59.0,-234.0,Cash Flow
Other Non-Cash Items,,,,,,,-9.0,-38.0,2.0,4.0,Cash Flow
Non-Cash Items,,,,,,,87.0,30.0,-57.0,-230.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,64.0,111.0,23.0,99.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,144.0,209.0,64.0,112.0,Cash Flow
Changes in Working Capital,,,,,,,-103.0,28.0,-254.0,-260.0,Cash Flow
Total Cash from Operations,,,,,,,456.0,684.0,-73.0,120.0,Cash Flow
Capital Expenditures,,,,,,,-268.0,-398.0,-96.0,-199.0,Cash Flow
Acquisition of Business,,,,,,,,,,-11.0,Cash Flow
Sale of Business,,,,,,,58.0,58.0,,,Cash Flow
Sale of Fixed Assets,,,,,,,8.0,122.0,96.0,286.0,Cash Flow
Other Investing Cash Flow,,,,,,,,-2.0,-2.0,-10.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,66.0,178.0,94.0,265.0,Cash Flow
Total Cash from Investing,,,,,,,-202.0,-220.0,-2.0,66.0,Cash Flow
Financing Cash Flow Items,,,,,,,-22.0,-47.0,-27.0,-8.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-30.0,-42.0,-13.0,-22.0,Cash Flow
"Short Term Debt, Net",,,,,,,,-17.0,,,Cash Flow
Long Term Debt Issued,,,,,,,,1021.0,,,Cash Flow
Long Term Debt Reduction,,,,,,,,-1188.0,,,Cash Flow
"Long Term Debt, Net",,,,,,,-119.0,-167.0,-112.0,-213.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-119.0,-184.0,-112.0,-213.0,Cash Flow
Total Cash From Financing,,,,,,,-171.0,-273.0,-152.0,-243.0,Cash Flow
Foreign Exchange Effects,,,,,,,-18.0,-29.0,21.0,-7.0,Cash Flow
Net Change in Cash,,,,,,,65.0,162.0,-206.0,-64.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,563.0,563.0,725.0,725.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,628.0,725.0,519.0,661.0,Cash Flow
"Depreciation, Supplemental",,,,,,,349.0,449.0,116.0,232.0,Cash Flow
Free Cash Flow,,,,,,,188.0,286.0,-169.0,-79.0,
FCF Growth,,,,,,,,0.5212765957446808,-1.5909090909090908,-0.5325443786982249,
