,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,39.26,41.6,27.0,15.05,22.18,13.73,,,,,
low,35.0,15.09,9.52,5.5,9.25,5.56,,,,,
change,0.039,-0.5693,-0.1159,-0.0727,-0.17800000000000002,-0.1905,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,360.0,315.0,229.0,146.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1596.0,1655.0,1657.0,1737.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-64.0,-65.0,-62.0,-61.0,Balance Sheet
"Total Receivables, Net",,,,,,,1533.0,1590.0,1595.0,1676.0,Balance Sheet
Invent. - Finished Goods,,,,,,,822.0,790.0,798.0,793.0,Balance Sheet
Invent. - Work In Progress,,,,,,,178.0,205.0,228.0,218.0,Balance Sheet
Invent. - Raw Materials,,,,,,,436.0,513.0,537.0,533.0,Balance Sheet
Total Inventory,,,,,,,1436.0,1508.0,1563.0,1544.0,Balance Sheet
Prepaid Expenses,,,,,,,251.0,231.0,245.0,252.0,Balance Sheet
Total Current Assets,,,,,,,3580.0,3643.0,3633.0,3617.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1444.0,1452.0,1453.0,1447.0,Balance Sheet
Accumulated Depreciation,,,,,,,-787.0,-806.0,-822.0,-835.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,819.0,796.0,790.0,764.0,Balance Sheet
"Goodwill, Gross",,,,,,,6039.0,6028.0,5994.0,5957.0,Balance Sheet
Accum. Goodwill Amort.,,,,,,,-808.0,-808.0,-808.0,-808.0,Balance Sheet
"Goodwill, Net",,,,,,,5232.0,5221.0,5186.0,5150.0,Balance Sheet
Intangibles - Net,,,,,,,3027.0,2884.0,2737.0,2595.0,Balance Sheet
Other Long Term Assets,,,,,,,175.0,575.0,593.0,633.0,Balance Sheet
Total Assets,,,,,,,13260.0,13119.0,12939.0,12758.0,Balance Sheet
Accounts Payable,,,,,,,1161.0,1273.0,1184.0,999.0,Balance Sheet
Accrued Expenses,,,,,,,895.0,796.0,836.0,805.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,32.0,32.0,32.0,32.0,Balance Sheet
Customer Advances,,,,,,,95.0,121.0,112.0,106.0,Balance Sheet
Other Current Liabilities,,,,,,,,,,79.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,95.0,121.0,112.0,185.0,Balance Sheet
Total Current Liabilities,,,,,,,2183.0,2222.0,2164.0,2021.0,Balance Sheet
Total Long Term Debt,,,,,,,9479.0,9476.0,9524.0,9577.0,Balance Sheet
Total Debt,,,,,,,9511.0,9508.0,9556.0,9609.0,Balance Sheet
