,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,72.23,75.59,60.81,57.16,74.3,96.17,,,,,
low,68.28,40.42,43.25,23.31,47.52,61.05,,,,,
change,0.0011,-0.37950000000000006,0.2705,-0.105,0.4568,0.2637,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,2332.0,2741.0,3173.0,4240.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,3113.0,3160.0,3067.0,3143.0,Balance Sheet
"Goodwill, Net",,,,,,,1628.0,1661.0,1589.0,1548.0,Balance Sheet
Intangibles - Net,,,,,,,1601.0,1601.0,1546.0,1525.0,Balance Sheet
Long Term Investments,,,,,,,106831.0,101043.0,95768.0,91707.0,Balance Sheet
Insurance Receivables,,,,,,,1842.0,2374.0,4684.0,4337.0,Balance Sheet
Def. Policy Acq. Costs,,,,,,,3758.0,4103.0,4340.0,4834.0,Balance Sheet
Accrued Investment Income,,,,,,,696.0,738.0,712.0,762.0,Balance Sheet
Reinsurance - Asset,,,,,,,,,23601.0,22893.0,Balance Sheet
Separate Accounts - Assets,,,,,,,182345.0,173516.0,153819.0,146571.0,Balance Sheet
Other Assets,,,,,,,512.0,600.0,921.0,1022.0,Balance Sheet
"Other Assets, Total",,,,,,,183553.0,174855.0,179053.0,171248.0,Balance Sheet
Total Assets,,,,,,,304657.0,291539.0,293220.0,282581.0,Balance Sheet
Policy Liabilities,,,,,,,270963.0,262258.0,264481.0,255444.0,Balance Sheet
Sep. Accounts - Liability,,,,,,,182345.0,173516.0,153819.0,146571.0,Balance Sheet
Other Policyholders’ Funds,,,,,,,44669.0,44971.0,67350.0,65296.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,80.0,279.0,67.0,67.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,16.0,35.0,22.0,19.0,Balance Sheet
Total Long Term Debt,,,,,,,4280.0,4280.0,4281.0,3981.0,Balance Sheet
