,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,6.27,12.42,9.5,13.84,19.31,11.58,,,,,
low,4.73,3.57,3.57,1.8,9.23,4.24,,,,,
change,-0.135,-0.0042,-0.1059,1.2238,0.0461,-0.5472,,,,,
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,19.0,14.0,23.0,20.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,30.0,19.0,18.0,18.0,Balance Sheet
Other Receivables,,,,,,,4.0,13.0,13.0,12.0,Balance Sheet
"Total Receivables, Net",,,,,,,34.0,32.0,31.0,30.0,Balance Sheet
Invent. - Finished Goods,,,,,,,189.0,186.0,183.0,181.0,Balance Sheet
Invent. - Work In Progress,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Invent. - Raw Materials,,,,,,,7.0,6.0,7.0,8.0,Balance Sheet
Total Inventory,,,,,,,197.0,193.0,191.0,190.0,Balance Sheet
Prepaid Expenses,,,,,,,13.0,12.0,15.0,17.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,10.0,10.0,10.0,10.0,Balance Sheet
Total Current Assets,,,,,,,272.0,260.0,270.0,267.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,478.0,488.0,509.0,504.0,Balance Sheet
"Goodwill, Net",,,,,,,221.0,221.0,221.0,221.0,Balance Sheet
Intangibles - Net,,,,,,,226.0,225.0,222.0,219.0,Balance Sheet
Deferred Charges,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,1.0,1.0,1.0,0.0,Balance Sheet
Other Long Term Assets,,,,,,,3.0,2.0,2.0,2.0,Balance Sheet
Total Assets,,,,,,,1201.0,1198.0,1224.0,1214.0,Balance Sheet
Accounts Payable,,,,,,,71.0,84.0,69.0,80.0,Balance Sheet
Accrued Expenses,,,,,,,119.0,119.0,112.0,114.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2.0,4.0,14.0,16.0,Balance Sheet
Customer Advances,,,,,,,32.0,23.0,25.0,22.0,Balance Sheet
Income Taxes Payable,,,,,,,0.0,6.0,10.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,33.0,29.0,35.0,22.0,Balance Sheet
Total Current Liabilities,,,,,,,224.0,236.0,229.0,231.0,Balance Sheet
Total Long Term Debt,,,,,,,197.0,159.0,174.0,158.0,Balance Sheet
Total Debt,,,,,,,199.0,162.0,187.0,174.0,Balance Sheet
Deferred Income Tax,,,,,,,51.0,50.0,48.0,50.0,Balance Sheet
"Other Liabilities, Total",,,,,,,323.0,325.0,340.0,329.0,Balance Sheet
Total Liabilities,,,,,,,794.0,769.0,791.0,769.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,873.0,874.0,875.0,876.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-442.0,-419.0,-409.0,-393.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-23.0,-26.0,-31.0,-37.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-2.0,-2.0,-2.0,-2.0,Balance Sheet
Other Comprehensive Income,,,,,,,1.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,-25.0,-27.0,-33.0,-38.0,Balance Sheet
Total Equity,,,,,,,407.0,428.0,434.0,445.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1201.0,1198.0,1224.0,1214.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,50.0,50.0,50.0,50.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Income Statement
Total Revenue,,,,,,,267304.0,305546.0,262634.0,272672.0,Income Statement
"Cost of Revenue, Total",,,,,,,114956.0,131519.0,112546.0,118242.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,120288.0,127116.0,121945.0,119238.0,Income Statement
Labor & Related Expense,,,,,,,1204.0,1104.0,1201.0,536.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,121492.0,128220.0,123146.0,119774.0,Income Statement
Depreciation/Amortization,,,,,,,8667.0,8877.0,9006.0,9549.0,Income Statement
Unusual Expense (Income),,,,,,,-9.0,-35.0,1.0,80.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,-9.0,-35.0,1.0,80.0,Income Statement
"Other, Net",,,,,,,0.0,0.0,,,Income Statement
"Other Operat Expse, Total",,,,,,,0.0,0.0,,,Income Statement
Total Operating Expense,,,,,,,245106.0,268581.0,244699.0,247645.0,Income Statement
Total Operating Income,,,,,,,22198.0,36965.0,17935.0,25027.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-3213.0,-3176.0,-3223.0,-3783.0,Income Statement
Income Before Tax,,,,,,,18985.0,33789.0,14712.0,21244.0,Income Statement
Income Tax - Total,,,,,,,5292.0,10631.0,4233.0,5497.0,Income Statement
Income After Tax,,,,,,,13693.0,23158.0,10479.0,15747.0,Income Statement
Net Inc Before Extra Items,,,,,,,13693.0,23158.0,10479.0,15747.0,Income Statement
Total Extraordinary Items,,,,,,,,0.0,,,Income Statement
Total Net Income,,,,,,,13693.0,23158.0,10479.0,15747.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,13693.0,23158.0,10479.0,15747.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,13693.0,23158.0,10479.0,15747.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,49611.0,49630.0,49720.0,50001.0,Income Statement
