,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,80.45,89.75,119.93,133.25,171.16,204.62,,,,,
low,64.01,60.3,76.6,43.37,106.67,148.1,,,,,
change,0.168,0.005600000000000001,0.5241,-0.0751,0.3747,0.15660000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,191.0,326.0,276.0,347.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1044.0,1043.0,982.0,1021.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-23.0,-26.0,-31.0,-34.0,Balance Sheet
"Total Receivables, Net",,,,,,,1021.0,1017.0,951.0,987.0,Balance Sheet
Prepaid Expenses,,,,,,,185.0,124.0,212.0,162.0,Balance Sheet
Restricted Cash - Current,,,,,,,16.0,16.0,16.0,16.0,Balance Sheet
Other Current Assets,,,,,,,,,,155.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,16.0,16.0,16.0,170.0,Balance Sheet
Total Current Assets,,,,,,,1413.0,1482.0,1455.0,1666.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1801.0,1796.0,1776.0,1773.0,Balance Sheet
"Goodwill, Gross",,,,,,,3141.0,3141.0,3141.0,3141.0,Balance Sheet
Accum. Goodwill Amort.,,,,,,,-90.0,-90.0,-90.0,-90.0,Balance Sheet
"Goodwill, Net",,,,,,,3052.0,3052.0,3052.0,3052.0,Balance Sheet
Intangibles - Gross,,,,,,,7080.0,7084.0,7087.0,7106.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-1453.0,-1531.0,-1608.0,-1685.0,Balance Sheet
Intangibles - Net,,,,,,,5627.0,5553.0,5478.0,5421.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,1209.0,1054.0,1060.0,1087.0,Balance Sheet
LT Investments - Other,,,,,,,10.0,7.0,4.0,2.0,Balance Sheet
Long Term Investments,,,,,,,1219.0,1061.0,1064.0,1089.0,Balance Sheet
Other Long Term Assets,,,,,,,108.0,102.0,91.0,98.0,Balance Sheet
Total Assets,,,,,,,13264.0,13091.0,12916.0,13098.0,Balance Sheet
Accounts Payable,,,,,,,248.0,221.0,171.0,166.0,Balance Sheet
Accrued Expenses,,,,,,,359.0,322.0,348.0,391.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,47.0,55.0,124.0,124.0,Balance Sheet
Customer Advances,,,,,,,,,,70.0,Balance Sheet
Other Payables,,,,,,,77.0,74.0,64.0,152.0,Balance Sheet
Other Current Liabilities,,,,,,,56.0,62.0,39.0,12.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,133.0,136.0,103.0,234.0,Balance Sheet
Total Current Liabilities,,,,,,,787.0,734.0,746.0,915.0,Balance Sheet
Total Long Term Debt,,,,,,,7368.0,7205.0,7110.0,7053.0,Balance Sheet
Total Debt,,,,,,,7415.0,7260.0,7234.0,7177.0,Balance Sheet
Deferred Income Tax,,,,,,,1729.0,1721.0,1715.0,1715.0,Balance Sheet
Minority Interest,,,,,,,7.0,6.0,-1.0,22.0,Balance Sheet
"Other Liabilities, Total",,,,,,,523.0,510.0,476.0,467.0,Balance Sheet
Total Liabilities,,,,,,,10414.0,10175.0,10046.0,10172.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1311.0,1269.0,1258.0,1271.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2204.0,2419.0,2610.0,2864.0,Balance Sheet
Treasury Stock - Common,,,,,,,-807.0,-914.0,-1140.0,-1350.0,Balance Sheet
"Other Equity, Total",,,,,,,142.0,141.0,141.0,141.0,Balance Sheet
Total Equity,,,,,,,2850.0,2916.0,2870.0,2926.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,13264.0,13091.0,12916.0,13098.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,41.0,41.0,39.0,38.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,,,,,0.0,0.0,,,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,41.0,41.0,39.0,38.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,7.0,7.0,8.0,9.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1246.0,1210.0,1245.0,1269.0,Income Statement
"Cost of Revenue, Total",,,,,,,464.0,483.0,495.0,504.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,287.0,255.0,274.0,268.0,Income Statement
Depreciation,,,,,,,46.0,39.0,39.0,40.0,Income Statement
Amortiz of Intangibles,,,,,,,106.0,106.0,105.0,102.0,Income Statement
Depreciation/Amortization,,,,,,,152.0,145.0,144.0,142.0,Income Statement
Impair-Assets Held for Use,,,,,,,23.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,,1.0,,,-54.0,Income Statement
Unusual Expense (Income),,,,,,,24.0,,,-54.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,0.0,,,,Income Statement
"Other, Net",,,,,,,29.0,6.0,4.0,12.0,Income Statement
"Other Operat Expse, Total",,,,,,,-5.0,-2.0,-1.0,-1.0,Income Statement
Total Operating Expense,,,,,,,922.0,881.0,912.0,860.0,Income Statement
Total Operating Income,,,,,,,323.0,329.0,333.0,409.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-70.0,-69.0,-75.0,-89.0,Income Statement
Income Before Tax,,,,,,,329.0,304.0,298.0,369.0,Income Statement
Income Tax - Total,,,,,,,67.0,53.0,72.0,82.0,Income Statement
Income After Tax,,,,,,,262.0,251.0,227.0,288.0,Income Statement
Minority Interest,,,,,,,2.0,0.0,1.0,1.0,Income Statement
Net Inc Before Extra Items,,,,,,,264.0,252.0,228.0,289.0,Income Statement
Total Net Income,,,,,,,264.0,252.0,228.0,289.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,264.0,252.0,228.0,289.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,264.0,252.0,228.0,289.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,41.0,41.0,40.0,39.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,6.44,6.15,5.66,7.45,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,6.44,6.15,5.66,7.45,Income Statement
Diluted Weighted Average Shares,,,,,,,43.0,42.0,41.0,40.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,6.19,5.99,5.56,7.3,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,6.19,5.99,5.56,7.3,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.7,0.9,0.9,0.9,Income Statement
Gross Divid - Common Stock,,,,,,,29.0,37.0,36.0,35.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,46.0,39.0,39.0,40.0,Income Statement
Total Special Items,,,,,,,24.0,,,-54.0,Income Statement
Normalzd Income Before Tax,,,,,,,353.0,304.0,298.0,315.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,5.0,,,-12.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,71.0,53.0,72.0,70.0,Income Statement
Normalized Income After Tax,,,,,,,282.0,251.0,227.0,245.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,283.0,252.0,228.0,247.0,Income Statement
Basic Normalized EPS,,,,,,,6.91,6.15,5.66,6.36,Income Statement
Diluted Normalized EPS,,,,,,,6.64,5.99,5.56,6.23,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,830.0,251.0,478.0,765.0,Cash Flow
Depreciation/Depletion,,,,,,,167.0,39.0,78.0,119.0,Cash Flow
Amortization,,,,,,,422.0,106.0,210.0,313.0,Cash Flow
Deferred Taxes,,,,,,,5.0,-8.0,-14.0,-32.0,Cash Flow
Unusual Items,,,,,,,17.0,,6.0,-54.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,115.0,155.0,151.0,125.0,Cash Flow
Other Non-Cash Items,,,,,,,-117.0,-14.0,-32.0,-36.0,Cash Flow
Non-Cash Items,,,,,,,14.0,142.0,125.0,35.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,320.0,3.0,178.0,273.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,273.0,78.0,144.0,243.0,Cash Flow
Accounts Receivable,,,,,,,-119.0,4.0,70.0,81.0,Cash Flow
Prepaid Expenses,,,,,,,-5.0,,,13.0,Cash Flow
Other Assets,,,,,,,35.0,,,,Cash Flow
Accounts Payable,,,,,,,28.0,-21.0,-72.0,-80.0,Cash Flow
Accrued Expenses,,,,,,,4.0,-37.0,,45.0,Cash Flow
Changes in Working Capital,,,,,,,-223.0,-10.0,-69.0,-15.0,Cash Flow
Total Cash from Operations,,,,,,,1215.0,519.0,809.0,1185.0,Cash Flow
Purchase of Fixed Assets,,,,,,,-151.0,-29.0,-63.0,-100.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,,-138.0,,0.0,0.0,Cash Flow
Capital Expenditures,,,,,,,-289.0,-29.0,-63.0,-100.0,Cash Flow
Sale of Business,,,,,,,0.0,,,29.0,Cash Flow
Sale of Fixed Assets,,,,,,,20.0,,45.0,45.0,Cash Flow
Purchase of Investments,,,,,,,0.0,,,,Cash Flow
Other Investing Cash Flow,,,,,,,37.0,7.0,3.0,15.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,57.0,7.0,48.0,89.0,Cash Flow
Total Cash from Investing,,,,,,,-232.0,-22.0,-15.0,-11.0,Cash Flow
Financing Cash Flow Items,,,,,,,-29.0,-13.0,-43.0,-39.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-118.0,-37.0,-73.0,-108.0,Cash Flow
"Common Stock, Net",,,,,,,-537.0,-158.0,-406.0,-621.0,Cash Flow
Options Exercised,,,,,,,8.0,6.0,6.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-529.0,-152.0,-400.0,-621.0,Cash Flow
Long Term Debt Issued,,,,,,,321.0,,2480.0,2480.0,Cash Flow
Long Term Debt Reduction,,,,,,,-591.0,-160.0,-2673.0,-2730.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-270.0,-160.0,-192.0,-250.0,Cash Flow
Total Cash From Financing,,,,,,,-946.0,-361.0,-709.0,-1018.0,Cash Flow
Net Change in Cash,,,,,,,37.0,135.0,86.0,156.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,169.0,207.0,207.0,207.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,206.0,342.0,292.0,362.0,Cash Flow
"Depreciation, Supplemental",,,,,,,167.0,39.0,78.0,119.0,Cash Flow
Free Cash Flow,,,,,,,926.0,490.0,746.0,1085.0,
FCF Growth,,,,,,,,-0.4708423326133909,0.5224489795918368,0.45442359249329756,
