,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,130.36,158.8,208.33,267.2,372.36,374.2,,,,,
low,123.01,121.64,121.47,137.01,231.97,186.47,,,,,
change,0.012,0.0193,0.59,0.2888,0.4181,-0.4029,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,4603.0,3836.0,3957.0,2938.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,2115.0,2245.0,1656.0,2184.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-36.0,-36.0,-27.0,-28.0,Balance Sheet
"Total Receivables, Net",,,,,,,2079.0,2209.0,1629.0,2156.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1317.0,1454.0,1449.0,1499.0,Balance Sheet
Invent. - Work In Progress,,,,,,,299.0,336.0,366.0,343.0,Balance Sheet
Invent. - Raw Materials,,,,,,,726.0,778.0,791.0,853.0,Balance Sheet
Inventories - Other,,,,,,,270.0,262.0,314.0,323.0,Balance Sheet
Total Inventory,,,,,,,2612.0,2830.0,2920.0,3018.0,Balance Sheet
Prepaid Expenses,,,,,,,661.0,625.0,792.0,754.0,Balance Sheet
Total Current Assets,,,,,,,9955.0,9500.0,9298.0,8866.0,Balance Sheet
Buildings,,,,,,,2837.0,2803.0,2737.0,2652.0,Balance Sheet
Land/Improvements,,,,,,,57.0,56.0,53.0,51.0,Balance Sheet
Machinery/Equipment,,,,,,,2422.0,2420.0,2462.0,2520.0,Balance Sheet
Construction in Progress,,,,,,,500.0,589.0,759.0,806.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,2230.0,2163.0,2078.0,1985.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,8046.0,8031.0,8089.0,8014.0,Balance Sheet
Accumulated Depreciation,,,,,,,-3493.0,-3504.0,-3490.0,-3502.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4553.0,4527.0,4599.0,4512.0,Balance Sheet
"Goodwill, Net",,,,,,,2572.0,2591.0,2521.0,2415.0,Balance Sheet
Intangibles - Gross,,,,,,,4548.0,4341.0,4056.0,3833.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-665.0,-703.0,-628.0,-643.0,Balance Sheet
Intangibles - Net,,,,,,,3883.0,3638.0,3428.0,3190.0,Balance Sheet
Other Long Term Assets,,,,,,,1115.0,1103.0,1064.0,1006.0,Balance Sheet
Total Assets,,,,,,,22078.0,21359.0,20910.0,19989.0,Balance Sheet
Accounts Payable,,,,,,,1639.0,1470.0,1822.0,1392.0,Balance Sheet
Accrued Expenses,,,,,,,3029.0,3063.0,3413.0,2968.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,272.0,269.0,268.0,266.0,Balance Sheet
Customer Advances,,,,,,,377.0,313.0,312.0,313.0,Balance Sheet
Income Taxes Payable,,,,,,,445.0,299.0,,332.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,822.0,612.0,312.0,645.0,Balance Sheet
Total Current Liabilities,,,,,,,5762.0,5414.0,5815.0,5271.0,Balance Sheet
Total Long Term Debt,,,,,,,5259.0,5188.0,5144.0,5107.0,Balance Sheet
Total Debt,,,,,,,5531.0,5457.0,5412.0,5373.0,Balance Sheet
Minority Interest,,,,,,,874.0,901.0,842.0,808.0,Balance Sheet
"Other Liabilities, Total",,,,,,,3965.0,3706.0,3519.0,3286.0,Balance Sheet
Total Liabilities,,,,,,,15860.0,15209.0,15320.0,14472.0,Balance Sheet
Common Stock,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Additional Paid-In Capital,,,,,,,5605.0,5746.0,5796.0,5875.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,13735.0,14076.0,13912.0,14185.0,Balance Sheet
Treasury Stock - Common,,,,,,,-12482.0,-13052.0,-13362.0,-13471.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-484.0,-471.0,-716.0,-1068.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-172.0,-169.0,-114.0,-116.0,Balance Sheet
Other Comprehensive Income,,,,,,,10.0,14.0,68.0,106.0,Balance Sheet
"Other Equity, Total",,,,,,,-646.0,-626.0,-762.0,-1078.0,Balance Sheet
Total Equity,,,,,,,6218.0,6150.0,5590.0,5517.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,22078.0,21359.0,20910.0,19989.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,233.0,232.0,232.0,231.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,126.0,126.0,126.0,126.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,359.0,358.0,357.0,357.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,233.0,235.0,236.0,237.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,5539.0,4245.0,3561.0,3930.0,Income Statement
"Cost of Revenue, Total",,,,,,,1223.0,994.0,1031.0,1023.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,2885.0,2275.0,2334.0,2244.0,Income Statement
Restructuring Charge,,,,,,,13.0,22.0,92.0,2.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,216.0,25.0,,Income Statement
Unusual Expense (Income),,,,,,,13.0,238.0,117.0,2.0,Income Statement
Total Operating Expense,,,,,,,4121.0,3507.0,3482.0,3269.0,Income Statement
Total Operating Income,,,,,,,1418.0,738.0,79.0,661.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-42.0,-41.0,-42.0,-46.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,10.0,5.0,11.0,15.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,2.0,1.0,0.0,3.0,Income Statement
"Other, Net",,,,,,,2.0,1.0,0.0,3.0,Income Statement
Income Before Tax,,,,,,,1388.0,703.0,48.0,633.0,Income Statement
Income Tax - Total,,,,,,,298.0,130.0,-2.0,143.0,Income Statement
Income After Tax,,,,,,,1090.0,573.0,50.0,490.0,Income Statement
Minority Interest,,,,,,,-2.0,-15.0,2.0,-1.0,Income Statement
Net Inc Before Extra Items,,,,,,,1088.0,558.0,52.0,489.0,Income Statement
Total Net Income,,,,,,,1088.0,558.0,52.0,489.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,1088.0,558.0,52.0,489.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,1088.0,558.0,52.0,489.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,361.0,359.0,358.0,358.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,3.02,1.55,0.15,1.37,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,3.02,1.55,0.15,1.37,Income Statement
Diluted Weighted Average Shares,,,,,,,366.0,364.0,362.0,361.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,2.97,1.53,0.14,1.35,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,2.97,1.53,0.14,1.35,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.6,0.6,0.6,0.6,Income Statement
Gross Divid - Common Stock,,,,,,,217.0,217.0,216.0,216.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,42.0,41.0,42.0,46.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,142.0,144.0,143.0,142.0,Income Statement
Total Special Items,,,,,,,13.0,238.0,117.0,2.0,Income Statement
Normalzd Income Before Tax,,,,,,,1401.0,941.0,165.0,635.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,3.0,44.0,41.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,301.0,174.0,39.0,143.0,Income Statement
Normalized Income After Tax,,,,,,,1100.0,767.0,126.0,492.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,1098.0,752.0,128.0,491.0,Income Statement
Basic Normalized EPS,,,,,,,3.05,2.09,0.36,1.37,Income Statement
Diluted Normalized EPS,,,,,,,3.0,2.07,0.35,1.36,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,1785.0,2358.0,2408.0,490.0,Cash Flow
Depreciation/Depletion,,,,,,,364.0,546.0,727.0,178.0,Cash Flow
Deferred Taxes,,,,,,,-43.0,-90.0,-149.0,-53.0,Cash Flow
Unusual Items,,,,,,,4.0,224.0,263.0,11.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,-1.0,-1.0,-1.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,,209.0,308.0,346.0,64.0,Cash Flow
Non-Cash Items,,,,,,,212.0,531.0,608.0,75.0,Cash Flow
