,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,77.15,89.54,70.5,85.97,74.12,86.15,,,,,
low,71.4,60.32,60.89,56.56,57.93,57.17,,,,,
change,-0.0072,-0.1335,0.0521,-0.1109,0.23760000000000003,0.1936,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,5338.0,4296.0,4739.0,4699.0,Balance Sheet
Short Term Investments,,,,,,,1182.0,1029.0,924.0,961.0,Balance Sheet
Cash and Short Term Invs,,,,,,,6520.0,5325.0,5663.0,5660.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,4540.0,3841.0,4169.0,4405.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-47.0,-54.0,-51.0,-51.0,Balance Sheet
"Total Receivables, Net",,,,,,,4493.0,3787.0,4118.0,4354.0,Balance Sheet
Total Inventory,,,,,,,1618.0,1482.0,1494.0,1463.0,Balance Sheet
Prepaid Expenses,,,,,,,2141.0,2035.0,1900.0,2077.0,Balance Sheet
Total Current Assets,,,,,,,14772.0,12629.0,13175.0,13554.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,5121.0,5253.0,5299.0,5349.0,Balance Sheet
"Goodwill, Net",,,,,,,8332.0,8314.0,8314.0,8314.0,Balance Sheet
Intangibles - Gross,,,,,,,41836.0,39158.0,39140.0,25920.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-8381.0,-8827.0,-9255.0,-9700.0,Balance Sheet
Intangibles - Net,,,,,,,33455.0,30331.0,29885.0,29440.0,Balance Sheet
Long Term Investments,,,,,,,1309.0,1427.0,1337.0,1282.0,Balance Sheet
Other Long Term Assets,,,,,,,4963.0,5126.0,4860.0,4618.0,Balance Sheet
Total Assets,,,,,,,67952.0,63080.0,62870.0,62557.0,Balance Sheet
Accounts Payable,,,,,,,705.0,583.0,565.0,614.0,Balance Sheet
Accrued Expenses,,,,,,,7600.0,6483.0,6732.0,6637.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1516.0,1025.0,1021.0,2270.0,Balance Sheet
Income Taxes Payable,,,,,,,539.0,467.0,902.0,902.0,Balance Sheet
Other Current Liabilities,,,,,,,1250.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1789.0,467.0,902.0,902.0,Balance Sheet
Total Current Liabilities,,,,,,,11610.0,8558.0,9220.0,10423.0,Balance Sheet
Total Long Term Debt,,,,,,,25179.0,25183.0,25195.0,22953.0,Balance Sheet
Total Debt,,,,,,,26695.0,26208.0,26216.0,25223.0,Balance Sheet
Deferred Income Tax,,,,,,,4356.0,3687.0,3364.0,3036.0,Balance Sheet
Minority Interest,,,,,,,-5.0,-12.0,-21.0,-24.0,Balance Sheet
"Other Liabilities, Total",,,,,,,5743.0,5737.0,4876.0,5088.0,Balance Sheet
Total Liabilities,,,,,,,46883.0,43153.0,42634.0,41476.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,4661.0,4867.0,5031.0,5226.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,16324.0,14986.0,15117.0,15756.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-4.0,-23.0,-34.0,-41.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,13.0,18.0,-8.0,-89.0,Balance Sheet
Other Comprehensive Income,,,,,,,74.0,78.0,129.0,228.0,Balance Sheet
"Other Equity, Total",,,,,,,87.0,96.0,121.0,139.0,Balance Sheet
Total Equity,,,,,,,21069.0,19927.0,20236.0,21081.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,67952.0,63080.0,62870.0,62557.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,1254.0,1255.0,1254.0,1254.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,7244.0,6590.0,6260.0,7042.0,Income Statement
"Cost of Revenue, Total",,,,,,,2627.0,1424.0,1442.0,1395.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,1650.0,1083.0,1357.0,1213.0,Income Statement
Research & Development,,,,,,,2027.0,1186.0,1432.0,1597.0,Income Statement
Unusual Expense (Income),,,,,,,,2700.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,6304.0,6393.0,4231.0,4205.0,Income Statement
Total Operating Income,,,,,,,940.0,197.0,2029.0,2837.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-238.0,-238.0,-242.0,-229.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,57.0,-96.0,-303.0,-197.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,,-15.0,19.0,21.0,Income Statement
"Other, Net",,,,,,,,-15.0,19.0,21.0,Income Statement
Income Before Tax,,,,,,,759.0,-152.0,1503.0,2432.0,Income Statement
Income Tax - Total,,,,,,,383.0,-164.0,368.0,646.0,Income Statement
Income After Tax,,,,,,,376.0,12.0,1135.0,1786.0,Income Statement
Minority Interest,,,,,,,6.0,7.0,9.0,3.0,Income Statement
Net Inc Before Extra Items,,,,,,,382.0,19.0,1144.0,1789.0,Income Statement
Total Net Income,,,,,,,382.0,19.0,1144.0,1789.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,382.0,19.0,1144.0,1789.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,382.0,19.0,1144.0,1789.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,1256.0,1255.0,1256.0,1255.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.3,0.02,0.91,1.43,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.3,0.02,0.91,1.43,Income Statement
Diluted Weighted Average Shares,,,,,,,1262.0,1262.0,1260.0,1261.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.3,0.02,0.91,1.42,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.3,0.02,0.91,1.42,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.71,0.73,0.73,0.73,Income Statement
Gross Divid - Common Stock,,,,,,,904.0,932.0,932.0,933.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,238.0,238.0,242.0,229.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,90.0,80.0,80.0,80.0,Income Statement
Total Special Items,,,,,,,,2700.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,759.0,2548.0,1503.0,2432.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,,945.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,383.0,781.0,368.0,646.0,Income Statement
Normalized Income After Tax,,,,,,,376.0,1767.0,1135.0,1786.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,382.0,1774.0,1144.0,1789.0,Income Statement
Basic Normalized EPS,,,,,,,0.3,1.41,0.91,1.43,Income Statement
Diluted Normalized EPS,,,,,,,0.3,1.41,0.91,1.42,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,6201.0,12.0,1147.0,2933.0,Cash Flow
Depreciation/Depletion,,,,,,,329.0,80.0,160.0,240.0,Cash Flow
Amortization,,,,,,,1721.0,445.0,890.0,1335.0,Cash Flow
Deferred Taxes,,,,,,,-116.0,-651.0,-944.0,-1214.0,Cash Flow
Unusual Items,,,,,,,610.0,2796.0,3099.0,3296.0,Cash Flow
Other Non-Cash Items,,,,,,,2150.0,320.0,1053.0,1795.0,Cash Flow
Non-Cash Items,,,,,,,2760.0,3116.0,4152.0,5091.0,Cash Flow
Accounts Receivable,,,,,,,313.0,699.0,247.0,-125.0,Cash Flow
Inventories,,,,,,,11.0,53.0,61.0,-34.0,Cash Flow
Prepaid Expenses,,,,,,,-42.0,-20.0,-30.0,12.0,Cash Flow
Accounts Payable,,,,,,,-118.0,-91.0,-104.0,-38.0,Cash Flow
Accrued Expenses,,,,,,,689.0,-1657.0,-1295.0,-1131.0,Cash Flow
Changes in Working Capital,,,,,,,489.0,-1162.0,-1763.0,-1880.0,Cash Flow
Total Cash from Operations,,,,,,,11384.0,1840.0,3642.0,6505.0,Cash Flow
Capital Expenditures,,,,,,,-579.0,-247.0,-390.0,-547.0,Cash Flow
Acquisition of Business,,,,,,,-1402.0,-30.0,-1131.0,-1579.0,Cash Flow
Sale/Maturity of Investment,,,,,,,2910.0,625.0,1278.0,1602.0,Cash Flow
Purchase of Investments,,,,,,,-3897.0,-641.0,-1134.0,-1564.0,Cash Flow
Other Investing Cash Flow,,,,,,,-163.0,-777.0,-1.0,-3.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-2552.0,-823.0,-988.0,-1544.0,Cash Flow
Total Cash from Investing,,,,,,,-3131.0,-1070.0,-1378.0,-2091.0,Cash Flow
Financing Cash Flow Items,,,,,,,-145.0,-91.0,-105.0,-150.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-3605.0,-945.0,-1865.0,-2794.0,Cash Flow
Sale/Issuance of Common,,,,,,,169.0,94.0,97.0,133.0,Cash Flow
Repurch/Retirement Common,,,,,,,-546.0,-352.0,-424.0,-604.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-377.0,-258.0,-327.0,-471.0,Cash Flow
Long Term Debt Issued,,,,,,,0.0,,,,Cash Flow
