,2017,2018,2019,2020,2021,2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Report
high,52.53,73.19,60.45,147.27,346.47,307.11,,,,,
low,45.15,31.12,31.92,45.17,115.67,108.13,,,,,
change,-0.0786,-0.3181,0.8011,1.1872,1.2444,-0.4543,,,,,
Date,,,,,,,2022-01-30 00:00:00,2022-05-01 00:00:00,2022-07-31 00:00:00,2022-10-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1990.0,3887.0,3013.0,2800.0,Balance Sheet
Short Term Investments,,,,,,,19218.0,16451.0,14024.0,10343.0,Balance Sheet
Cash and Short Term Invs,,,,,,,21208.0,20338.0,17037.0,13143.0,Balance Sheet
"Total Receivables, Net",,,,,,,4650.0,5438.0,5317.0,4908.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1122.0,1372.0,1588.0,1730.0,Balance Sheet
Invent. - Work In Progress,,,,,,,692.0,672.0,767.0,788.0,Balance Sheet
Invent. - Raw Materials,,,,,,,791.0,1119.0,1534.0,1936.0,Balance Sheet
Total Inventory,,,,,,,2605.0,3163.0,3889.0,4454.0,Balance Sheet
Prepaid Expenses,,,,,,,366.0,636.0,1175.0,718.0,Balance Sheet
Total Current Assets,,,,,,,28829.0,29575.0,27418.0,23223.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,3607.0,3772.0,4085.0,4701.0,Balance Sheet
"Goodwill, Net",,,,,,,4349.0,4365.0,4372.0,4372.0,Balance Sheet
Intangibles - Gross,,,,,,,4135.0,3972.0,3978.0,3535.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-1796.0,-1761.0,-1942.0,-1685.0,Balance Sheet
Intangibles - Net,,,,,,,2339.0,2211.0,2036.0,1850.0,Balance Sheet
Long Term Investments,,,,,,,266.0,285.0,307.0,314.0,Balance Sheet
Deferred Charges,,,,,,,2156.0,3157.0,2922.0,3164.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,1222.0,1784.0,2225.0,2762.0,Balance Sheet
Other Long Term Assets,,,,,,,1419.0,63.0,111.0,102.0,Balance Sheet
