,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,33.68,45.35,35.4,50.99,68.65,88.17,,,,,
low,30.28,24.27,25.13,11.09,48.62,50.07,,,,,
change,0.0741,-0.21300000000000002,0.3068,0.5039,0.20579999999999998,0.41850000000000004,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,134.0,140.0,128.0,93.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,281.0,299.0,300.0,316.0,Balance Sheet
Other Receivables,,,,,,,12.0,29.0,25.0,35.0,Balance Sheet
"Total Receivables, Net",,,,,,,294.0,328.0,326.0,351.0,Balance Sheet
Total Inventory,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Prepaid Expenses,,,,,,,22.0,18.0,20.0,33.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,16.0,15.0,14.0,14.0,Balance Sheet
Other Current Assets,,,,,,,25.0,24.0,25.0,25.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,40.0,39.0,39.0,39.0,Balance Sheet
Total Current Assets,,,,,,,495.0,530.0,518.0,522.0,Balance Sheet
Buildings,,,,,,,1684.0,1694.0,1702.0,1771.0,Balance Sheet
Land/Improvements,,,,,,,154.0,156.0,156.0,165.0,Balance Sheet
Machinery/Equipment,,,,,,,253.0,259.0,270.0,280.0,Balance Sheet
Construction in Progress,,,,,,,221.0,256.0,326.0,320.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,134.0,139.0,137.0,136.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,2446.0,2505.0,2593.0,2671.0,Balance Sheet
Accumulated Depreciation,,,,,,,-541.0,-569.0,-598.0,-627.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1905.0,1935.0,1995.0,2045.0,Balance Sheet
"Goodwill, Net",,,,,,,2200.0,2201.0,2205.0,2208.0,Balance Sheet
Intangibles - Gross,,,,,,,71.0,71.0,71.0,77.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Intangibles - Net,,,,,,,70.0,70.0,70.0,76.0,Balance Sheet
Other Long Term Assets,,,,,,,95.0,95.0,91.0,90.0,Balance Sheet
Total Assets,,,,,,,4768.0,4835.0,4883.0,4943.0,Balance Sheet
Accounts Payable,,,,,,,99.0,104.0,111.0,116.0,Balance Sheet
Accrued Expenses,,,,,,,220.0,219.0,225.0,214.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,20.0,22.0,22.0,22.0,Balance Sheet
Customer Advances,,,,,,,30.0,26.0,20.0,9.0,Balance Sheet
Income Taxes Payable,,,,,,,6.0,0.0,12.0,0.0,Balance Sheet
Other Payables,,,,,,,6.0,13.0,11.0,13.0,Balance Sheet
Other Current Liabilities,,,,,,,25.0,26.0,39.0,26.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,67.0,66.0,82.0,49.0,Balance Sheet
Total Current Liabilities,,,,,,,405.0,411.0,442.0,401.0,Balance Sheet
Total Long Term Debt,,,,,,,1479.0,1464.0,1384.0,1379.0,Balance Sheet
Total Debt,,,,,,,1498.0,1486.0,1406.0,1402.0,Balance Sheet
Deferred Income Tax,,,,,,,74.0,78.0,82.0,94.0,Balance Sheet
Minority Interest,,,,,,,65.0,70.0,75.0,88.0,Balance Sheet
"Other Liabilities, Total",,,,,,,227.0,238.0,236.0,236.0,Balance Sheet
Total Liabilities,,,,,,,2251.0,2260.0,2220.0,2199.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2636.0,2633.0,2641.0,2651.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-120.0,-59.0,21.0,92.0,Balance Sheet
Total Equity,,,,,,,2517.0,2575.0,2663.0,2744.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,4768.0,4835.0,4883.0,4943.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,89.0,90.0,90.0,90.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,593.0,617.0,652.0,667.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,68.0,72.0,77.0,77.0,Income Statement
Labor & Related Expense,,,,,,,321.0,336.0,339.0,353.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,389.0,408.0,416.0,430.0,Income Statement
