,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,10.33,17.45,8.04,,,,,
low,9.65,7.08,2.78,,,,,
change,0.048499999999999995,-0.2871,-0.5628000000000001,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,217502.0,198222.0,181035.0,163731.0,Balance Sheet
Short Term Investments,,,,8000.0,8000.0,8000.0,8000.0,Balance Sheet
Cash and Short Term Invs,,,,225502.0,206222.0,189035.0,171731.0,Balance Sheet
"Total Receivables, Net",,,,176.0,233.0,1301.0,31.0,Balance Sheet
Prepaid Expenses,,,,3662.0,2840.0,2694.0,2850.0,Balance Sheet
Total Current Assets,,,,229340.0,209295.0,193030.0,174612.0,Balance Sheet
Buildings,,,,26355.0,26355.0,26355.0,26355.0,Balance Sheet
Machinery/Equipment,,,,490.0,490.0,567.0,567.0,Balance Sheet
Construction in Progress,,,,,,,170.0,Balance Sheet
Other Prop./Plant/Equip.,,,,50788.0,50294.0,49885.0,49507.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,77633.0,77139.0,76807.0,76599.0,Balance Sheet
Accumulated Depreciation,,,,-20440.0,-21966.0,-23472.0,-24992.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,57193.0,55173.0,53335.0,51607.0,Balance Sheet
Total Assets,,,,286533.0,264468.0,246365.0,226219.0,Balance Sheet
Accounts Payable,,,,2094.0,3037.0,2537.0,3255.0,Balance Sheet
Accrued Expenses,,,,6802.0,5506.0,6233.0,8007.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,1981.0,2047.0,2115.0,6471.0,Balance Sheet
"Other Curr. Lblts, Total",,,,173.0,173.0,173.0,173.0,Balance Sheet
Total Current Liabilities,,,,11050.0,10763.0,11058.0,17906.0,Balance Sheet
Long Term Debt,,,,27361.0,27739.0,28132.0,24286.0,Balance Sheet
Capital Lease Obligations,,,,21109.0,20581.0,20018.0,19442.0,Balance Sheet
Total Long Term Debt,,,,48470.0,48320.0,48150.0,43728.0,Balance Sheet
Total Debt,,,,50451.0,50367.0,50265.0,50199.0,Balance Sheet
Deferred Income Tax,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,104839.0,101495.0,44897.0,45913.0,Balance Sheet
Total Liabilities,,,,164359.0,160578.0,104105.0,107547.0,Balance Sheet
Common Stock,,,,10.0,10.0,10.0,10.0,Balance Sheet
Additional Paid-In Capital,,,,536737.0,538285.0,539787.0,541480.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-414573.0,-434405.0,-397537.0,-422818.0,Balance Sheet
Total Equity,,,,122174.0,103890.0,142260.0,118672.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,286533.0,264468.0,246365.0,226219.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,103004.0,103005.0,103007.0,103099.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,177.0,233.0,1301.0,31.0,Income Statement
Selling/Gen/Admin Expense,,,,4126.0,4416.0,3874.0,4928.0,Income Statement
Labor & Related Expense,,,,1428.0,1266.0,1306.0,1260.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,5554.0,5682.0,5180.0,6188.0,Income Statement
Research & Development,,,,16250.0,16314.0,14652.0,17337.0,Income Statement
Unusual Expense (Income),,,,0.0,,0.0,0.0,Income Statement
Total Operating Expense,,,,21804.0,21996.0,19832.0,23525.0,Income Statement
Total Operating Income,,,,-21627.0,-21763.0,-18531.0,-23494.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-1396.0,-1432.0,-1488.0,-1641.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,10.0,31.0,301.0,883.0,Income Statement
OtherNon-OperatInc (Expnse),,,,65598.0,3332.0,56586.0,-1029.0,Income Statement
"Other, Net",,,,65598.0,3332.0,56586.0,-1029.0,Income Statement
Income Before Tax,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Income After Tax,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Net Inc Before Extra Items,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Total Net Income,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Basic/Primary Weighted Average Shares,,,,103003.0,103004.0,103006.0,103032.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.41,-0.19,0.36,-0.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.41,-0.19,0.36,-0.25,Income Statement
Diluted Weighted Average Shares,,,,103003.0,103004.0,103908.0,103032.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.41,-0.19,0.35,-0.25,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.41,-0.19,0.35,-0.25,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,1396.0,1432.0,1488.0,1641.0,Income Statement
"Depreciat/Amort, Suppl",,,,2046.0,2040.0,2021.0,2035.0,Income Statement
Total Special Items,,,,0.0,,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,0.0,,0.0,0.0,Income Statement
Normalized Income After Tax,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Normalzd Inc Avail to Common,,,,42585.0,-19832.0,36868.0,-25281.0,Income Statement
Basic Normalized EPS,,,,0.41,-0.19,0.36,-0.25,Income Statement
Diluted Normalized EPS,,,,0.41,-0.19,0.35,-0.25,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-26477.0,-19832.0,17036.0,-8245.0,Cash Flow
Depreciation/Depletion,,,,8241.0,2040.0,4061.0,6096.0,Cash Flow
Unusual Items,,,,-59112.0,-3332.0,-59918.0,-58889.0,Cash Flow
Other Non-Cash Items,,,,-3285.0,1936.0,3831.0,5759.0,Cash Flow
Non-Cash Items,,,,-62397.0,-1396.0,-56087.0,-53130.0,Cash Flow
"Cash Interest Pd, Suppl",,,,1123.0,563.0,1165.0,1867.0,Cash Flow
Accounts Receivable,,,,-63.0,-57.0,-1125.0,145.0,Cash Flow
Prepaid Expenses,,,,-2174.0,822.0,968.0,812.0,Cash Flow
Accounts Payable,,,,-197.0,934.0,374.0,984.0,Cash Flow
Accrued Expenses,,,,1993.0,-1308.0,-593.0,1168.0,Cash Flow
Changes in Working Capital,,,,-557.0,391.0,-376.0,3109.0,Cash Flow
Total Cash from Operations,,,,-81190.0,-18797.0,-35366.0,-52170.0,Cash Flow
Capital Expenditures,,,,-220.0,-22.0,-156.0,-367.0,Cash Flow
Sale of Fixed Assets,,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,,,,8000.0,8000.0,Cash Flow
Purchase of Investments,,,,-8000.0,,-8000.0,-8000.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-8000.0,,0.0,0.0,Cash Flow
Total Cash from Investing,,,,-8220.0,-22.0,-156.0,-367.0,Cash Flow
Financing Cash Flow Items,,,,-3945.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,598.0,1.0,12.0,229.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,270330.0,-462.0,-957.0,-1463.0,Cash Flow
Total Cash From Financing,,,,266983.0,-461.0,-945.0,-1234.0,Cash Flow
Net Change in Cash,,,,177573.0,-19280.0,-36467.0,-53771.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,39929.0,217502.0,217502.0,217502.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,217502.0,198222.0,181035.0,163731.0,Cash Flow
"Depreciation, Supplemental",,,,8241.0,2040.0,4061.0,6096.0,Cash Flow
Free Cash Flow,,,,-81410.0,-18819.0,-35522.0,-52537.0,
FCF Growth,,,,,-0.7688367522417393,0.8875604442318934,0.4789989302404143,
