,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,28.33,25.35,25.84,21.27,25.03,19.9,,,,,
low,18.4,12.08,17.71,9.01,17.19,6.52,,,,,
change,0.24489999999999998,-0.2509,0.026600000000000002,0.12060000000000001,-0.10289999999999999,-0.4642,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,201.0,214.0,275.0,271.0,Balance Sheet
Short Term Investments,,,,,,,61.0,53.0,10.0,1.0,Balance Sheet
Cash and Short Term Invs,,,,,,,262.0,267.0,286.0,272.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,147.0,103.0,132.0,110.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-3.0,-3.0,-3.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,144.0,100.0,129.0,107.0,Balance Sheet
Other Receivables,,,,,,,78.0,122.0,122.0,129.0,Balance Sheet
"Total Receivables, Net",,,,,,,221.0,222.0,251.0,236.0,Balance Sheet
Total Inventory,,,,,,,5.0,7.0,8.0,9.0,Balance Sheet
Prepaid Expenses,,,,,,,25.0,29.0,27.0,29.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,7.0,7.0,7.0,8.0,Balance Sheet
Total Current Assets,,,,,,,519.0,532.0,578.0,554.0,Balance Sheet
Buildings,,,,,,,26.0,26.0,26.0,26.0,Balance Sheet
Land/Improvements,,,,,,,24.0,24.0,24.0,24.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,150.0,150.0,148.0,153.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,199.0,200.0,198.0,203.0,Balance Sheet
Accumulated Depreciation,,,,,,,-69.0,-75.0,-78.0,-83.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,129.0,125.0,120.0,119.0,Balance Sheet
"Goodwill, Net",,,,,,,851.0,850.0,850.0,564.0,Balance Sheet
Intangibles - Gross,,,,,,,1638.0,1638.0,1638.0,1671.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-820.0,-859.0,-898.0,-934.0,Balance Sheet
Intangibles - Net,,,,,,,818.0,779.0,739.0,736.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,6.0,45.0,45.0,47.0,Balance Sheet
Other Long Term Assets,,,,,,,146.0,148.0,149.0,140.0,Balance Sheet
Total Assets,,,,,,,2470.0,2479.0,2481.0,2161.0,Balance Sheet
Accounts Payable,,,,,,,8.0,12.0,15.0,25.0,Balance Sheet
Accrued Expenses,,,,,,,111.0,100.0,91.0,116.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,36.0,36.0,36.0,36.0,Balance Sheet
Customer Advances,,,,,,,35.0,49.0,44.0,38.0,Balance Sheet
Income Taxes Payable,,,,,,,,,25.0,10.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,35.0,49.0,69.0,48.0,Balance Sheet
Total Current Liabilities,,,,,,,190.0,196.0,211.0,225.0,Balance Sheet
Total Long Term Debt,,,,,,,729.0,720.0,711.0,752.0,Balance Sheet
Total Debt,,,,,,,765.0,756.0,747.0,788.0,Balance Sheet
Deferred Income Tax,,,,,,,20.0,19.0,18.0,26.0,Balance Sheet
Minority Interest,,,,,,,-9.0,-10.0,-11.0,-13.0,Balance Sheet
"Other Liabilities, Total",,,,,,,191.0,188.0,185.0,178.0,Balance Sheet
Total Liabilities,,,,,,,1120.0,1114.0,1114.0,1168.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1340.0,1365.0,1381.0,1405.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,188.0,208.0,197.0,-197.0,Balance Sheet
Treasury Stock - Common,,,,,,,-178.0,-206.0,-207.0,-211.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,-2.0,-4.0,-5.0,Balance Sheet
Total Equity,,,,,,,1350.0,1365.0,1367.0,992.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2470.0,2479.0,2481.0,2161.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,103.0,104.0,104.0,105.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,10.0,12.0,12.0,12.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,214449.0,257420.0,234018.0,210941.0,Income Statement
"Cost of Revenue, Total",,,,,,,39194.0,27697.0,27074.0,31554.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,58778.0,59745.0,63482.0,73689.0,Income Statement
Labor & Related Expense,,,,,,,9553.0,10701.0,8634.0,10269.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,68331.0,70446.0,72116.0,83958.0,Income Statement
Research & Development,,,,,,,63828.0,59370.0,62145.0,68366.0,Income Statement
Depreciation,,,,,,,5807.0,5866.0,5505.0,5388.0,Income Statement
Amortiz of Intangibles,,,,,,,46576.0,39319.0,39166.0,40808.0,Income Statement
Depreciation/Amortization,,,,,,,52383.0,45185.0,44671.0,46196.0,Income Statement
Litigation,,,,,,,4480.0,1753.0,3161.0,3083.0,Income Statement
Impair-Assets Held for Use,,,,,,,,,,354000.0,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,,0.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,4480.0,1753.0,3161.0,357083.0,Income Statement
Total Operating Expense,,,,,,,228216.0,204451.0,209167.0,587157.0,Income Statement
Total Operating Income,,,,,,,-13767.0,52969.0,24851.0,-376216.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-8573.0,-8429.0,-9440.0,-13198.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-278.0,968.0,254.0,460.0,Income Statement
"Other, Net",,,,,,,-278.0,968.0,254.0,460.0,Income Statement
Income Before Tax,,,,,,,-22618.0,45508.0,15665.0,-388954.0,Income Statement
Income Tax - Total,,,,,,,-10457.0,21533.0,22138.0,865.0,Income Statement
Income After Tax,,,,,,,-12161.0,23975.0,-6473.0,-389819.0,Income Statement
Minority Interest,,,,,,,630.0,968.0,848.0,890.0,Income Statement
Net Inc Before Extra Items,,,,,,,-11531.0,24943.0,-5625.0,-388929.0,Income Statement
Total Extraordinary Items,,,,,,,-3028.0,,,,Income Statement
