,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,10.15,22.1,,,,,
low,9.58,2.8,,,,,
change,0.0259,-0.5025000000000001,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,105125.0,303518.0,299063.0,249649.0,Balance Sheet
"Total Receivables, Net",,,,30002.0,28059.0,47538.0,Balance Sheet
Prepaid Expenses,,,5538.0,4541.0,4277.0,9421.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,25086.0,Balance Sheet
Total Current Assets,,,110663.0,338061.0,331399.0,331694.0,Balance Sheet
Buildings,,,178.0,347.0,354.0,408.0,Balance Sheet
Machinery/Equipment,,,2515.0,2484.0,2395.0,1108.0,Balance Sheet
Other Prop./Plant/Equip.,,,12808.0,12721.0,12267.0,10953.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,15501.0,15552.0,15016.0,12469.0,Balance Sheet
Accumulated Depreciation,,,-2396.0,-3558.0,-4591.0,-9514.0,Balance Sheet
Prop./Plant/Equip. - Net,,,13106.0,11994.0,10425.0,2955.0,Balance Sheet
Long Term Investments,,,350.0,,,,Balance Sheet
Note Rcvble - Long Term,,,654.0,,,,Balance Sheet
Other Long Term Assets,,,521.0,1479.0,3696.0,3900.0,Balance Sheet
Total Assets,,,125294.0,351534.0,345520.0,338549.0,Balance Sheet
Accounts Payable,,,1981.0,3516.0,2164.0,2801.0,Balance Sheet
Accrued Expenses,,,5316.0,1924.0,2289.0,4345.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,48.0,46.0,44.0,37.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,3033.0,27517.0,Balance Sheet
Total Current Liabilities,,,7344.0,5486.0,7530.0,34700.0,Balance Sheet
Long Term Debt,,,0.0,,,,Balance Sheet
Capital Lease Obligations,,,34.0,25.0,15.0,23.0,Balance Sheet
Total Long Term Debt,,,34.0,25.0,15.0,23.0,Balance Sheet
Total Debt,,,81.0,71.0,59.0,60.0,Balance Sheet
Reserves,,,978.0,984.0,968.0,819.0,Balance Sheet
Pension Benefits - Underfunded,,,734.0,454.0,163.0,166.0,Balance Sheet
Other LT Liabilities,,,2162.0,49350.0,30258.0,2531.0,Balance Sheet
"Other Liabilities, Total",,,3873.0,50788.0,31389.0,3516.0,Balance Sheet
Total Liabilities,,,11251.0,56299.0,38934.0,38239.0,Balance Sheet
Redeemable Preferred Stock,,,182709.0,675.0,0.0,0.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,13.0,13.0,14.0,Balance Sheet
Additional Paid-In Capital,,,713.0,383821.0,402004.0,424499.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-68966.0,-89045.0,-95223.0,-123988.0,Balance Sheet
Treasury Stock - Common,,,0.0,,,,Balance Sheet
"Other Equity, Total",,,-413.0,-229.0,-208.0,-215.0,Balance Sheet
Total Equity,,,114044.0,295235.0,306586.0,300310.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,125294.0,351534.0,345520.0,338549.0,Balance Sheet
Ttl Comm. Shares Outs.,,,137043.0,137043.0,137043.0,137839.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,0.0,42884.0,977.0,1694.0,Income Statement
"Cost of Revenue, Total",,,-9.0,,571.0,1623.0,Income Statement
Selling/Gen/Admin Expense,,,9820.0,6965.0,8967.0,10043.0,Income Statement
Labor & Related Expense,,,17.0,5421.0,3650.0,6675.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,9837.0,12386.0,12617.0,16718.0,Income Statement
Research & Development,,,2991.0,9661.0,9763.0,16731.0,Income Statement
Impair-Assets Held for Use,,,,,,2828.0,Income Statement
Other Unusual Expnse (In),,,,20586.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,20586.0,0.0,2828.0,Income Statement
Total Operating Expense,,,12819.0,42633.0,22951.0,37900.0,Income Statement
Total Operating Income,,,-12819.0,251.0,-21974.0,-36206.0,Income Statement
"Inter Expse,Net Non-Operat",,,-1.0,-1.0,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,0.0,-20237.0,15592.0,6706.0,Income Statement
OtherNon-OperatInc (Expnse),,,72.0,36.0,249.0,920.0,Income Statement
"Other, Net",,,72.0,36.0,249.0,920.0,Income Statement
Income Before Tax,,,-12748.0,-19951.0,-6133.0,-28580.0,Income Statement
Income Tax - Total,,,1.0,128.0,45.0,185.0,Income Statement
Income After Tax,,,-12750.0,-20079.0,-6178.0,-28765.0,Income Statement
Net Inc Before Extra Items,,,-12750.0,-20079.0,-6178.0,-28765.0,Income Statement
Total Net Income,,,-12750.0,-20079.0,-6178.0,-28765.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-12750.0,-20079.0,-6178.0,-28765.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-12750.0,-20079.0,-6178.0,-28765.0,Income Statement
Basic/Primary Weighted Average Shares,,,137043.0,137043.0,137043.0,140302.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.09,-0.15,-0.05,-0.21,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.09,-0.15,-0.05,-0.21,Income Statement
Diluted Weighted Average Shares,,,137043.0,137043.0,137043.0,140302.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.09,-0.15,-0.05,-0.21,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.09,-0.15,-0.05,-0.21,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,1.0,1.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,1344.0,1218.0,1186.0,5200.0,Income Statement
Total Special Items,,,,20586.0,0.0,2828.0,Income Statement
Normalzd Income Before Tax,,,-12748.0,635.0,-6133.0,-25752.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,7205.0,0.0,990.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,1.0,7333.0,45.0,1175.0,Income Statement
Normalized Income After Tax,,,-12750.0,-6698.0,-6178.0,-26927.0,Income Statement
Normalzd Inc Avail to Common,,,-12750.0,-6698.0,-6178.0,-26927.0,Income Statement
Basic Normalized EPS,,,-0.09,-0.05,-0.05,-0.19,Income Statement
Diluted Normalized EPS,,,-0.09,-0.05,-0.05,-0.19,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-31339.0,-20079.0,-26257.0,-55022.0,Cash Flow
Depreciation/Depletion,,,2320.0,1218.0,2404.0,7562.0,Cash Flow
Unusual Items,,,0.0,20237.0,4645.0,767.0,Cash Flow
Other Non-Cash Items,,,3854.0,9389.0,16173.0,27158.0,Cash Flow
Non-Cash Items,,,3854.0,29626.0,20818.0,27925.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,1.0,1.0,1.0,3.0,Cash Flow
Inventories,,,-213.0,,,,Cash Flow
Prepaid Expenses,,,218.0,,,,Cash Flow
Other Assets,,,,-32550.0,-30504.0,-55247.0,Cash Flow
Accrued Expenses,,,,4967.0,6670.0,26966.0,Cash Flow
Payable/Accrued,,,3002.0,,,,Cash Flow
Changes in Working Capital,,,3099.0,-27576.0,-23819.0,-28260.0,Cash Flow
Total Cash from Operations,,,-22066.0,-16811.0,-26854.0,-47795.0,Cash Flow
Capital Expenditures,,,-169.0,-83.0,-333.0,-679.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-1000.0,,-2000.0,-2000.0,Cash Flow
Total Cash from Investing,,,-1169.0,-83.0,-2333.0,-2679.0,Cash Flow
Financing Cash Flow Items,,,-3592.0,215289.0,215289.0,212272.0,Cash Flow
"Common Stock, Net",,,120.0,,,,Cash Flow
"Preferred Stock, Net",,,120668.0,,,0.0,Cash Flow
Options Exercised,,,,25.0,36.0,131.0,Cash Flow
Warrants Converted,,,,,7854.0,7855.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,120788.0,25.0,7890.0,7986.0,Cash Flow
