,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,15.64,16.21,14.97,15.24,16.67,16.85,,,,,
low,14.1,9.41,10.2,4.34,11.56,11.38,,,,,
change,-0.054900000000000004,-0.2639,0.3797,-0.1187,0.1463,-0.0634,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,285.0,477.0,410.0,242.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,46.0,45.0,45.0,44.0,Balance Sheet
Long Term Investments,,,,,,,6607.0,5952.0,5728.0,5416.0,Balance Sheet
Insurance Receivables,,,,,,,57.0,57.0,58.0,58.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,,,76.0,122.0,Balance Sheet
Restricted Cash - LT,,,,,,,20.0,13.0,9.0,8.0,Balance Sheet
Def. Policy Acq. Costs,,,,,,,22.0,22.0,21.0,20.0,Balance Sheet
Accrued Investment Income,,,,,,,52.0,50.0,52.0,53.0,Balance Sheet
Reinsurance - Asset,,,,,,,103.0,65.0,54.0,47.0,Balance Sheet
Other Assets,,,,,,,134.0,164.0,147.0,145.0,Balance Sheet
"Other Assets, Total",,,,,,,289.0,279.0,253.0,245.0,Balance Sheet
Total Assets,,,,,,,7325.0,6845.0,6600.0,6154.0,Balance Sheet
Insurance Reserves,,,,,,,884.0,851.0,727.0,603.0,Balance Sheet
Unearned Prem. Or Rev.,,,,,,,242.0,229.0,218.0,208.0,Balance Sheet
Policy Liabilities,,,,,,,1125.0,1080.0,945.0,811.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Long Term Debt,,,,,,,1147.0,935.0,918.0,663.0,Balance Sheet
Total Debt,,,,,,,1147.0,935.0,918.0,663.0,Balance Sheet
"Other Liabilities, Total",,,,,,,192.0,219.0,164.0,140.0,Balance Sheet
Total Liabilities,,,,,,,2464.0,2234.0,2027.0,1614.0,Balance Sheet
Common Stock,,,,,,,371.0,371.0,371.0,371.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1795.0,1784.0,1791.0,1792.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,3251.0,3400.0,3624.0,3843.0,Balance Sheet
Treasury Stock - Common,,,,,,,-675.0,-794.0,-888.0,-971.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,150.0,-121.0,-296.0,-450.0,Balance Sheet
"Other Equity, Total",,,,,,,-30.0,-30.0,-29.0,-46.0,Balance Sheet
Total Equity,,,,,,,4861.0,4610.0,4573.0,4540.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,7325.0,6845.0,6600.0,6154.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,320.0,313.0,305.0,299.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,51.0,59.0,66.0,72.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Gross Premiums Written,,,,,,,276417.0,274793.0,276536.0,279317.0,Income Statement
Other Insurance Revenue,,,,,,,810.0,2619.0,1860.0,1397.0,Income Statement
Reinsurance - Income,,,,,,,-23426.0,-19553.0,-20839.0,-27206.0,Income Statement
Total Premiums Earned,,,,,,,253801.0,257859.0,257557.0,253508.0,Income Statement
Net Investment Income,,,,,,,39134.0,38262.0,40305.0,42549.0,Income Statement
Realized Gains (Losses),,,,,,,1185.0,-1505.0,-4746.0,-3258.0,Income Statement
Total Revenue,,,,,,,294120.0,294616.0,293116.0,292799.0,Income Statement
"Losses, Benies & Adjusts",,,,,,,-24989.0,-19314.0,-99058.0,-105054.0,Income Statement
Underwriting & Commissions,,,,,,,42682.0,54732.0,53449.0,58475.0,Income Statement
"Losses,Benies& Adjmts,Total",,,,,,,17693.0,35418.0,-45609.0,-46579.0,Income Statement
Amort. Of Policy Acquisition Costs,,,,,,,3586.0,2740.0,2982.0,3179.0,Income Statement
Unusual Expense (Income),,,,,,,36914.0,22107.0,6391.0,11632.0,Income Statement
Total Operating Expense,,,,,,,58193.0,60265.0,-36236.0,-31768.0,Income Statement
Total Operating Income,,,,,,,235927.0,234351.0,329352.0,324567.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-17367.0,-14912.0,-13461.0,-10300.0,Income Statement
Income Before Tax,,,,,,,218560.0,219439.0,315891.0,314267.0,Income Statement
Income Tax - Total,,,,,,,44626.0,44426.0,66623.0,64642.0,Income Statement
Income After Tax,,,,,,,173934.0,175013.0,249268.0,249625.0,Income Statement
Net Inc Before Extra Items,,,,,,,173934.0,175013.0,249268.0,249625.0,Income Statement
Total Net Income,,,,,,,173934.0,175013.0,249268.0,249625.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,173934.0,175013.0,249268.0,249625.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,173934.0,175013.0,249268.0,249625.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,323185.0,315975.0,308840.0,302622.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.54,0.55,0.81,0.82,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.54,0.55,0.81,0.82,Income Statement
Dilution Adjustment,,,,,,,3208.0,1512.0,719.0,620.0,Income Statement
Diluted Weighted Average Shares,,,,,,,338789.0,324538.0,313545.0,307194.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.52,0.54,0.8,0.81,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.52,0.54,0.8,0.81,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.08,0.08,0.08,0.1,Income Statement
Gross Divid - Common Stock,,,,,,,26238.0,25769.0,25220.0,30548.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,17367.0,14912.0,13461.0,10300.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,16194.0,15395.0,14128.0,13303.0,Income Statement
Total Special Items,,,,,,,36914.0,22107.0,6391.0,11632.0,Income Statement
Normalzd Income Before Tax,,,,,,,255474.0,241546.0,322282.0,325899.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,7537.0,4476.0,1348.0,2393.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,52163.0,48902.0,67971.0,67035.0,Income Statement
Normalized Income After Tax,,,,,,,203311.0,192644.0,254311.0,258864.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,203311.0,192644.0,254311.0,258864.0,Income Statement
Basic Normalized EPS,,,,,,,0.63,0.61,0.82,0.86,Income Statement
Diluted Normalized EPS,,,,,,,0.61,0.6,0.81,0.84,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,635.0,175.0,424.0,674.0,Cash Flow
Depreciation/Depletion,,,,,,,66.0,15.0,30.0,43.0,Cash Flow
Deferred Taxes,,,,,,,5.0,6.0,3.0,2.0,Cash Flow
Unusual Items,,,,,,,37.0,22.0,28.0,40.0,Cash Flow
Other Non-Cash Items,,,,,,,0.0,0.0,1.0,19.0,Cash Flow
Non-Cash Items,,,,,,,37.0,22.0,29.0,60.0,Cash Flow
Accounts Receivable,,,,,,,-19.0,7.0,-3.0,-1.0,Cash Flow
Other Assets,,,,,,,7.0,-2.0,-6.0,-10.0,Cash Flow
Accrued Expenses,,,,,,,-2.0,2.0,0.0,-1.0,Cash Flow
Changes in Working Capital,,,,,,,-47.0,9.0,-125.0,-294.0,Cash Flow
Total Cash from Operations,,,,,,,696.0,228.0,362.0,484.0,Cash Flow
Capital Expenditures,,,,,,,-4.0,-1.0,-2.0,-2.0,Cash Flow
Sale/Maturity of Investment,,,,,,,1374.0,444.0,667.0,928.0,Cash Flow
Purchase of Investments,,,,,,,-1531.0,-94.0,-376.0,-544.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-157.0,350.0,292.0,383.0,Cash Flow
Total Cash from Investing,,,,,,,-161.0,349.0,290.0,381.0,Cash Flow
Financing Cash Flow Items,,,,,,,-44.0,-31.0,-37.0,-49.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-94.0,-26.0,-51.0,-81.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-291.0,-124.0,-219.0,-303.0,Cash Flow
"Short Term Debt, Net",,,,,,,,-155.0,-155.0,-155.0,Cash Flow
