,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,116.0,139.91,135.7,209.26,214.91,182.25,,,,,
low,99.87,92.81,84.41,100.0,144.58,90.0,,,,,
change,-0.048499999999999995,-0.0644,0.2214,0.6820999999999999,-0.14830000000000002,-0.4274,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,987.0,1732.0,847.0,956.0,Balance Sheet
Short Term Investments,,,,,,,1479.0,820.0,459.0,348.0,Balance Sheet
Cash and Short Term Invs,,,,,,,2466.0,2552.0,1307.0,1304.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,648.0,580.0,635.0,833.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,0.0,0.0,-1.0,-1.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,753.0,684.0,735.0,919.0,Balance Sheet
Other Receivables,,,,,,,,,140.0,,Balance Sheet
"Total Receivables, Net",,,,,,,753.0,684.0,875.0,919.0,Balance Sheet
Invent. - Finished Goods,,,,,,,10.0,11.0,,,Balance Sheet
Invent. - Raw Materials,,,,,,,2.0,2.0,,,Balance Sheet
Total Inventory,,,,,,,12.0,13.0,,,Balance Sheet
Prepaid Expenses,,,,,,,145.0,168.0,256.0,347.0,Balance Sheet
Restricted Cash - Current,,,,,,,267.0,360.0,535.0,592.0,Balance Sheet
Other Current Assets,,,,,,,63.0,94.0,64.0,89.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,330.0,454.0,599.0,681.0,Balance Sheet
Total Current Assets,,,,,,,3705.0,3871.0,3036.0,3251.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,448.0,459.0,607.0,632.0,Balance Sheet
"Goodwill, Net",,,,,,,680.0,675.0,7227.0,6872.0,Balance Sheet
Intangibles - Gross,,,,,,,738.0,756.0,6565.0,6879.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,,,-282.0,-608.0,Balance Sheet
