,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,53.97,68.13,76.83,98.35,101.46,104.0,,,,,
low,51.38,46.36,51.95,42.85,76.43,74.56,,,,,
change,-0.006999999999999999,0.11660000000000001,0.32189999999999996,0.1783,0.1068,0.015500000000000002,,,,,
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,193.0,193.0,202.0,198.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1224.0,1135.0,1479.0,1455.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-51.0,-50.0,-47.0,-47.0,Balance Sheet
"Total Receivables, Net",,,,,,,1221.0,1133.0,1490.0,1488.0,Balance Sheet
Invent. - Finished Goods,,,,,,,525.0,631.0,652.0,732.0,Balance Sheet
Invent. - Raw Materials,,,,,,,516.0,561.0,561.0,608.0,Balance Sheet
Total Inventory,,,,,,,1041.0,1192.0,1213.0,1340.0,Balance Sheet
Prepaid Expenses,,,,,,,305.0,292.0,248.0,262.0,Balance Sheet
Total Current Assets,,,,,,,2759.0,2810.0,3152.0,3288.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,2035.0,2081.0,2133.0,2136.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1012.0,-1032.0,-1029.0,-1036.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1326.0,1361.0,1412.0,1395.0,Balance Sheet
"Goodwill, Net",,,,,,,1338.0,1344.0,1338.0,1333.0,Balance Sheet
Intangibles - Net,,,,,,,611.0,602.0,592.0,586.0,Balance Sheet
Other Long Term Assets,,,,,,,196.0,190.0,195.0,184.0,Balance Sheet
Total Assets,,,,,,,6255.0,6331.0,6708.0,6803.0,Balance Sheet
Accounts Payable,,,,,,,656.0,676.0,800.0,786.0,Balance Sheet
Accrued Expenses,,,,,,,489.0,519.0,568.0,510.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,303.0,703.0,603.0,303.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,36.0,37.0,45.0,50.0,Balance Sheet
Total Current Liabilities,,,,,,,1484.0,1935.0,2016.0,1649.0,Balance Sheet
Total Long Term Debt,,,,,,,2163.0,1883.0,2083.0,2534.0,Balance Sheet
Total Debt,,,,,,,2466.0,2586.0,2687.0,2837.0,Balance Sheet
Deferred Income Tax,,,,,,,106.0,97.0,82.0,81.0,Balance Sheet
Minority Interest,,,,,,,2.0,2.0,1.0,2.0,Balance Sheet
"Other Liabilities, Total",,,,,,,665.0,579.0,542.0,541.0,Balance Sheet
Total Liabilities,,,,,,,4419.0,4496.0,4725.0,4807.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1073.0,1085.0,1096.0,1105.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2011.0,1992.0,2139.0,2257.0,Balance Sheet
Treasury Stock - Common,,,,,,,-675.0,-691.0,-717.0,-754.0,Balance Sheet
"Other Equity, Total",,,,,,,-574.0,-552.0,-537.0,-613.0,Balance Sheet
Total Equity,,,,,,,1836.0,1835.0,1982.0,1996.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,6255.0,6331.0,6708.0,6803.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,130.0,129.0,129.0,129.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,15.0,15.0,15.0,15.0,Balance Sheet
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Income Statement
Total Revenue,,,,,,,1640.0,1434.0,1984.0,1932.0,Income Statement
"Cost of Revenue, Total",,,,,,,1057.0,935.0,1245.0,1188.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,432.0,429.0,490.0,477.0,Income Statement
Unusual Expense (Income),,,,,,,3.0,1.0,1.0,1.0,Income Statement
"Other Operat Expse, Total",,,,,,,5.0,5.0,8.0,8.0,Income Statement
Total Operating Expense,,,,,,,1498.0,1370.0,1745.0,1674.0,Income Statement
Total Operating Income,,,,,,,142.0,64.0,239.0,258.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-21.0,-22.0,-24.0,-27.0,Income Statement
"Inter Income, Non-Operating",,,,,,,1.0,1.0,1.0,2.0,Income Statement
"Invest Income, Non-Operat",,,,,,,-4.0,-5.0,-8.0,-6.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,-3.0,-4.0,-7.0,-4.0,Income Statement
Gain(Loss)on Sale of Assets,,,,,,,42.0,0.0,9.0,,Income Statement
"Other, Net",,,,,,,3.0,3.0,3.0,-3.0,Income Statement
Income Before Tax,,,,,,,163.0,40.0,222.0,225.0,Income Statement
Income Tax - Total,,,,,,,38.0,7.0,22.0,56.0,Income Statement
Income After Tax,,,,,,,125.0,33.0,199.0,169.0,Income Statement
Minority Interest,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,,,,,125.0,33.0,199.0,169.0,Income Statement
Total Net Income,,,,,,,125.0,33.0,199.0,169.0,Income Statement
Total Adjust to Net Income,,,,,,,-1.0,0.0,-2.0,-1.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,124.0,33.0,197.0,168.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,124.0,33.0,197.0,168.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,128.0,128.0,128.0,128.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.97,0.26,1.54,1.31,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.97,0.26,1.54,1.31,Income Statement
Dilution Adjustment,,,,,,,0.0,0.0,2.0,0.0,Income Statement
Diluted Weighted Average Shares,,,,,,,128.0,130.0,129.0,128.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.96,0.25,1.54,1.31,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.96,0.25,1.54,1.31,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.38,0.4,0.4,0.4,Income Statement
Gross Divid - Common Stock,,,,,,,52.0,52.0,52.0,51.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,21.0,22.0,24.0,27.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,38.0,38.0,39.0,38.0,Income Statement
Total Special Items,,,,,,,-39.0,1.0,-8.0,1.0,Income Statement
Normalzd Income Before Tax,,,,,,,124.0,41.0,213.0,226.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-9.0,0.0,-1.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,29.0,7.0,22.0,56.0,Income Statement
Normalized Income After Tax,,,,,,,95.0,34.0,192.0,170.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,94.0,34.0,190.0,169.0,Income Statement
Basic Normalized EPS,,,,,,,0.73,0.26,1.49,1.32,Income Statement
Diluted Normalized EPS,,,,,,,0.73,0.26,1.48,1.32,Income Statement
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Cash Flow
Net Income,,,,,,,259911.0,293160.0,492466.0,169279.0,Cash Flow
Depreciation/Depletion,,,,,,,75975.0,114295.0,153074.0,38416.0,Cash Flow
Deferred Taxes,,,,,,,-6130.0,-16908.0,-25067.0,-1919.0,Cash Flow
Unusual Items,,,,,,,-42532.0,-34800.0,-36793.0,6606.0,Cash Flow
Other Non-Cash Items,,,,,,,19473.0,31869.0,43301.0,9173.0,Cash Flow
Non-Cash Items,,,,,,,-23059.0,-2931.0,6508.0,15779.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,102826.0,130862.0,172254.0,15813.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,41095.0,58129.0,81838.0,24493.0,Cash Flow
Accounts Receivable,,,,,,,80510.0,170513.0,-187299.0,-266.0,Cash Flow
Inventories,,,,,,,-124941.0,-273519.0,-304197.0,-148188.0,Cash Flow
Prepaid Expenses,,,,,,,-15165.0,506.0,-13040.0,-36021.0,Cash Flow
Accounts Payable,,,,,,,-29291.0,-9884.0,101223.0,15113.0,Cash Flow
Accrued Expenses,,,,,,,-58455.0,-119281.0,-44937.0,-28638.0,Cash Flow
Changes in Working Capital,,,,,,,-147342.0,-231665.0,-448250.0,-198000.0,Cash Flow
Total Cash from Operations,,,,,,,159355.0,155951.0,178731.0,23555.0,Cash Flow
Capital Expenditures,,,,,,,-101416.0,-152401.0,-222403.0,-57818.0,Cash Flow
Acquisition of Business,,,,,,,-114231.0,-116457.0,-127457.0,-36373.0,Cash Flow
Sale of Fixed Assets,,,,,,,50599.0,51913.0,76590.0,,Cash Flow
Sale/Maturity of Investment,,,,,,,6179.0,9004.0,21533.0,4116.0,Cash Flow
Purchase of Investments,,,,,,,-9476.0,-13674.0,-15032.0,-6440.0,Cash Flow
