,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,243.19,276.69,260.81,279.71,224.13,260.02,,,,,
low,232.59,173.8,186.72,136.44,156.36,177.2,,,,,
change,-0.0226,-0.1918,0.3372,-0.3235,0.1008,0.23329999999999998,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,627.0,330.0,375.0,117.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,442.0,673.0,683.0,723.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-9.0,-2.0,-2.0,-2.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1743.0,2020.0,2047.0,2285.0,Balance Sheet
Other Receivables,,,,,,,209.0,171.0,128.0,180.0,Balance Sheet
"Total Receivables, Net",,,,,,,1952.0,2191.0,2175.0,2465.0,Balance Sheet
Invent. - Work In Progress,,,,,,,37.0,68.0,,,Balance Sheet
Invent. - Raw Materials,,,,,,,124.0,120.0,,,Balance Sheet
Total Inventory,,,,,,,161.0,188.0,196.0,174.0,Balance Sheet
Prepaid Expenses,,,,,,,50.0,77.0,74.0,61.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,0.0,,,,Balance Sheet
Total Current Assets,,,,,,,2790.0,2786.0,2820.0,2817.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,5256.0,5287.0,5336.0,5419.0,Balance Sheet
Accumulated Depreciation,,,,,,,-2149.0,-2193.0,-2234.0,-2283.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,3348.0,3329.0,3328.0,3372.0,Balance Sheet
"Goodwill, Gross",,,,,,,5534.0,,,,Balance Sheet
Accum. Goodwill Amort.,,,,,,,-2906.0,,,,Balance Sheet
"Goodwill, Net",,,,,,,2628.0,2628.0,2634.0,2618.0,Balance Sheet
Intangibles - Gross,,,,,,,1900.0,1900.0,1900.0,1900.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-741.0,-776.0,-811.0,-846.0,Balance Sheet
