,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,25.82,28.48,40.24,45.0,94.39,124.52,,,,,
low,21.46,9.95,14.0,11.47,39.69,39.74,,,,,
change,-0.113,-0.3627,0.8147,0.5957,1.1054000000000002,0.3542,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,123903.0,63543.0,32580.0,39310.0,Balance Sheet
Short Term Investments,,,,,,,69443.0,101724.0,130719.0,142541.0,Balance Sheet
Cash and Short Term Invs,,,,,,,193346.0,165267.0,163299.0,181851.0,Balance Sheet
"Total Receivables, Net",,,,,,,35449.0,38533.0,40128.0,40667.0,Balance Sheet
Invent. - Finished Goods,,,,,,,7780.0,9628.0,13663.0,11765.0,Balance Sheet
Invent. - Work In Progress,,,,,,,7873.0,12625.0,10397.0,9178.0,Balance Sheet
Invent. - Raw Materials,,,,,,,6305.0,9308.0,7987.0,10982.0,Balance Sheet
Total Inventory,,,,,,,21958.0,31561.0,32047.0,31925.0,Balance Sheet
Prepaid Expenses,,,,,,,5049.0,7195.0,3603.0,5507.0,Balance Sheet
Total Current Assets,,,,,,,255802.0,242556.0,239077.0,259950.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,39167.0,39996.0,38770.0,42535.0,Balance Sheet
"Goodwill, Net",,,,,,,3881.0,3881.0,3881.0,3881.0,Balance Sheet
Long Term Investments,,,,,,,14225.0,28144.0,20440.0,19200.0,Balance Sheet
Other Long Term Assets,,,,,,,2462.0,2365.0,2240.0,2223.0,Balance Sheet
Total Assets,,,,,,,315537.0,316942.0,304408.0,327789.0,Balance Sheet
Accounts Payable,,,,,,,11732.0,9103.0,10099.0,13249.0,Balance Sheet
Accrued Expenses,,,,,,,12989.0,12435.0,12483.0,17476.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,9633.0,9643.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,558.0,907.0,2632.0,2808.0,Balance Sheet
Other Current Liabilities,,,,,,,591.0,554.0,119.0,102.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1149.0,1461.0,2751.0,2910.0,Balance Sheet
Total Current Liabilities,,,,,,,35503.0,32642.0,25333.0,33635.0,Balance Sheet
Total Long Term Debt,,,,,,,278661.0,279054.0,279449.0,279846.0,Balance Sheet
Total Debt,,,,,,,288294.0,288697.0,279449.0,279846.0,Balance Sheet
"Other Liabilities, Total",,,,,,,12449.0,11535.0,10885.0,12247.0,Balance Sheet
Total Liabilities,,,,,,,326613.0,323231.0,315667.0,325728.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,25.0,25.0,26.0,26.0,Balance Sheet
Additional Paid-In Capital,,,,,,,351422.0,367347.0,374409.0,390432.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-362484.0,-372945.0,-384468.0,-386667.0,Balance Sheet
"Other Equity, Total",,,,,,,-39.0,-716.0,-1226.0,-1730.0,Balance Sheet
Total Equity,,,,,,,-11076.0,-6289.0,-11259.0,2061.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,315537.0,316942.0,304408.0,327789.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,24737.0,25220.0,25547.0,25876.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,52574.0,53144.0,59796.0,68270.0,Income Statement
"Cost of Revenue, Total",,,,,,,23391.0,24365.0,28294.0,30835.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,12773.0,14165.0,15385.0,15233.0,Income Statement
Labor & Related Expense,,,,,,,6062.0,5940.0,6224.0,5180.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,18835.0,20105.0,21609.0,20413.0,Income Statement
Research & Development,,,,,,,17578.0,17989.0,18369.0,18766.0,Income Statement
Restructuring Charge,,,,,,,458.0,0.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,458.0,0.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,60262.0,62459.0,68272.0,70014.0,Income Statement
Total Operating Income,,,,,,,-7688.0,-9315.0,-8476.0,-1744.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-974.0,-1261.0,-1250.0,-1205.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-11329.0,164.0,-1803.0,774.0,Income Statement
"Other, Net",,,,,,,-11329.0,164.0,-1803.0,774.0,Income Statement
