,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,10.1,10.06,10.45,7.97,11.36,9.4,,,,,
low,9.65,9.65,2.95,1.38,6.09,4.54,,,,,
change,0.0,0.0322,-0.589,0.7931999999999999,0.0944,-0.14529999999999998,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,36.0,24.0,29.0,26.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,179.0,187.0,183.0,191.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-11.0,-13.0,-14.0,-14.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,168.0,174.0,169.0,177.0,Balance Sheet
Other Receivables,,,,,,,29.0,36.0,35.0,33.0,Balance Sheet
"Total Receivables, Net",,,,,,,197.0,211.0,204.0,210.0,Balance Sheet
Invent. - Finished Goods,,,,,,,84.0,96.0,119.0,121.0,Balance Sheet
Invent. - Raw Materials,,,,,,,327.0,368.0,417.0,434.0,Balance Sheet
Total Inventory,,,,,,,411.0,464.0,536.0,556.0,Balance Sheet
Prepaid Expenses,,,,,,,13.0,15.0,14.0,10.0,Balance Sheet
Total Current Assets,,,,,,,657.0,713.0,783.0,802.0,Balance Sheet
Construction in Progress,,,,,,,2.0,,,,Balance Sheet
Leases,,,,,,,1247.0,1255.0,1280.0,1329.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,163.0,35.0,35.0,34.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1413.0,1290.0,1315.0,1363.0,Balance Sheet
Accumulated Depreciation,,,,,,,-434.0,-420.0,-446.0,-464.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,979.0,978.0,977.0,1007.0,Balance Sheet
"Goodwill, Net",,,,,,,696.0,714.0,706.0,703.0,Balance Sheet
Intangibles - Gross,,,,,,,383.0,,,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-56.0,,,,Balance Sheet
Intangibles - Net,,,,,,,328.0,315.0,319.0,311.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,24.0,,,31.0,Balance Sheet
Other Long Term Assets,,,,,,,,27.0,30.0,,Balance Sheet
Total Assets,,,,,,,2684.0,2746.0,2814.0,2854.0,Balance Sheet
Accounts Payable,,,,,,,164.0,168.0,199.0,184.0,Balance Sheet
Accrued Expenses,,,,,,,65.0,67.0,58.0,76.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,10.0,10.0,6.0,4.0,Balance Sheet
Customer Advances,,,,,,,36.0,26.0,29.0,31.0,Balance Sheet
Other Payables,,,,,,,165.0,220.0,240.0,267.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,201.0,246.0,268.0,298.0,Balance Sheet
Total Current Liabilities,,,,,,,441.0,491.0,531.0,562.0,Balance Sheet
Long Term Debt,,,,,,,1308.0,1324.0,1350.0,1363.0,Balance Sheet
Capital Lease Obligations,,,,,,,5.0,2.0,3.0,3.0,Balance Sheet
Total Long Term Debt,,,,,,,1313.0,1327.0,1353.0,1366.0,Balance Sheet
Total Debt,,,,,,,1324.0,1336.0,1360.0,1370.0,Balance Sheet
Deferred Income Tax,,,,,,,16.0,22.0,24.0,28.0,Balance Sheet
"Other Liabilities, Total",,,,,,,56.0,48.0,35.0,35.0,Balance Sheet
Total Liabilities,,,,,,,1825.0,1888.0,1944.0,1992.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1509.0,1513.0,1514.0,1519.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-647.0,-651.0,-637.0,-640.0,Balance Sheet
Treasury Stock - Common,,,,,,,-3.0,-3.0,-4.0,-7.0,Balance Sheet
"Other Equity, Total",,,,,,,,,-3.0,-10.0,Balance Sheet
Total Equity,,,,,,,859.0,859.0,870.0,862.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2684.0,2746.0,2814.0,2854.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,247.0,247.0,248.0,247.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,1.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,356439.0,366476.0,362106.0,357780.0,Income Statement
"Cost of Revenue, Total",,,,,,,278587.0,281983.0,279348.0,269608.0,Income Statement
