,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,47.84,46.14,17.63,16.05,79.75,65.35,,,,,
low,34.85,8.63,6.71,7.1,10.72,21.06,,,,,
change,-0.17079999999999998,-0.7299,0.5581,-0.24800000000000003,3.0525,0.17920000000000003,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,579.0,543.0,509.0,496.0,Balance Sheet
"Total Receivables, Net",,,,,,,0.0,,,,Balance Sheet
Prepaid Expenses,,,,,,,6.0,13.0,12.0,29.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,0.0,0.0,,,Balance Sheet
Total Current Assets,,,,,,,585.0,556.0,521.0,525.0,Balance Sheet
Buildings,,,,,,,1.0,1.0,1.0,2.0,Balance Sheet
Machinery/Equipment,,,,,,,11.0,11.0,11.0,11.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,12.0,11.0,9.0,8.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,25.0,23.0,22.0,21.0,Balance Sheet
Accumulated Depreciation,,,,,,,-10.0,-11.0,-11.0,-11.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,14.0,13.0,11.0,10.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,7.0,10.0,12.0,15.0,Balance Sheet
Restricted Cash - LT,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Long Term Assets,,,,,,,2.0,2.0,4.0,4.0,Balance Sheet
Total Assets,,,,,,,609.0,581.0,550.0,554.0,Balance Sheet
Accounts Payable,,,,,,,4.0,9.0,8.0,10.0,Balance Sheet
Accrued Expenses,,,,,,,21.0,17.0,21.0,30.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,8.0,9.0,10.0,10.0,Balance Sheet
Income Taxes Payable,,,,,,,0.0,1.0,0.0,,Balance Sheet
Other Current Liabilities,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,9.0,10.0,11.0,11.0,Balance Sheet
Total Current Liabilities,,,,,,,33.0,36.0,40.0,51.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,110.0,106.0,102.0,99.0,Balance Sheet
Total Liabilities,,,,,,,143.0,143.0,142.0,150.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1182.0,1191.0,1200.0,1244.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-716.0,-752.0,-794.0,-839.0,Balance Sheet
Total Equity,,,,,,,466.0,439.0,407.0,405.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,609.0,581.0,550.0,554.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,47.0,47.0,47.0,48.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1172.0,1153.0,1312.0,1517.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,8211.0,7486.0,8470.0,8199.0,Income Statement
Labor & Related Expense,,,,,,,3995.0,4349.0,4482.0,3790.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,12206.0,11835.0,12952.0,11989.0,Income Statement
Research & Development,,,,,,,22058.0,27262.0,31569.0,39860.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,,,34264.0,39097.0,44521.0,51849.0,Income Statement
Total Operating Income,,,,,,,-33092.0,-37944.0,-43209.0,-50332.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,12.0,53.0,639.0,1913.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-16.0,-70.0,-2.0,2.0,Income Statement
"Other, Net",,,,,,,-16.0,-70.0,-2.0,2.0,Income Statement
Income Before Tax,,,,,,,-33096.0,-37961.0,-42572.0,-48417.0,Income Statement
Income Tax - Total,,,,,,,83.0,-1671.0,-1328.0,-2653.0,Income Statement
Income After Tax,,,,,,,-33179.0,-36290.0,-41244.0,-45764.0,Income Statement
Net Inc Before Extra Items,,,,,,,-33179.0,-36290.0,-41244.0,-45764.0,Income Statement
Total Net Income,,,,,,,-33179.0,-36290.0,-41244.0,-45764.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-33179.0,-36290.0,-41244.0,-45764.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-33179.0,-36290.0,-41244.0,-45764.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,46646.0,46704.0,46805.0,46986.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.71,-0.78,-0.88,-0.97,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.71,-0.78,-0.88,-0.97,Income Statement
Diluted Weighted Average Shares,,,,,,,46646.0,46704.0,46805.0,46986.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.71,-0.78,-0.88,-0.97,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.71,-0.78,-0.88,-0.97,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,240.0,200.0,200.0,200.0,Income Statement
Total Special Items,,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,-33096.0,-37961.0,-42572.0,-48417.0,Income Statement
