,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,335.8,388.67,344.0,374.99,468.55,307.4,,,,,
low,311.75,249.17,215.78,223.25,221.72,187.16,,,,,
change,0.014199999999999999,-0.063,-0.0004,-0.1812,-0.023700000000000002,0.2707,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,2261.0,1749.0,2647.0,3676.0,Balance Sheet
Short Term Investments,,,,,,,1541.0,2002.0,2151.0,1236.0,Balance Sheet
Cash and Short Term Invs,,,,,,,3803.0,3752.0,4798.0,4911.0,Balance Sheet
"Total Receivables, Net",,,,,,,1962.0,2021.0,2004.0,1984.0,Balance Sheet
Invent. - Finished Goods,,,,,,,188.0,205.0,210.0,210.0,Balance Sheet
Invent. - Work In Progress,,,,,,,814.0,656.0,706.0,771.0,Balance Sheet
Invent. - Raw Materials,,,,,,,350.0,355.0,378.0,394.0,Balance Sheet
Total Inventory,,,,,,,1352.0,1215.0,1294.0,1375.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,741.0,927.0,1645.0,1496.0,Balance Sheet
Total Current Assets,,,,,,,7857.0,7916.0,9741.0,9766.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,5423.0,5455.0,5486.0,5364.0,Balance Sheet
Accumulated Depreciation,,,,,,,-2007.0,-2082.0,-2131.0,-2098.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,3792.0,3732.0,3676.0,3691.0,Balance Sheet
"Goodwill, Net",,,,,,,5761.0,5758.0,5750.0,5741.0,Balance Sheet
Intangibles - Gross,,,,,,,7610.0,7606.0,7598.0,7588.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-5389.0,-5455.0,-5523.0,-5579.0,Balance Sheet
Intangibles - Net,,,,,,,2221.0,2151.0,2075.0,2009.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,600.0,586.0,582.0,582.0,Balance Sheet
LT Investments - Other,,,,,,,2232.0,2183.0,2022.0,1891.0,Balance Sheet
Long Term Investments,,,,,,,2832.0,2769.0,2604.0,2473.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,1415.0,1289.0,1236.0,1175.0,Balance Sheet
Total Assets,,,,,,,23877.0,23614.0,25081.0,24854.0,Balance Sheet
Accounts Payable,,,,,,,589.0,399.0,435.0,383.0,Balance Sheet
Accrued Expenses,,,,,,,1471.0,1254.0,1344.0,1377.0,Balance Sheet
