,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,2.74,2.72,2.6,17.29,23.26,12.68,,,,,
low,2.01,0.88,0.91,1.04,11.06,3.92,,,,,
change,0.041299999999999996,-0.6331,1.4176,4.6835,-0.08869999999999999,-0.5369,,,,,
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,18144.0,25035.0,15224.0,16654.0,Balance Sheet
"Total Receivables, Net",,,,,,,5015.0,6461.0,7085.0,9501.0,Balance Sheet
Total Inventory,,,,,,,138851.0,157937.0,163016.0,154751.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,6592.0,7585.0,8299.0,6703.0,Balance Sheet
Total Current Assets,,,,,,,168602.0,197018.0,193624.0,187609.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,64546.0,67439.0,70564.0,69768.0,Balance Sheet
Other Long Term Assets,,,,,,,2188.0,2626.0,2711.0,2612.0,Balance Sheet
Total Assets,,,,,,,235336.0,267083.0,266899.0,259989.0,Balance Sheet
Accounts Payable,,,,,,,67372.0,85486.0,82887.0,68208.0,Balance Sheet
Accrued Expenses,,,,,,,21718.0,26844.0,22792.0,24426.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2953.0,3671.0,4489.0,4614.0,Balance Sheet
Customer Advances,,,,,,,826.0,404.0,571.0,250.0,Balance Sheet
Other Current Liabilities,,,,,,,3925.0,4211.0,4071.0,4186.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,4751.0,4615.0,4642.0,4436.0,Balance Sheet
Total Current Liabilities,,,,,,,96794.0,120616.0,114810.0,101684.0,Balance Sheet
Long Term Debt,,,,,,,,,,5000.0,Balance Sheet
Capital Lease Obligations,,,,,,,12868.0,14512.0,16602.0,15997.0,Balance Sheet
Total Long Term Debt,,,,,,,12868.0,14512.0,16602.0,20997.0,Balance Sheet
Total Debt,,,,,,,15821.0,18183.0,21091.0,25611.0,Balance Sheet
"Other Liabilities, Total",,,,,,,30106.0,28740.0,27233.0,25725.0,Balance Sheet
Total Liabilities,,,,,,,139768.0,163868.0,158645.0,148406.0,Balance Sheet
Common Stock,,,,,,,56.0,57.0,57.0,57.0,Balance Sheet
Additional Paid-In Capital,,,,,,,282663.0,288220.0,289137.0,293450.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-179800.0,-177697.0,-173579.0,-174527.0,Balance Sheet
Treasury Stock - Common,,,,,,,-7625.0,-7625.0,-7625.0,-7625.0,Balance Sheet
"Other Equity, Total",,,,,,,274.0,260.0,264.0,228.0,Balance Sheet
Total Equity,,,,,,,95568.0,103215.0,108254.0,111583.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,235336.0,267083.0,266899.0,259989.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,50395.0,51505.0,51795.0,51993.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,2565.0,2565.0,2565.0,2565.0,Balance Sheet
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Income Statement
Total Revenue,,,,,,,138256.0,166053.0,176220.0,164807.0,Income Statement
"Cost of Revenue, Total",,,,,,,90829.0,104891.0,114285.0,108659.0,Income Statement
"Other Operat Expse, Total",,,,,,,52041.0,58771.0,57644.0,56729.0,Income Statement
Total Operating Expense,,,,,,,142870.0,163662.0,171929.0,165388.0,Income Statement
Total Operating Income,,,,,,,-4614.0,2391.0,4291.0,-581.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-289.0,-292.0,-346.0,-435.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,17.0,56.0,190.0,117.0,Income Statement
"Other, Net",,,,,,,17.0,56.0,190.0,117.0,Income Statement
Income Before Tax,,,,,,,-4886.0,2155.0,4135.0,-899.0,Income Statement
Income Tax - Total,,,,,,,144.0,52.0,17.0,49.0,Income Statement
Income After Tax,,,,,,,-5030.0,2103.0,4118.0,-948.0,Income Statement
Net Inc Before Extra Items,,,,,,,-5030.0,2103.0,4118.0,-948.0,Income Statement
Total Net Income,,,,,,,-5030.0,2103.0,4118.0,-948.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-5030.0,2103.0,4118.0,-948.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-5030.0,2103.0,4118.0,-948.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,52815.0,53251.0,54210.0,54481.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.1,0.04,0.08,-0.02,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.1,0.04,0.08,-0.02,Income Statement
Diluted Weighted Average Shares,,,,,,,52815.0,57172.0,57210.0,54481.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.1,0.04,0.07,-0.02,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.1,0.04,0.07,-0.02,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,289.0,292.0,346.0,435.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,2772.0,2957.0,3308.0,3406.0,Income Statement
Total Special Items,,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,-4886.0,2155.0,4135.0,-899.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,144.0,52.0,17.0,49.0,Income Statement
