,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,54.83,71.03,70.6,67.11,113.4,182.35,,,,,
low,46.0,50.08,57.36,27.06,58.26,100.13,,,,,
change,0.1275,0.0969,0.0584,-0.0178,0.6629,0.698,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,1404.0,2487.0,2631.0,2504.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,802.0,571.0,1042.0,1462.0,Balance Sheet
Other Receivables,,,,,,,704.0,890.0,841.0,764.0,Balance Sheet
"Total Receivables, Net",,,,,,,1506.0,1461.0,1883.0,2226.0,Balance Sheet
Total Inventory,,,,,,,706.0,571.0,746.0,1129.0,Balance Sheet
Restricted Cash - Current,,,,,,,413.0,419.0,335.0,834.0,Balance Sheet
Other Current Assets,,,,,,,1027.0,767.0,591.0,513.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,1440.0,1186.0,926.0,1347.0,Balance Sheet
Total Current Assets,,,,,,,5056.0,5705.0,6186.0,7206.0,Balance Sheet
Buildings,,,,,,,45.0,46.0,46.0,46.0,Balance Sheet
Land/Improvements,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Machinery/Equipment,,,,,,,140.0,149.0,151.0,142.0,Balance Sheet
Construction in Progress,,,,,,,2995.0,809.0,1390.0,1868.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,33307.0,35652.0,35966.0,36561.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,36488.0,36657.0,37554.0,38618.0,Balance Sheet
Accumulated Depreciation,,,,,,,-4098.0,-4368.0,-4640.0,-4919.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,32390.0,32289.0,32914.0,33699.0,Balance Sheet
"Goodwill, Net",,,,,,,77.0,77.0,77.0,77.0,Balance Sheet
Long Term Investments,,,,,,,56.0,,,,Balance Sheet
Note Rcvble - Long Term,,,,,,,152.0,,,,Balance Sheet
Deferred Charges,,,,,,,34.0,,,,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,1204.0,1450.0,1276.0,2100.0,Balance Sheet
Other Long Term Assets,,,,,,,289.0,534.0,860.0,560.0,Balance Sheet
Total Assets,,,,,,,39258.0,40055.0,41313.0,43642.0,Balance Sheet
Accounts Payable,,,,,,,155.0,167.0,141.0,405.0,Balance Sheet
Accrued Expenses,,,,,,,2834.0,2455.0,3118.0,3679.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,368.0,64.0,2272.0,1723.0,Balance Sheet
Customer Advances,,,,,,,155.0,120.0,141.0,211.0,Balance Sheet
Other Current Liabilities,,,,,,,1181.0,1799.0,1884.0,3357.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1336.0,1919.0,2025.0,3568.0,Balance Sheet
Total Current Liabilities,,,,,,,4693.0,4605.0,7556.0,9375.0,Balance Sheet
Long Term Debt,,,,,,,29449.0,28907.0,26055.0,25325.0,Balance Sheet
Capital Lease Obligations,,,,,,,57.0,57.0,56.0,75.0,Balance Sheet
Total Long Term Debt,,,,,,,29506.0,28964.0,26111.0,25400.0,Balance Sheet
Total Debt,,,,,,,29874.0,29028.0,28383.0,27123.0,Balance Sheet
Minority Interest,,,,,,,2538.0,2451.0,2367.0,1849.0,Balance Sheet
"Other Liabilities, Total",,,,,,,5092.0,7745.0,8841.0,13197.0,Balance Sheet
Total Liabilities,,,,,,,41829.0,43765.0,44875.0,49821.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,4377.0,4244.0,4277.0,4309.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-6021.0,-6967.0,-6311.0,-8880.0,Balance Sheet
Treasury Stock - Common,,,,,,,-928.0,-988.0,-1529.0,-1609.0,Balance Sheet
Total Equity,,,,,,,-2571.0,-3710.0,-3562.0,-6179.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,39258.0,40055.0,41313.0,43642.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,254.0,254.0,249.0,250.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,22.0,22.0,26.0,27.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,6557.0,7484.0,8007.0,8852.0,Income Statement
"Cost of Revenue, Total",,,,,,,5572.0,7523.0,5982.0,11279.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,281.0,298.0,266.0,305.0,Income Statement
Depreciation/Amortization,,,,,,,258.0,271.0,276.0,280.0,Income Statement
Impair-Assets Held for Use,,,,,,,5.0,,3.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,21.0,18.0,28.0,-3.0,Income Statement
Unusual Expense (Income),,,,,,,26.0,18.0,31.0,-3.0,Income Statement
"Other Operat Expse, Total",,,,,,,2.0,5.0,3.0,4.0,Income Statement
Total Operating Expense,,,,,,,6139.0,8115.0,6558.0,11865.0,Income Statement
Total Operating Income,,,,,,,418.0,-631.0,1449.0,-3013.0,Income Statement
"Inter Expse, Non-Operating",,,,,,,-388.0,-372.0,-370.0,-376.0,Income Statement
"Inter Capital, Non-Operat",,,,,,,38.0,23.0,13.0,22.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-350.0,-349.0,-357.0,-354.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,2.0,3.0,-1.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-8.0,5.0,3.0,-29.0,Income Statement
"Other, Net",,,,,,,-8.0,5.0,3.0,-29.0,Income Statement
Income Before Tax,,,,,,,62.0,-972.0,1094.0,-3396.0,Income Statement
Income Tax - Total,,,,,,,1151.0,-191.0,181.0,-752.0,Income Statement
Income After Tax,,,,,,,-1089.0,-781.0,913.0,-2644.0,Income Statement
Minority Interest,,,,,,,-234.0,-84.0,-172.0,259.0,Income Statement
Net Inc Before Extra Items,,,,,,,-1323.0,-865.0,741.0,-2385.0,Income Statement
