,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,23.7,23.89,22.71,22.75,20.24,17.1,,,,,
low,21.99,17.0,17.29,15.65,15.71,12.78,,,,,
change,0.0575,-0.2223,0.163,-0.1446,-0.0712,-0.0124,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,158.0,187.0,172.0,65.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,54.0,63.0,97.0,166.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-1.0,-1.0,-1.0,-3.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,53.0,62.0,96.0,163.0,Balance Sheet
Other Receivables,,,,,,,4.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,57.0,62.0,96.0,163.0,Balance Sheet
Prepaid Expenses,,,,,,,9.0,10.0,9.0,10.0,Balance Sheet
Restricted Cash - Current,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Current Assets,,,,,,,8.0,9.0,19.0,27.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,9.0,10.0,20.0,28.0,Balance Sheet
Total Current Assets,,,,,,,233.0,268.0,296.0,266.0,Balance Sheet
Buildings,,,,,,,95.0,97.0,99.0,143.0,Balance Sheet
Land/Improvements,,,,,,,90.0,91.0,71.0,93.0,Balance Sheet
Machinery/Equipment,,,,,,,516.0,509.0,565.0,981.0,Balance Sheet
Construction in Progress,,,,,,,4.0,4.0,9.0,10.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,5.0,5.0,34.0,32.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,711.0,706.0,779.0,1259.0,Balance Sheet
Accumulated Depreciation,,,,,,,-223.0,-234.0,-239.0,-266.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,488.0,472.0,540.0,992.0,Balance Sheet
"Goodwill, Net",,,,,,,168.0,168.0,209.0,317.0,Balance Sheet
Intangibles - Gross,,,,,,,41.0,41.0,61.0,93.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-19.0,-19.0,-20.0,-21.0,Balance Sheet
Intangibles - Net,,,,,,,22.0,22.0,49.0,103.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,0.0,,,2.0,Balance Sheet
Restricted Cash - LT,,,,,,,15.0,15.0,14.0,14.0,Balance Sheet
Other Long Term Assets,,,,,,,2.0,2.0,6.0,7.0,Balance Sheet
Total Assets,,,,,,,929.0,947.0,1113.0,1702.0,Balance Sheet
Payable/Accrued,,,,,,,21.0,20.0,29.0,59.0,Balance Sheet
Accrued Expenses,,,,,,,51.0,54.0,74.0,79.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,,10.0,18.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,0.0,3.0,13.0,3.0,Balance Sheet
Total Current Liabilities,,,,,,,72.0,78.0,126.0,160.0,Balance Sheet
Long Term Debt,,,,,,,,,9.0,447.0,Balance Sheet
Capital Lease Obligations,,,,,,,,,27.0,,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,36.0,447.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,46.0,465.0,Balance Sheet
Deferred Income Tax,,,,,,,90.0,88.0,77.0,199.0,Balance Sheet
"Other Liabilities, Total",,,,,,,40.0,39.0,56.0,54.0,Balance Sheet
Total Liabilities,,,,,,,201.0,205.0,295.0,861.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,924.0,940.0,1015.0,1038.0,Balance Sheet
Treasury Stock - Common,,,,,,,-202.0,-202.0,-202.0,-202.0,Balance Sheet
Total Equity,,,,,,,727.0,743.0,818.0,841.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,929.0,947.0,1113.0,1702.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,79.0,79.0,79.0,79.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,12.0,12.0,12.0,12.0,Balance Sheet
