,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,27.07,26.71,13.11,5.35,7.43,12.91,,,,,
low,23.31,9.35,3.3,1.72,3.23,4.51,,,,,
change,0.0836,-0.6138,-0.4587,-0.4068,0.4056,1.0,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,82.0,73.0,78.0,36.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,265.0,222.0,271.0,336.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-7.0,-6.0,-6.0,-7.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,259.0,286.0,358.0,470.0,Balance Sheet
Other Receivables,,,,,,,59.0,57.0,45.0,45.0,Balance Sheet
"Total Receivables, Net",,,,,,,317.0,343.0,403.0,515.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Invent. - Raw Materials,,,,,,,78.0,83.0,89.0,92.0,Balance Sheet
Total Inventory,,,,,,,79.0,84.0,90.0,93.0,Balance Sheet
Prepaid Expenses,,,,,,,10.0,14.0,9.0,7.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Current Assets,,,,,,,3.0,2.0,2.0,3.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,4.0,3.0,3.0,4.0,Balance Sheet
Total Current Assets,,,,,,,492.0,517.0,583.0,655.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1018.0,1028.0,1046.0,1103.0,Balance Sheet
Accumulated Depreciation,,,,,,,-763.0,-771.0,-776.0,-790.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,299.0,304.0,314.0,334.0,Balance Sheet
"Goodwill, Net",,,,,,,32.0,32.0,32.0,32.0,Balance Sheet
Other Long Term Assets,,,,,,,41.0,38.0,36.0,34.0,Balance Sheet
Total Assets,,,,,,,864.0,891.0,965.0,1056.0,Balance Sheet
Accounts Payable,,,,,,,74.0,77.0,102.0,147.0,Balance Sheet
Accrued Expenses,,,,,,,36.0,39.0,43.0,45.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,20.0,23.0,21.0,0.0,Balance Sheet
Income Taxes Payable,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Current Liabilities,,,,,,,,,6.0,6.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1.0,1.0,7.0,7.0,Balance Sheet
Total Current Liabilities,,,,,,,131.0,139.0,173.0,198.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,20.0,23.0,21.0,0.0,Balance Sheet
Deferred Income Tax,,,,,,,18.0,25.0,26.0,31.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,35.0,33.0,24.0,22.0,Balance Sheet
Other LT Liabilities,,,,,,,39.0,37.0,35.0,31.0,Balance Sheet
"Other Liabilities, Total",,,,,,,74.0,69.0,60.0,53.0,Balance Sheet
Total Liabilities,,,,,,,223.0,233.0,258.0,282.0,Balance Sheet
Common Stock,,,,,,,22.0,22.0,22.0,22.0,Balance Sheet
Additional Paid-In Capital,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,641.0,657.0,705.0,772.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-3.0,-3.0,-2.0,-3.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-18.0,-18.0,-18.0,-17.0,Balance Sheet
"Other Equity, Total",,,,,,,-21.0,-20.0,-20.0,-20.0,Balance Sheet
Total Equity,,,,,,,642.0,658.0,707.0,773.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,864.0,891.0,965.0,1056.0,Balance Sheet
