,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,150.48,151.84,168.98,216.87,272.28,256.14,,,,,
low,123.76,110.16,111.85,96.46,178.61,194.89,,,,,
change,0.135,-0.18100000000000002,0.39189999999999997,0.23120000000000002,0.2663,-0.0746,,,,,
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,300.0,171.0,121.0,129.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,497.0,474.0,508.0,540.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-8.0,-9.0,-8.0,-9.0,Balance Sheet
"Total Receivables, Net",,,,,,,489.0,466.0,500.0,531.0,Balance Sheet
Invent. - Finished Goods,,,,,,,212.0,226.0,236.0,228.0,Balance Sheet
Invent. - Work In Progress,,,,,,,55.0,64.0,66.0,159.0,Balance Sheet
Invent. - Raw Materials,,,,,,,111.0,136.0,141.0,64.0,Balance Sheet
Inventories - Other,,,,,,,-46.0,-53.0,-60.0,-52.0,Balance Sheet
LIFO Reserve,,,,,,,-4.0,-6.0,,,Balance Sheet
Total Inventory,,,,,,,327.0,366.0,383.0,400.0,Balance Sheet
Prepaid Expenses,,,,,,,48.0,52.0,56.0,57.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,0.0,,,,Balance Sheet
Total Current Assets,,,,,,,1165.0,1054.0,1060.0,1116.0,Balance Sheet
Buildings,,,,,,,263.0,269.0,274.0,274.0,Balance Sheet
Land/Improvements,,,,,,,14.0,14.0,14.0,14.0,Balance Sheet
Machinery/Equipment,,,,,,,542.0,563.0,551.0,554.0,Balance Sheet
Construction in Progress,,,,,,,33.0,32.0,26.0,34.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,148.0,149.0,141.0,136.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1000.0,1027.0,1007.0,1012.0,Balance Sheet
Accumulated Depreciation,,,,,,,-534.0,-554.0,-544.0,-552.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,466.0,473.0,464.0,460.0,Balance Sheet
"Goodwill, Net",,,,,,,1713.0,1836.0,1821.0,1813.0,Balance Sheet
Intangibles - Gross,,,,,,,724.0,751.0,742.0,737.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-366.0,-377.0,-384.0,-393.0,Balance Sheet
Intangibles - Net,,,,,,,357.0,374.0,358.0,344.0,Balance Sheet
Other Long Term Assets,,,,,,,78.0,78.0,77.0,76.0,Balance Sheet
Total Assets,,,,,,,3791.0,3835.0,3796.0,3824.0,Balance Sheet
Accounts Payable,,,,,,,92.0,97.0,97.0,100.0,Balance Sheet
Accrued Expenses,,,,,,,219.0,177.0,195.0,203.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,40.0,40.0,316.0,407.0,Balance Sheet
Customer Advances,,,,,,,78.0,86.0,92.0,96.0,Balance Sheet
