,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,108.55,102.45,93.12,97.15,124.53,96.87,,,,,
low,96.53,74.19,70.77,16.81,77.13,54.8,,,,,
change,-0.049,-0.19710000000000003,0.013500000000000002,0.1882,-0.0576,-0.1749,,,,,
Date,,,,,,,2022-01-23 00:00:00,2022-04-17 00:00:00,2022-07-10 00:00:00,2022-10-02 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,70.0,56.0,66.0,109.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,57.0,50.0,74.0,90.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-7.0,-6.0,-5.0,-6.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,50.0,44.0,68.0,84.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,1.0,1.0,2.0,9.0,Balance Sheet
Other Receivables,,,,,,,4.0,7.0,8.0,11.0,Balance Sheet
"Total Receivables, Net",,,,,,,55.0,52.0,78.0,104.0,Balance Sheet
Total Inventory,,,,,,,3.0,6.0,6.0,5.0,Balance Sheet
Prepaid Expenses,,,,,,,10.0,20.0,16.0,16.0,Balance Sheet
Restricted Cash - Current,,,,,,,18.0,29.0,27.0,27.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,2.0,4.0,8.0,17.0,Balance Sheet
Other Current Assets,,,,,,,4.0,5.0,5.0,5.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,24.0,37.0,39.0,49.0,Balance Sheet
Total Current Assets,,,,,,,163.0,172.0,205.0,283.0,Balance Sheet
Buildings,,,,,,,,1163.0,1156.0,1125.0,Balance Sheet
Land/Improvements,,,,,,,,103.0,97.0,86.0,Balance Sheet
Construction in Progress,,,,,,,,16.0,17.0,18.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,1128.0,1338.0,1334.0,1332.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1128.0,2620.0,2605.0,2561.0,Balance Sheet
