,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,32.39,39.24,15.24,,,,,
low,10.55,12.65,1.46,,,,,
change,1.1144,-0.3594,-0.8606,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,1731.0,2312.0,2239.0,1327.0,Balance Sheet
Short Term Investments,,,,484.0,464.0,233.0,178.0,Balance Sheet
Cash and Short Term Invs,,,,2215.0,2776.0,2472.0,1505.0,Balance Sheet
"Total Receivables, Net",,,,84.0,58.0,56.0,154.0,Balance Sheet
Invent. - Finished Goods,,,,4125.0,3490.0,4959.0,5451.0,Balance Sheet
Invent. - Work In Progress,,,,1971.0,1174.0,1669.0,642.0,Balance Sheet
Total Inventory,,,,6096.0,4664.0,6628.0,6093.0,Balance Sheet
Restricted Cash - Current,,,,847.0,444.0,615.0,1752.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,7.0,11.0,12.0,0.0,Balance Sheet
Other Current Assets,,,,91.0,126.0,162.0,80.0,Balance Sheet
"Other Curr. Assets, Total",,,,945.0,581.0,789.0,1832.0,Balance Sheet
Total Current Assets,,,,9340.0,8079.0,9945.0,9584.0,Balance Sheet
Buildings,,,,2.0,2.0,2.0,2.0,Balance Sheet
Machinery/Equipment,,,,82.0,93.0,104.0,116.0,Balance Sheet
Other Prop./Plant/Equip.,,,,60.0,65.0,66.0,70.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,144.0,160.0,172.0,188.0,Balance Sheet
Accumulated Depreciation,,,,-57.0,-66.0,-75.0,-83.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,87.0,94.0,97.0,105.0,Balance Sheet
"Goodwill, Net",,,,60.0,60.0,60.0,62.0,Balance Sheet
Intangibles - Gross,,,,19.0,19.0,19.0,21.0,Balance Sheet
Accum. Intangible Amort.,,,,-7.0,-9.0,-12.0,-14.0,Balance Sheet
Intangibles - Net,,,,12.0,10.0,7.0,7.0,Balance Sheet
