,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,142.64,146.28,99.91,99.51,101.3,101.89,,,,,
low,137.45,87.02,73.0,59.11,73.82,78.81,,,,,
change,0.0078000000000000005,-0.34700000000000003,0.024900000000000002,-0.1624,0.2207,0.0199,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,328.0,324.0,318.0,294.0,Balance Sheet
Short Term Investments,,,,,,,4.0,5.0,4.0,4.0,Balance Sheet
Cash and Short Term Invs,,,,,,,332.0,329.0,322.0,298.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,,1446.0,1412.0,1423.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,,-15.0,-16.0,-17.0,Balance Sheet
"Total Receivables, Net",,,,,,,1130.0,1431.0,1396.0,1406.0,Balance Sheet
Invent. - Finished Goods,,,,,,,688.0,762.0,839.0,895.0,Balance Sheet
Invent. - Raw Materials,,,,,,,484.0,544.0,564.0,605.0,Balance Sheet
Total Inventory,,,,,,,1172.0,1306.0,1403.0,1500.0,Balance Sheet
Prepaid Expenses,,,,,,,63.0,63.0,56.0,64.0,Balance Sheet
Total Current Assets,,,,,,,2697.0,3129.0,3177.0,3268.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,5655.0,5750.0,5654.0,5564.0,Balance Sheet
Accumulated Depreciation,,,,,,,-3232.0,-3304.0,-3279.0,-3256.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2616.0,2446.0,2375.0,2308.0,Balance Sheet
"Goodwill, Net",,,,,,,914.0,,,,Balance Sheet
Intangibles - Gross,,,,,,,687.0,1598.0,1575.0,1550.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-253.0,-259.0,-262.0,-264.0,Balance Sheet
Intangibles - Net,,,,,,,434.0,1339.0,1313.0,1286.0,Balance Sheet
Other Long Term Assets,,,,,,,338.0,521.0,524.0,541.0,Balance Sheet
Total Assets,,,,,,,6999.0,7435.0,7389.0,7403.0,Balance Sheet
Payable/Accrued,,,,,,,774.0,1207.0,1193.0,1240.0,Balance Sheet
Accrued Expenses,,,,,,,430.0,,,,Balance Sheet
Notes Payable/ST Debt,,,,,,,308.0,514.0,652.0,709.0,Balance Sheet
Total Current Liabilities,,,,,,,1512.0,1721.0,1845.0,1949.0,Balance Sheet
Total Long Term Debt,,,,,,,1738.0,1739.0,1739.0,1739.0,Balance Sheet
Total Debt,,,,,,,2046.0,2253.0,2391.0,2448.0,Balance Sheet
Minority Interest,,,,,,,89.0,90.0,85.0,70.0,Balance Sheet
"Other Liabilities, Total",,,,,,,560.0,592.0,574.0,579.0,Balance Sheet
Total Liabilities,,,,,,,3899.0,4142.0,4243.0,4337.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,0.0,Balance Sheet
