,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,763.3,896.03,1274.41,1267.93,2110.0,2560.01,,,,,
low,636.95,590.76,798.41,684.91,1111.71,1703.32,,,,,
change,0.1094,0.17,0.4324,-0.0079,0.7713,0.23329999999999998,,,,,
Date,,,,,,,2021-11-20 00:00:00,2022-02-12 00:00:00,2022-05-07 00:00:00,2022-08-27 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,961.0,239.0,263.0,264.0,Balance Sheet
"Total Receivables, Net",,,,,,,379.0,406.0,440.0,505.0,Balance Sheet
Total Inventory,,,,,,,4768.0,5031.0,5313.0,5638.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,240.0,228.0,239.0,221.0,Balance Sheet
Total Current Assets,,,,,,,6349.0,5904.0,6255.0,6628.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,8855.0,8965.0,9140.0,9453.0,Balance Sheet
Accumulated Depreciation,,,,,,,-3997.0,-4086.0,-4168.0,-4283.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,7575.0,7623.0,7736.0,8089.0,Balance Sheet
"Goodwill, Net",,,,,,,303.0,303.0,303.0,303.0,Balance Sheet
Other Long Term Assets,,,,,,,194.0,208.0,186.0,203.0,Balance Sheet
Total Assets,,,,,,,14461.0,14078.0,14521.0,15275.0,Balance Sheet
Accounts Payable,,,,,,,6171.0,6379.0,6793.0,7301.0,Balance Sheet
Accrued Expenses,,,,,,,1230.0,1231.0,1194.0,1159.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,500.0,,,93.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,187.0,75.0,77.0,35.0,Balance Sheet
Total Current Liabilities,,,,,,,8088.0,7685.0,8064.0,8588.0,Balance Sheet
Long Term Debt,,,,,,,4771.0,5841.0,6057.0,6122.0,Balance Sheet
Capital Lease Obligations,,,,,,,,,,217.0,Balance Sheet
Total Long Term Debt,,,,,,,4771.0,5841.0,6057.0,6340.0,Balance Sheet
Total Debt,,,,,,,5271.0,5841.0,6057.0,6432.0,Balance Sheet
Deferred Income Tax,,,,,,,355.0,379.0,419.0,534.0,Balance Sheet
"Other Liabilities, Total",,,,,,,3371.0,3311.0,3367.0,3352.0,Balance Sheet
Total Liabilities,,,,,,,16586.0,17216.0,17908.0,18814.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1500.0,1266.0,1316.0,1354.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,135.0,-2731.0,-2138.0,-1330.0,Balance Sheet
Treasury Stock - Common,,,,,,,-3436.0,-1363.0,-2263.0,-3263.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,0.0,-1.0,-2.0,-2.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-304.0,-290.0,-281.0,-280.0,Balance Sheet
Other Comprehensive Income,,,,,,,-20.0,-20.0,-19.0,-18.0,Balance Sheet
"Other Equity, Total",,,,,,,-324.0,-309.0,-300.0,-298.0,Balance Sheet
Total Equity,,,,,,,-2125.0,-3137.0,-3387.0,-3539.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,14461.0,14078.0,14521.0,15275.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,21.0,20.0,20.0,19.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,2.0,1.0,1.0,2.0,Balance Sheet
Date,,,,,,,2021-11-20 00:00:00,2022-02-12 00:00:00,2022-05-07 00:00:00,2022-08-27 00:00:00,Income Statement
Total Revenue,,,,,,,3669.0,3370.0,3865.0,5348.0,Income Statement
"Cost of Revenue, Total",,,,,,,1744.0,1585.0,1859.0,2593.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,1156.0,1142.0,1202.0,1631.0,Income Statement
