,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,7.25,9.35,7.22,3.98,19.99,21.73,,,,,
low,4.67,4.35,3.01,1.75,2.76,8.43,,,,,
change,0.4156,-0.2929,-0.25260000000000005,-0.2,3.7058999999999997,-0.19760000000000003,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,22.0,71.0,43.0,47.0,Balance Sheet
"Total Receivables, Net",,,,,,,44.0,48.0,53.0,50.0,Balance Sheet
Total Inventory,,,,,,,16.0,20.0,32.0,40.0,Balance Sheet
Prepaid Expenses,,,,,,,5.0,3.0,4.0,5.0,Balance Sheet
Total Current Assets,,,,,,,87.0,142.0,132.0,142.0,Balance Sheet
Machinery/Equipment,,,,,,,167.0,176.0,188.0,204.0,Balance Sheet
Construction in Progress,,,,,,,10.0,20.0,33.0,39.0,Balance Sheet
Natural Resources,,,,,,,130.0,138.0,217.0,266.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,9.0,12.0,11.0,11.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,316.0,346.0,448.0,519.0,Balance Sheet
Accumulated Depreciation,,,,,,,-80.0,-87.0,-96.0,-105.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,236.0,258.0,353.0,414.0,Balance Sheet
Other Long Term Assets,,,,,,,6.0,7.0,5.0,7.0,Balance Sheet
Total Assets,,,,,,,329.0,406.0,490.0,562.0,Balance Sheet
Accounts Payable,,,,,,,15.0,40.0,34.0,27.0,Balance Sheet
Accrued Expenses,,,,,,,19.0,24.0,35.0,49.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,11.0,11.0,41.0,71.0,Balance Sheet
Other Payables,,,,,,,0.0,1.0,0.0,3.0,Balance Sheet
Other Current Liabilities,,,,,,,1.0,1.0,1.0,0.0,Balance Sheet
