,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,201.95,220.2,255.21,252.67,428.22,372.24,,,,,
low,192.48,167.94,174.95,154.39,244.77,265.61,,,,,
change,-0.0233,-0.0282,0.2556,0.053200000000000004,0.5061,-0.1092,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,501.0,480.0,419.0,444.0,Balance Sheet
Short Term Investments,,,,,,,68.0,23.0,1.0,1.0,Balance Sheet
Cash and Short Term Invs,,,,,,,569.0,503.0,420.0,445.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,626.0,620.0,653.0,614.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-13.0,-13.0,-13.0,-13.0,Balance Sheet
"Total Receivables, Net",,,,,,,613.0,607.0,639.0,601.0,Balance Sheet
Invent. - Finished Goods,,,,,,,171.0,189.0,205.0,232.0,Balance Sheet
Invent. - Work In Progress,,,,,,,20.0,24.0,24.0,24.0,Balance Sheet
Invent. - Raw Materials,,,,,,,165.0,168.0,181.0,187.0,Balance Sheet
Total Inventory,,,,,,,356.0,382.0,410.0,442.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,91.0,93.0,95.0,88.0,Balance Sheet
Total Current Assets,,,,,,,1629.0,1585.0,1564.0,1576.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,633.0,634.0,632.0,634.0,Balance Sheet
"Goodwill, Net",,,,,,,438.0,436.0,428.0,420.0,Balance Sheet
Intangibles - Gross,,,,,,,902.0,901.0,875.0,841.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-659.0,-664.0,-650.0,-627.0,Balance Sheet
Intangibles - Net,,,,,,,242.0,236.0,225.0,213.0,Balance Sheet
Other Long Term Assets,,,,,,,153.0,150.0,191.0,227.0,Balance Sheet
Total Assets,,,,,,,3095.0,3041.0,3041.0,3070.0,Balance Sheet
Accounts Payable,,,,,,,97.0,93.0,98.0,97.0,Balance Sheet
Accrued Expenses,,,,,,,140.0,70.0,80.0,99.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,50.0,50.0,Balance Sheet
Customer Advances,,,,,,,228.0,315.0,282.0,249.0,Balance Sheet
Income Taxes Payable,,,,,,,61.0,83.0,105.0,117.0,Balance Sheet
Other Current Liabilities,,,,,,,155.0,127.0,131.0,120.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,444.0,525.0,518.0,486.0,Balance Sheet
Total Current Liabilities,,,,,,,681.0,688.0,747.0,732.0,Balance Sheet
Total Long Term Debt,,,,,,,1514.0,1444.0,1434.0,1495.0,Balance Sheet
Total Debt,,,,,,,1514.0,1444.0,1484.0,1545.0,Balance Sheet
Deferred Income Tax,,,,,,,320.0,320.0,248.0,248.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,64.0,58.0,52.0,49.0,Balance Sheet
Other LT Liabilities,,,,,,,149.0,156.0,168.0,161.0,Balance Sheet
"Other Liabilities, Total",,,,,,,213.0,214.0,220.0,210.0,Balance Sheet
Total Liabilities,,,,,,,2727.0,2666.0,2648.0,2685.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2115.0,2138.0,2166.0,2182.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,7801.0,7961.0,8126.0,8282.0,Balance Sheet
Treasury Stock - Common,,,,,,,-9438.0,-9608.0,-9760.0,-9915.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-100.0,-106.0,-130.0,-154.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-12.0,-12.0,-11.0,-10.0,Balance Sheet
"Other Equity, Total",,,,,,,-112.0,-118.0,-141.0,-164.0,Balance Sheet
Total Equity,,,,,,,368.0,375.0,392.0,385.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,3095.0,3041.0,3041.0,3070.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,61.0,60.0,60.0,60.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,101.0,102.0,102.0,103.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Income Statement
Total Revenue,,,,,,,836.0,691.0,714.0,709.0,Income Statement
"Cost of Revenue, Total",,,,,,,351.0,286.0,307.0,307.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,167.0,149.0,155.0,156.0,Income Statement
Labor & Related Expense,,,,,,,6.0,8.0,7.0,8.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,173.0,157.0,162.0,164.0,Income Statement
Research & Development,,,,,,,43.0,50.0,44.0,43.0,Income Statement
Depreciation/Amortization,,,,,,,2.0,2.0,2.0,2.0,Income Statement
Litigation,,,,,,,5.0,,,,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,5.0,,,,Income Statement
Total Operating Expense,,,,,,,574.0,495.0,515.0,517.0,Income Statement
Total Operating Income,,,,,,,262.0,195.0,200.0,192.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-11.0,-11.0,-11.0,-12.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,2.0,2.0,3.0,3.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-1.0,0.0,2.0,1.0,Income Statement
"Other, Net",,,,,,,-1.0,0.0,2.0,1.0,Income Statement
Income Before Tax,,,,,,,252.0,187.0,192.0,183.0,Income Statement
Income Tax - Total,,,,,,,36.0,27.0,27.0,27.0,Income Statement
Income After Tax,,,,,,,216.0,160.0,165.0,156.0,Income Statement
Net Inc Before Extra Items,,,,,,,216.0,160.0,165.0,156.0,Income Statement
Total Net Income,,,,,,,216.0,160.0,165.0,156.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,216.0,160.0,165.0,156.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,216.0,160.0,165.0,156.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,61.0,61.0,60.0,60.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,3.55,2.64,2.74,2.61,Income Statement
