,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,60.25,64.06,57.61,61.23,124.88,124.93,,,,,
low,56.0,37.39,38.55,20.9,57.98,54.86,,,,,
change,-0.011000000000000001,-0.31,0.47100000000000003,0.0477,0.7735,-0.3865,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,166.0,267.0,233.0,260.0,Balance Sheet
Interest-Earning Deposits,,,,,,,350.0,2336.0,1653.0,1350.0,Balance Sheet
FHLB Stock,,,,,,,92.0,102.0,149.0,212.0,Balance Sheet
Other Short Trm Invest.,,,,,,,631.0,730.0,722.0,727.0,Balance Sheet
Securities Held,,,,,,,1115.0,1158.0,1215.0,1266.0,Balance Sheet
Securities for Sale,,,,,,,6176.0,6852.0,7268.0,6960.0,Balance Sheet
Total Invest. Securities,,,,,,,7291.0,8010.0,8483.0,8226.0,Balance Sheet
Loans Held for Sale,,,,,,,5635.0,4762.0,2803.0,2204.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,13999.0,15939.0,13810.0,12719.0,Balance Sheet
Total Gross Loans,,,,,,,39075.0,41119.0,48572.0,52201.0,Balance Sheet
Loan Loss Allowances,,,,,,,-253.0,-258.0,-273.0,-304.0,Balance Sheet
Net Loans,,,,,,,38823.0,40862.0,48299.0,51897.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,315.0,338.0,346.0,368.0,Balance Sheet
"Goodwill, Net",,,,,,,491.0,,,,Balance Sheet
Intangibles - Net,,,,,,,842.0,1649.0,1521.0,1726.0,Balance Sheet
Long Term Investments,,,,,,,159.0,165.0,170.0,165.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,21.0,68.0,223.0,302.0,Balance Sheet
Other Assets,,,,,,,1167.0,1290.0,1453.0,1728.0,Balance Sheet
"Other Assets, Total",,,,,,,1167.0,1290.0,1453.0,1728.0,Balance Sheet
Total Assets,,,,,,,55983.0,60576.0,66055.0,69165.0,Balance Sheet
Accrued Expenses,,,,,,,143.0,155.0,151.0,149.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,21353.0,23520.0,23721.0,24926.0,Balance Sheet
Interest Bearing Deposits,,,,,,,26259.0,28639.0,29991.0,30663.0,Balance Sheet
Total Deposits,,,,,,,47612.0,52160.0,53712.0,55589.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,0.0,,2000.0,4000.0,Balance Sheet
Fed Funds Purch.,,,,,,,692.0,18.0,1939.0,1036.0,Balance Sheet
Other ST Borrowings,,,,,,,35.0,52.0,40.0,60.0,Balance Sheet
Total ST Borrowings,,,,,,,727.0,70.0,1979.0,1096.0,Balance Sheet
Total Long Term Debt,,,,,,,1671.0,1656.0,2122.0,2112.0,Balance Sheet
Total Debt,,,,,,,2398.0,1727.0,4101.0,3208.0,Balance Sheet
"Other Liabilities, Total",,,,,,,868.0,1524.0,1132.0,1198.0,Balance Sheet
Total Liabilities,,,,,,,51020.0,55565.0,61096.0,64144.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,295.0,295.0,295.0,295.0,Balance Sheet
Rdmbl Conv. Pref. Stock,,,,,,,,295.0,295.0,295.0,Balance Sheet
Common Stock,,,,,,,1966.0,2084.0,2095.0,2154.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2773.0,2973.0,3191.0,3413.0,Balance Sheet
Treasury Stock - Common,,,,,,,-87.0,-104.0,-104.0,-105.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,16.0,-235.0,525.0,-736.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,,,,,,,-1042.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,0.0,0.0,-1043.0,0.0,Balance Sheet
Total Equity,,,,,,,4963.0,5012.0,4959.0,5021.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,55983.0,60576.0,66055.0,69165.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,107.0,108.0,108.0,109.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,2.0,3.0,3.0,3.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,439.0,435.0,517.0,657.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,45.0,50.0,63.0,82.0,Income Statement
"Interest Income, Bank",,,,,,,483.0,485.0,580.0,739.0,Income Statement
Interest on Deposit,,,,,,,13.0,14.0,27.0,78.0,Income Statement
Inter on Other Borrowings,,,,,,,20.0,21.0,28.0,60.0,Income Statement
Total Interest Expense,,,,,,,33.0,35.0,55.0,137.0,Income Statement
Net Interest Income,,,,,,,451.0,450.0,525.0,602.0,Income Statement
Loan Loss Provision,,,,,,,13.0,9.0,28.0,29.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,437.0,441.0,498.0,574.0,Income Statement
Fees & Commish from Operat,,,,,,,7.0,7.0,8.0,7.0,Income Statement
Dealer Trading Acct Profit,,,,,,,-1.0,-7.0,-10.0,-3.0,Income Statement
Invest Securities Gains,,,,,,,8.0,7.0,0.0,0.0,Income Statement
Other Revenue,,,,,,,96.0,99.0,98.0,58.0,Income Statement
"Non-Interest Income, Bank",,,,,,,110.0,106.0,95.0,62.0,Income Statement
Labor & Related Expenses,,,,,,,-121.0,-138.0,-139.0,-137.0,Income Statement
Other Unusual Expense,,,,,,,-2.0,-1.0,0.0,0.0,Income Statement
Other Expense,,,,,,,-115.0,-110.0,-130.0,-170.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-238.0,-249.0,-269.0,-306.0,Income Statement
Income Before Tax,,,,,,,310.0,298.0,324.0,330.0,Income Statement
Income Tax - Total,,,,,,,64.0,58.0,63.0,66.0,Income Statement
Income After Tax,,,,,,,246.0,240.0,260.0,264.0,Income Statement
Net Inc Before Extra Items,,,,,,,246.0,240.0,260.0,264.0,Income Statement
Total Net Income,,,,,,,246.0,240.0,260.0,264.0,Income Statement
Total Adjust to Net Income,,,,,,,-4.0,-3.0,-3.0,-3.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,243.0,237.0,257.0,261.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,243.0,237.0,257.0,261.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,104.0,106.0,107.0,108.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,2.33,2.23,2.4,2.43,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,2.33,2.23,2.4,2.43,Income Statement
Diluted Weighted Average Shares,,,,,,,105.0,107.0,108.0,108.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,2.32,2.22,2.39,2.42,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,2.32,2.22,2.39,2.42,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.35,0.35,0.35,0.36,Income Statement
Gross Divid - Common Stock,,,,,,,37.0,37.0,38.0,39.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,6.0,11.0,12.0,13.0,Income Statement
Total Special Items,,,,,,,2.0,1.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,312.0,299.0,323.0,329.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,64.0,58.0,63.0,66.0,Income Statement
Normalized Income After Tax,,,,,,,248.0,241.0,260.0,264.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,244.0,237.0,257.0,261.0,Income Statement
Basic Normalized EPS,,,,,,,2.35,2.24,2.39,2.42,Income Statement
Diluted Normalized EPS,,,,,,,2.34,2.23,2.38,2.42,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,899.0,240.0,500.0,764.0,Cash Flow
Depreciation/Depletion,,,,,,,34.0,11.0,23.0,36.0,Cash Flow
Deferred Taxes,,,,,,,42.0,35.0,-11.0,48.0,Cash Flow
Unusual Items,,,,,,,161.0,-55.0,-105.0,-129.0,Cash Flow
Other Non-Cash Items,,,,,,,-689.0,-181.0,-355.0,-519.0,Cash Flow
Non-Cash Items,,,,,,,-528.0,-236.0,-460.0,-649.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,176.0,24.0,185.0,191.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,112.0,26.0,88.0,211.0,Cash Flow
Changes in Working Capital,,,,,,,-3101.0,573.0,908.0,1251.0,Cash Flow
Total Cash from Operations,,,,,,,-2654.0,623.0,960.0,1451.0,Cash Flow
Capital Expenditures,,,,,,,-69.0,-26.0,-47.0,-84.0,Cash Flow
Acquisition of Business,,,,,,,-1024.0,-50.0,-50.0,-50.0,Cash Flow
Sale/Maturity of Investment,,,,,,,1858.0,378.0,563.0,719.0,Cash Flow
Purchase of Investments,,,,,,,-4015.0,-962.0,-2568.0,-2852.0,Cash Flow
