,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,6.79,6.99,8.82,18.46,18.05,12.28,,,,,
low,4.86,3.66,3.41,4.08,10.49,7.75,,,,,
change,0.3089,-0.3443,0.8674,1.1747,-0.33409999999999995,-0.1696,,,,,
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,3.0,57.0,58.0,6.0,Balance Sheet
"Total Receivables, Net",,,,,,,1.0,2.0,1.0,2.0,Balance Sheet
Total Inventory,,,,,,,428.0,387.0,436.0,437.0,Balance Sheet
Prepaid Expenses,,,,,,,16.0,22.0,21.0,21.0,Balance Sheet
Total Current Assets,,,,,,,447.0,467.0,516.0,466.0,Balance Sheet
Buildings,,,,,,,125.0,143.0,145.0,150.0,Balance Sheet
Construction in Progress,,,,,,,17.0,5.0,12.0,14.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,351.0,359.0,365.0,374.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,493.0,507.0,523.0,538.0,Balance Sheet
Accumulated Depreciation,,,,,,,-128.0,-135.0,-143.0,-150.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,365.0,371.0,380.0,388.0,Balance Sheet
"Goodwill, Net",,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Intangibles - Net,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,0.0,,,,Balance Sheet
Total Assets,,,,,,,815.0,841.0,898.0,856.0,Balance Sheet
Accounts Payable,,,,,,,124.0,59.0,101.0,99.0,Balance Sheet
Accrued Expenses,,,,,,,92.0,92.0,80.0,86.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,70.0,82.0,114.0,100.0,Balance Sheet
Customer Advances,,,,,,,41.0,42.0,39.0,38.0,Balance Sheet
Income Taxes Payable,,,,,,,3.0,10.0,10.0,5.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,44.0,52.0,50.0,43.0,Balance Sheet
Total Current Liabilities,,,,,,,329.0,284.0,344.0,328.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,70.0,82.0,114.0,100.0,Balance Sheet
Deferred Income Tax,,,,,,,0.0,6.0,6.0,5.0,Balance Sheet
"Other Liabilities, Total",,,,,,,231.0,236.0,233.0,244.0,Balance Sheet
Total Liabilities,,,,,,,560.0,526.0,582.0,576.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,90.0,91.0,90.0,92.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,164.0,223.0,225.0,239.0,Balance Sheet
Treasury Stock - Common,,,,,,,,,,-52.0,Balance Sheet
Total Equity,,,,,,,255.0,314.0,316.0,280.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,815.0,841.0,898.0,856.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,44.0,44.0,44.0,39.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,5.0,Balance Sheet
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Income Statement
Total Revenue,,,,,,,401014.0,416288.0,309505.0,351021.0,Income Statement
"Cost of Revenue, Total",,,,,,,271392.0,279714.0,210414.0,233482.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,98667.0,109009.0,94727.0,95932.0,Income Statement
Labor & Related Expense,,,,,,,194.0,1092.0,1358.0,1091.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,98861.0,110101.0,96085.0,97023.0,Income Statement
Unusual Expense (Income),,,,,,,1113.0,-51686.0,0.0,,Income Statement
Total Operating Expense,,,,,,,371366.0,338129.0,306499.0,330505.0,Income Statement
Total Operating Income,,,,,,,29648.0,78159.0,3006.0,20516.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-413.0,-475.0,-567.0,-767.0,Income Statement
Income Before Tax,,,,,,,29235.0,77684.0,2439.0,19749.0,Income Statement
Income Tax - Total,,,,,,,7372.0,19250.0,441.0,5135.0,Income Statement
Income After Tax,,,,,,,21863.0,58434.0,1998.0,14614.0,Income Statement
Net Inc Before Extra Items,,,,,,,21863.0,58434.0,1998.0,14614.0,Income Statement
Total Net Income,,,,,,,21863.0,58434.0,1998.0,14614.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,21863.0,58434.0,1998.0,14614.0,Income Statement
