,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,36.8,50.3,45.52,69.63,89.59,99.0,,,,,
low,31.65,30.18,35.63,27.24,60.89,49.45,,,,,
change,-0.1277,0.2553,0.12869999999999998,0.4558,0.3345,-0.2093,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,191.0,178.0,157.0,139.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,183.0,207.0,207.0,249.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,13.0,16.0,13.0,11.0,Balance Sheet
Other Receivables,,,,,,,11.0,13.0,13.0,17.0,Balance Sheet
"Total Receivables, Net",,,,,,,207.0,236.0,233.0,277.0,Balance Sheet
Invent. - Finished Goods,,,,,,,54.0,54.0,56.0,62.0,Balance Sheet
Invent. - Work In Progress,,,,,,,9.0,11.0,9.0,17.0,Balance Sheet
Invent. - Raw Materials,,,,,,,96.0,112.0,122.0,154.0,Balance Sheet
Total Inventory,,,,,,,159.0,176.0,188.0,234.0,Balance Sheet
Prepaid Expenses,,,,,,,3.0,5.0,6.0,10.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,6.0,8.0,9.0,46.0,Balance Sheet
Total Current Assets,,,,,,,566.0,602.0,593.0,706.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,180.0,180.0,176.0,258.0,Balance Sheet
"Goodwill, Net",,,,,,,66.0,65.0,63.0,125.0,Balance Sheet
Intangibles - Gross,,,,,,,146.0,142.0,134.0,165.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-108.0,-107.0,-102.0,-97.0,Balance Sheet
Intangibles - Net,,,,,,,38.0,35.0,32.0,69.0,Balance Sheet
Other Long Term Assets,,,,,,,17.0,16.0,16.0,17.0,Balance Sheet
Total Assets,,,,,,,935.0,967.0,947.0,1241.0,Balance Sheet
Accounts Payable,,,,,,,123.0,156.0,147.0,208.0,Balance Sheet
Accrued Expenses,,,,,,,88.0,85.0,90.0,108.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,3.0,3.0,3.0,4.0,Balance Sheet
Total Current Liabilities,,,,,,,213.0,244.0,239.0,320.0,Balance Sheet
Total Long Term Debt,,,,,,,36.0,36.0,35.0,232.0,Balance Sheet
Total Debt,,,,,,,39.0,39.0,38.0,236.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,7.0,6.0,6.0,6.0,Balance Sheet
Other LT Liabilities,,,,,,,25.0,25.0,24.0,59.0,Balance Sheet
