,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,42.57,18.4,,,,,
low,17.0,5.35,,,,,
change,-0.4143,-0.39159999999999995,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,260687.0,238586.0,220097.0,199819.0,Balance Sheet
"Total Receivables, Net",,,8709.0,9949.0,10474.0,12593.0,Balance Sheet
Total Inventory,,,3475.0,4082.0,4940.0,5520.0,Balance Sheet
Prepaid Expenses,,,4164.0,2693.0,2035.0,4411.0,Balance Sheet
Total Current Assets,,,277035.0,255310.0,237546.0,222343.0,Balance Sheet
Buildings,,,29.0,34.0,34.0,34.0,Balance Sheet
Machinery/Equipment,,,1785.0,1974.0,2359.0,2245.0,Balance Sheet
Construction in Progress,,,590.0,826.0,611.0,406.0,Balance Sheet
Other Prop./Plant/Equip.,,,1749.0,1629.0,1504.0,1367.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,4153.0,4463.0,4508.0,4052.0,Balance Sheet
Accumulated Depreciation,,,-1204.0,-1374.0,-1541.0,-1363.0,Balance Sheet
Prop./Plant/Equip. - Net,,,2949.0,3089.0,2967.0,2689.0,Balance Sheet
Deferred Charges,,,202.0,191.0,236.0,202.0,Balance Sheet
Total Assets,,,280186.0,258590.0,240749.0,225234.0,Balance Sheet
Accounts Payable,,,3351.0,3074.0,2725.0,3239.0,Balance Sheet
Accrued Expenses,,,10153.0,8926.0,11472.0,14147.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,13504.0,12000.0,14197.0,17386.0,Balance Sheet
Total Long Term Debt,,,32656.0,32817.0,32984.0,33158.0,Balance Sheet
Total Debt,,,32656.0,32817.0,32984.0,33158.0,Balance Sheet
"Other Liabilities, Total",,,1919.0,1862.0,1809.0,1751.0,Balance Sheet
Total Liabilities,,,48079.0,46679.0,48990.0,52295.0,Balance Sheet
Common Stock,,,48.0,48.0,48.0,48.0,Balance Sheet
Additional Paid-In Capital,,,385060.0,388127.0,391818.0,395227.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-153001.0,-176264.0,-200107.0,-222336.0,Balance Sheet
Total Equity,,,232107.0,211911.0,191759.0,172939.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,280186.0,258590.0,240749.0,225234.0,Balance Sheet
Ttl Comm. Shares Outs.,,,47505.0,47590.0,47820.0,48083.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,14685.0,14881.0,17229.0,18677.0,Income Statement
"Cost of Revenue, Total",,,1942.0,3033.0,2736.0,2928.0,Income Statement
Selling/Gen/Admin Expense,,,21327.0,25800.0,28351.0,28616.0,Income Statement
Labor & Related Expense,,,1763.0,2595.0,3080.0,2925.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,23090.0,28395.0,31431.0,31541.0,Income Statement
Research & Development,,,4369.0,5646.0,5926.0,6053.0,Income Statement
Total Operating Expense,,,29401.0,37074.0,40093.0,40522.0,Income Statement
Total Operating Income,,,-14716.0,-22193.0,-22864.0,-21845.0,Income Statement
"Inter Expse,Net Non-Operat",,,-1078.0,-1046.0,-1065.0,-1131.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,0.0,,,,Income Statement
OtherNon-OperatInc (Expnse),,,-44.0,-15.0,95.0,766.0,Income Statement
"Other, Net",,,-44.0,-15.0,95.0,766.0,Income Statement
