,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,32.59,12.38,,,,,
low,11.39,2.52,,,,,
change,-0.4473,-0.723,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,17.0,11.0,14.0,8.0,Balance Sheet
"Trade Accts Recvble, Gross",,,109.0,183.0,130.0,49.0,Balance Sheet
Prov. for Doubtful Accts,,,-16.0,-20.0,-18.0,-15.0,Balance Sheet
"Total Receivables, Net",,,93.0,163.0,112.0,34.0,Balance Sheet
Invent. - Finished Goods,,,130.0,148.0,148.0,148.0,Balance Sheet
Invent. - Work In Progress,,,12.0,14.0,12.0,12.0,Balance Sheet
Invent. - Raw Materials,,,3.0,2.0,3.0,2.0,Balance Sheet
Total Inventory,,,145.0,164.0,164.0,162.0,Balance Sheet
Prepaid Expenses,,,15.0,13.0,20.0,29.0,Balance Sheet
Total Current Assets,,,270.0,351.0,309.0,234.0,Balance Sheet
Prop./Plant/Equip. - Net,,,55.0,65.0,70.0,75.0,Balance Sheet
"Goodwill, Net",,,297.0,297.0,186.0,75.0,Balance Sheet
Intangibles - Net,,,555.0,545.0,534.0,523.0,Balance Sheet
Other Long Term Assets,,,4.0,11.0,12.0,19.0,Balance Sheet
Total Assets,,,1181.0,1269.0,1110.0,926.0,Balance Sheet
Accounts Payable,,,43.0,38.0,28.0,16.0,Balance Sheet
Accrued Expenses,,,44.0,58.0,43.0,40.0,Balance Sheet
Notes Payable/ST Debt,,,41.0,49.0,84.0,13.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Payables,,,26.0,41.0,32.0,29.0,Balance Sheet
Other Current Liabilities,,,12.0,13.0,16.0,11.0,Balance Sheet
"Other Curr. Lblts, Total",,,38.0,55.0,48.0,40.0,Balance Sheet
Total Current Liabilities,,,166.0,200.0,202.0,110.0,Balance Sheet
Long Term Debt,,,379.0,418.0,387.0,431.0,Balance Sheet
Capital Lease Obligations,,,1.0,1.0,1.0,1.0,Balance Sheet
Total Long Term Debt,,,380.0,418.0,387.0,432.0,Balance Sheet
