,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,40.65,41.45,32.59,50.87,57.65,48.49,,,,,
low,37.85,20.16,21.21,17.69,43.06,25.67,,,,,
change,0.0381,-0.44170000000000004,0.4819,0.547,-0.0589,-0.2957,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,200.0,203.0,163.0,187.0,Balance Sheet
"Total Receivables, Net",,,,,,,122.0,125.0,151.0,156.0,Balance Sheet
Prepaid Expenses,,,,,,,13.0,17.0,24.0,19.0,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,124.0,139.0,147.0,152.0,Balance Sheet
Long Term Investments,,,,,,,243.0,283.0,322.0,343.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,498.0,490.0,485.0,485.0,Balance Sheet
Restricted Cash - LT,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Assets,,,,,,,8.0,,,,Balance Sheet
"Other Assets, Total",,,,,,,8.0,,,,Balance Sheet
Total Assets,,,,,,,1208.0,1257.0,1293.0,1343.0,Balance Sheet
Payable/Accrued,,,,,,,49.0,41.0,88.0,111.0,Balance Sheet
Accrued Expenses,,,,,,,108.0,210.0,219.0,229.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,425.0,426.0,401.0,398.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Total Long Term Debt,,,,,,,199.0,200.0,200.0,199.0,Balance Sheet
Total Debt,,,,,,,199.0,200.0,200.0,199.0,Balance Sheet
Minority Interest,,,,,,,131.0,131.0,144.0,145.0,Balance Sheet
"Other Liabilities, Total",,,,,,,19.0,21.0,15.0,21.0,Balance Sheet
Total Liabilities,,,,,,,932.0,1029.0,1067.0,1104.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,142.0,146.0,153.0,164.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,135.0,83.0,75.0,79.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,-2.0,-3.0,-4.0,Balance Sheet
Total Equity,,,,,,,276.0,228.0,226.0,239.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1208.0,1257.0,1293.0,1343.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,67.0,67.0,67.0,68.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,9.0,9.0,9.0,9.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,79.0,80.0,80.0,80.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,315036.0,281598.0,251388.0,234312.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,33874.0,34806.0,35717.0,33684.0,Income Statement
Labor & Related Expense,,,,,,,143341.0,139801.0,127263.0,121902.0,Income Statement
Total Operating Expense,,,,,,,177215.0,174607.0,162980.0,155586.0,Income Statement
Total Operating Income,,,,,,,137821.0,106991.0,88408.0,78726.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-2687.0,-2686.0,-2739.0,-2428.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,1414.0,-3564.0,-25271.0,-9499.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,0.0,482.0,0.0,431.0,Income Statement
"Other, Net",,,,,,,0.0,482.0,0.0,431.0,Income Statement
Income Before Tax,,,,,,,136548.0,101223.0,60398.0,67230.0,Income Statement
Income Tax - Total,,,,,,,28889.0,18786.0,13225.0,14750.0,Income Statement
Income After Tax,,,,,,,107659.0,82437.0,47173.0,52480.0,Income Statement
Minority Interest,,,,,,,-23041.0,-17004.0,-2894.0,-8245.0,Income Statement
Net Inc Before Extra Items,,,,,,,84618.0,65433.0,44279.0,44235.0,Income Statement
Total Net Income,,,,,,,84618.0,65433.0,44279.0,44235.0,Income Statement
Total Adjust to Net Income,,,,,,,-8170.0,-9362.0,-5903.0,-3651.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,76448.0,56071.0,38376.0,40584.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,76448.0,56071.0,38376.0,40584.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,60908.0,62250.0,62320.0,62623.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.26,0.9,0.62,0.65,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.26,0.9,0.62,0.65,Income Statement
Diluted Weighted Average Shares,,,,,,,60916.0,62281.0,62350.0,62633.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.25,0.9,0.62,0.65,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.25,0.9,0.62,0.65,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,1.07,1.03,0.76,0.6,Income Statement
