,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,9.6,10.09,17.25,17.06,12.52,10.99,,,,,
low,9.5,9.5,9.96,2.45,8.15,6.8,,,,,
change,0.0063,0.0471,0.6756000000000001,-0.40140000000000003,-0.0176,0.0268,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,31.0,29.0,32.0,35.0,Balance Sheet
"Total Receivables, Net",,,,,,,19.0,22.0,32.0,29.0,Balance Sheet
Total Inventory,,,,,,,29.0,30.0,34.0,33.0,Balance Sheet
Prepaid Expenses,,,,,,,7.0,6.0,6.0,8.0,Balance Sheet
Restricted Cash - Current,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Other Current Assets,,,,,,,1.0,1.0,3.0,4.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,2.0,3.0,5.0,5.0,Balance Sheet
Total Current Assets,,,,,,,89.0,89.0,108.0,110.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,14.0,14.0,14.0,14.0,Balance Sheet
Intangibles - Gross,,,,,,,630.0,630.0,630.0,630.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-48.0,-52.0,-56.0,-60.0,Balance Sheet
Intangibles - Net,,,,,,,582.0,578.0,574.0,570.0,Balance Sheet
Other Long Term Assets,,,,,,,3.0,5.0,5.0,5.0,Balance Sheet
Total Assets,,,,,,,689.0,686.0,701.0,699.0,Balance Sheet
Accounts Payable,,,,,,,16.0,18.0,27.0,18.0,Balance Sheet
Accrued Expenses,,,,,,,32.0,32.0,36.0,41.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,2.0,1.0,1.0,1.0,Balance Sheet
Total Current Liabilities,,,,,,,52.0,53.0,67.0,62.0,Balance Sheet
Total Long Term Debt,,,,,,,229.0,228.0,228.0,221.0,Balance Sheet
Total Debt,,,,,,,230.0,231.0,230.0,223.0,Balance Sheet
"Other Liabilities, Total",,,,,,,114.0,111.0,52.0,52.0,Balance Sheet
Total Liabilities,,,,,,,395.0,392.0,347.0,334.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,688.0,691.0,694.0,697.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-392.0,-398.0,-342.0,-336.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Other Comprehensive Income,,,,,,,-1.0,2.0,3.0,5.0,Balance Sheet
"Other Equity, Total",,,,,,,-2.0,1.0,2.0,4.0,Balance Sheet
Total Equity,,,,,,,294.0,294.0,354.0,365.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,689.0,686.0,701.0,699.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,78.0,79.0,79.0,79.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 4,,,,,,,13.0,13.0,13.0,13.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,92.0,92.0,92.0,92.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 4,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,85651.0,87663.0,127382.0,162292.0,Income Statement
"Cost of Revenue, Total",,,,,,,70189.0,77319.0,110297.0,135908.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,3457.0,3833.0,3861.0,3936.0,Income Statement
Labor & Related Expense,,,,,,,7835.0,8727.0,7994.0,8411.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,11292.0,12560.0,11855.0,12347.0,Income Statement
Depreciation/Amortization,,,,,,,4211.0,4206.0,4206.0,4206.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,,4000.0,,,,Income Statement
Unusual Expense (Income),,,,,,,4000.0,,,,Income Statement
Total Operating Expense,,,,,,,89692.0,94085.0,126358.0,152461.0,Income Statement
Total Operating Income,,,,,,,-4041.0,-6422.0,1024.0,9831.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-3574.0,-3407.0,-3544.0,-3984.0,Income Statement
"Inter Income, Non-Operating",,,,,,,55.0,,,,Income Statement
"Invest Income, Non-Operat",,,,,,,-3100.0,3400.0,58500.0,300.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,-3045.0,3400.0,58500.0,300.0,Income Statement
Income Before Tax,,,,,,,-10660.0,-6429.0,55980.0,6147.0,Income Statement
Income Tax - Total,,,,,,,257.0,-113.0,86.0,236.0,Income Statement
Income After Tax,,,,,,,-10917.0,-6316.0,55894.0,5911.0,Income Statement
Net Inc Before Extra Items,,,,,,,-10917.0,-6316.0,55894.0,5911.0,Income Statement
Total Net Income,,,,,,,-10917.0,-6316.0,55894.0,5911.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-10917.0,-6316.0,55894.0,5911.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-10917.0,-6316.0,55894.0,5911.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,91859.0,92204.0,92352.0,92557.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.12,-0.07,0.61,0.06,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.12,-0.07,0.61,0.06,Income Statement
Diluted Weighted Average Shares,,,,,,,91859.0,92204.0,94798.0,94432.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.12,-0.07,0.59,0.06,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.12,-0.07,0.59,0.06,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,3574.0,3407.0,3544.0,3984.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,1398.0,1271.0,1034.0,1051.0,Income Statement
Total Special Items,,,,,,,4000.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,-6660.0,-6429.0,55980.0,6147.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,1400.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,1657.0,-113.0,86.0,236.0,Income Statement
Normalized Income After Tax,,,,,,,-8317.0,-6316.0,55894.0,5911.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,-8317.0,-6316.0,55894.0,5911.0,Income Statement
Basic Normalized EPS,,,,,,,-0.09,-0.07,0.61,0.06,Income Statement
Diluted Normalized EPS,,,,,,,-0.09,-0.07,0.59,0.06,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-68522.0,-6316.0,49578.0,55489.0,Cash Flow
Depreciation/Depletion,,,,,,,22468.0,5477.0,10717.0,15974.0,Cash Flow
Deferred Taxes,,,,,,,89.0,,70.0,70.0,Cash Flow
