,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,50.5,60.7,102.82,239.62,524.31,353.98,,,,,
low,47.81,42.96,48.42,75.5,222.51,95.92,,,,,
change,0.0139,0.0008,1.0638,1.2431,0.5357000000000001,-0.7027,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,147.0,206.0,467.0,230.0,Balance Sheet
"Total Receivables, Net",,,,,,,546.0,610.0,692.0,543.0,Balance Sheet
Invent. - Finished Goods,,,,,,,352.0,451.0,460.0,588.0,Balance Sheet
Invent. - Work In Progress,,,,,,,11.0,13.0,14.0,17.0,Balance Sheet
Invent. - Raw Materials,,,,,,,727.0,772.0,766.0,820.0,Balance Sheet
Total Inventory,,,,,,,1090.0,1237.0,1241.0,1425.0,Balance Sheet
Prepaid Expenses,,,,,,,65.0,73.0,91.0,116.0,Balance Sheet
Total Current Assets,,,,,,,1848.0,2125.0,2491.0,2313.0,Balance Sheet
Buildings,,,,,,,250.0,241.0,242.0,246.0,Balance Sheet
Land/Improvements,,,,,,,26.0,26.0,26.0,22.0,Balance Sheet
Machinery/Equipment,,,,,,,226.0,236.0,250.0,266.0,Balance Sheet
Construction in Progress,,,,,,,48.0,50.0,42.0,39.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,125.0,136.0,142.0,144.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,675.0,689.0,702.0,718.0,Balance Sheet
Accumulated Depreciation,,,,,,,-234.0,-246.0,-256.0,-267.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,441.0,443.0,446.0,450.0,Balance Sheet
"Goodwill, Net",,,,,,,1410.0,1412.0,1388.0,1360.0,Balance Sheet
Intangibles - Net,,,,,,,1041.0,1009.0,971.0,933.0,Balance Sheet
Other Long Term Assets,,,,,,,122.0,150.0,162.0,174.0,Balance Sheet
Total Assets,,,,,,,4878.0,5152.0,5473.0,5246.0,Balance Sheet
Accounts Payable,,,,,,,674.0,697.0,614.0,524.0,Balance Sheet
Accrued Expenses,,,,,,,383.0,445.0,454.0,486.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,72.0,85.0,78.0,65.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,6.0,4.0,4.0,8.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,21.0,22.0,23.0,23.0,Balance Sheet
Total Current Liabilities,,,,,,,1156.0,1253.0,1172.0,1105.0,Balance Sheet
Long Term Debt,,,,,,,867.0,975.0,1259.0,1255.0,Balance Sheet
Capital Lease Obligations,,,,,,,35.0,28.0,28.0,28.0,Balance Sheet
Total Long Term Debt,,,,,,,902.0,1003.0,1286.0,1283.0,Balance Sheet
Total Debt,,,,,,,980.0,1092.0,1368.0,1356.0,Balance Sheet
Deferred Income Tax,,,,,,,206.0,164.0,152.0,132.0,Balance Sheet
Minority Interest,,,,,,,58.0,72.0,84.0,88.0,Balance Sheet
"Other Liabilities, Total",,,,,,,342.0,352.0,360.0,320.0,Balance Sheet
Total Liabilities,,,,,,,2664.0,2843.0,3054.0,2928.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,953.0,960.0,968.0,976.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1966.0,2068.0,2211.0,2264.0,Balance Sheet
Treasury Stock - Common,,,,,,,-449.0,-472.0,-475.0,-599.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-53.0,-63.0,-107.0,-158.0,Balance Sheet
Other Equity,,,,,,,-202.0,-202.0,-202.0,-202.0,Balance Sheet
Other Comprehensive Income,,,,,,,-2.0,17.0,24.0,38.0,Balance Sheet
"Other Equity, Total",,,,,,,-257.0,-249.0,-285.0,-323.0,Balance Sheet
Total Equity,,,,,,,2214.0,2308.0,2419.0,2319.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,4878.0,5152.0,5473.0,5246.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,64.0,64.0,64.0,63.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,9.0,9.0,9.0,9.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1067.0,1136.0,1291.0,1088.0,Income Statement
"Cost of Revenue, Total",,,,,,,705.0,775.0,834.0,727.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,119.0,140.0,173.0,208.0,Income Statement
Research & Development,,,,,,,29.0,40.0,42.0,40.0,Income Statement
Depreciation/Amortization,,,,,,,18.0,26.0,26.0,26.0,Income Statement
Unusual Expense (Income),,,,,,,21.0,,4.0,0.0,Income Statement
Total Operating Expense,,,,,,,892.0,981.0,1078.0,1001.0,Income Statement
