,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,43.39,101.15,83.2,243.38,289.23,165.2,,,,,
low,34.14,34.68,52.26,32.33,157.57,51.34,,,,,
change,-0.1975,0.6164000000000001,0.1564,2.4552,-0.2741,-0.621,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,4444.0,3994.0,4020.0,4332.0,Balance Sheet
Short Term Investments,,,,,,,869.0,797.0,939.0,1053.0,Balance Sheet
Cash and Short Term Invs,,,,,,,5313.0,4790.0,4959.0,5385.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1261.0,2753.0,2852.0,3142.0,Balance Sheet
Other Receivables,,,,,,,229.0,236.0,252.0,285.0,Balance Sheet
"Total Receivables, Net",,,,,,,1490.0,2989.0,3104.0,3427.0,Balance Sheet
Total Inventory,,,,,,,77.0,72.0,79.0,103.0,Balance Sheet
Prepaid Expenses,,,,,,,63.0,123.0,112.0,119.0,Balance Sheet
Restricted Cash - Current,,,,,,,19.0,109.0,157.0,247.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,518.0,357.0,466.0,463.0,Balance Sheet
Other Current Assets,,,,,,,4141.0,3419.0,3650.0,3806.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,4678.0,3885.0,4272.0,4515.0,Balance Sheet
Total Current Assets,,,,,,,11622.0,11861.0,12526.0,13549.0,Balance Sheet
Buildings,,,,,,,208.0,216.0,221.0,227.0,Balance Sheet
Machinery/Equipment,,,,,,,291.0,325.0,358.0,393.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,492.0,500.0,492.0,471.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,991.0,1041.0,1071.0,1091.0,Balance Sheet
Accumulated Depreciation,,,,,,,-259.0,-283.0,-317.0,-349.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,732.0,758.0,754.0,742.0,Balance Sheet
"Goodwill, Net",,,,,,,519.0,12429.0,11982.0,11558.0,Balance Sheet
Intangibles - Gross,,,,,,,360.0,2419.0,2349.0,2284.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-103.0,-144.0,-200.0,-253.0,Balance Sheet
Intangibles - Net,,,,,,,257.0,2275.0,2148.0,2031.0,Balance Sheet
Long Term Investments,,,,,,,1757.0,1638.0,1294.0,1077.0,Balance Sheet
Other Long Term Assets,,,,,,,68.0,94.0,108.0,92.0,Balance Sheet
Total Assets,,,,,,,15026.0,29127.0,28885.0,29121.0,Balance Sheet
Accounts Payable,,,,,,,82.0,124.0,125.0,116.0,Balance Sheet
Accrued Expenses,,,,,,,428.0,599.0,616.0,605.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,498.0,125.0,68.0,31.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,460.0,460.0,Balance Sheet
Customer Advances,,,,,,,4028.0,4688.0,4596.0,4938.0,Balance Sheet
Other Payables,,,,,,,255.0,265.0,265.0,330.0,Balance Sheet
Other Current Liabilities,,,,,,,1245.0,230.0,831.0,799.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,5528.0,5183.0,5692.0,6067.0,Balance Sheet
Total Current Liabilities,,,,,,,6536.0,6030.0,6961.0,7279.0,Balance Sheet
Total Long Term Debt,,,,,,,4559.0,4562.0,4105.0,4107.0,Balance Sheet
Total Debt,,,,,,,5057.0,4687.0,4633.0,4599.0,Balance Sheet
Deferred Income Tax,,,,,,,15.0,239.0,189.0,159.0,Balance Sheet
Minority Interest,,,,,,,41.0,38.0,36.0,32.0,Balance Sheet
"Other Liabilities, Total",,,,,,,603.0,846.0,739.0,1046.0,Balance Sheet
Total Liabilities,,,,,,,11754.0,11715.0,12030.0,12623.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,3317.0,17427.0,17725.0,17999.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-28.0,-232.0,-440.0,-455.0,Balance Sheet
Other Equity,,,,,,,,0.0,,,Balance Sheet
Other Comprehensive Income,,,,,,,-16.0,218.0,-430.0,-1047.0,Balance Sheet
"Other Equity, Total",,,,,,,-16.0,218.0,-430.0,-1047.0,Balance Sheet
Total Equity,,,,,,,3273.0,17413.0,16855.0,16498.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,15026.0,29127.0,28885.0,29121.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,403.0,518.0,525.0,536.0,Balance Sheet
