,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,81.98,17.7,,,,,
low,15.07,6.95,,,,,
change,-0.7747,-0.5758,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,164948.0,97500.0,79914.0,36367.0,Balance Sheet
Short Term Investments,,,217609.0,261527.0,264955.0,305457.0,Balance Sheet
Cash and Short Term Invs,,,382557.0,359027.0,344869.0,341824.0,Balance Sheet
"Trade Accts Recvble, Gross",,,48794.0,44780.0,42361.0,33835.0,Balance Sheet
Prov. for Doubtful Accts,,,-2677.0,-2702.0,-2596.0,-2622.0,Balance Sheet
"Total Receivables, Net",,,46117.0,42078.0,39765.0,31213.0,Balance Sheet
Prepaid Expenses,,,8467.0,11759.0,9945.0,8375.0,Balance Sheet
"Other Curr. Assets, Total",,,11921.0,14345.0,12212.0,12018.0,Balance Sheet
Total Current Assets,,,449062.0,427209.0,406791.0,393430.0,Balance Sheet
Buildings,,,3776.0,3772.0,3597.0,3584.0,Balance Sheet
Machinery/Equipment,,,28227.0,29312.0,29804.0,31010.0,Balance Sheet
Other Prop./Plant/Equip.,,,1118.0,7873.0,7271.0,7067.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,33121.0,40957.0,40672.0,41661.0,Balance Sheet
Accumulated Depreciation,,,-24341.0,-25530.0,-26397.0,-27521.0,Balance Sheet
Prop./Plant/Equip. - Net,,,8780.0,15427.0,14275.0,14140.0,Balance Sheet
Intangibles - Gross,,,,,2387.0,2196.0,Balance Sheet
Accum. Intangible Amort.,,,,,-137.0,-265.0,Balance Sheet
Intangibles - Net,,,,,2250.0,1931.0,Balance Sheet
Deferred Charges,,,20887.0,18023.0,19947.0,18980.0,Balance Sheet
Restricted Cash - LT,,,95.0,97.0,178.0,166.0,Balance Sheet
Other Long Term Assets,,,1665.0,1372.0,1750.0,1658.0,Balance Sheet
Total Assets,,,480489.0,462128.0,445191.0,430305.0,Balance Sheet
Accounts Payable,,,3123.0,5149.0,3626.0,4283.0,Balance Sheet
Accrued Expenses,,,18740.0,21169.0,21361.0,19734.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,2039.0,1637.0,1755.0,1762.0,Balance Sheet
"Other Curr. Lblts, Total",,,96225.0,92127.0,90774.0,81029.0,Balance Sheet
Total Current Liabilities,,,120127.0,120082.0,117516.0,106808.0,Balance Sheet
Long Term Debt,,,1955.0,,,,Balance Sheet
Capital Lease Obligations,,,,1377.0,719.0,300.0,Balance Sheet
Total Long Term Debt,,,1955.0,1377.0,719.0,300.0,Balance Sheet
Total Debt,,,3994.0,3014.0,2474.0,2062.0,Balance Sheet
"Other Liabilities, Total",,,3317.0,8123.0,7579.0,7313.0,Balance Sheet
Total Liabilities,,,125399.0,129582.0,125814.0,114421.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,,,,Balance Sheet
Common Stock,,,5.0,5.0,5.0,5.0,Balance Sheet
Additional Paid-In Capital,,,550839.0,545144.0,548740.0,559381.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-195519.0,-210998.0,-227210.0,-241597.0,Balance Sheet
"Other Equity, Total",,,-235.0,-1605.0,-2158.0,-1905.0,Balance Sheet
Total Equity,,,355090.0,332546.0,319377.0,315884.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,480489.0,462128.0,445191.0,430305.0,Balance Sheet
Ttl Comm. Shares Outs.,,,47727.0,47409.0,47422.0,47972.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Shrs Out-Pref Primary Iss.,,,0.0,,,,Balance Sheet
Shrs Out-Pref Stk Iss. 2,,,0.0,,,,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,0.0,,,,Balance Sheet
Trsry Shrs-Pref. Iss. 2,,,0.0,,,,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,52034.0,48492.0,48238.0,47575.0,Income Statement
"Cost of Revenue, Total",,,12731.0,12944.0,13301.0,13302.0,Income Statement
Selling/Gen/Admin Expense,,,33812.0,33586.0,33224.0,30847.0,Income Statement
Labor & Related Expense,,,5491.0,6484.0,6784.0,6870.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,39303.0,40070.0,40008.0,37717.0,Income Statement
Research & Development,,,9613.0,10644.0,10948.0,11324.0,Income Statement
Total Operating Expense,,,61647.0,63658.0,64257.0,62343.0,Income Statement
Total Operating Income,,,-9613.0,-15166.0,-16019.0,-14768.0,Income Statement
"Inter Expse,Net Non-Operat",,,-62.0,-54.0,-49.0,-42.0,Income Statement
OtherNon-OperatInc (Expnse),,,-54.0,-177.0,-103.0,463.0,Income Statement
"Other, Net",,,-54.0,-177.0,-103.0,463.0,Income Statement
Income Before Tax,,,-9729.0,-15397.0,-16171.0,-14347.0,Income Statement
Income Tax - Total,,,-220.0,82.0,41.0,40.0,Income Statement
Income After Tax,,,-9509.0,-15479.0,-16212.0,-14387.0,Income Statement
Net Inc Before Extra Items,,,-9509.0,-15479.0,-16212.0,-14387.0,Income Statement
Total Net Income,,,-9509.0,-15479.0,-16212.0,-14387.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-9509.0,-15479.0,-16212.0,-14387.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-9509.0,-15479.0,-16212.0,-14387.0,Income Statement
Basic/Primary Weighted Average Shares,,,47803.0,47632.0,47188.0,47640.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.2,-0.32,-0.34,-0.3,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.2,-0.32,-0.34,-0.3,Income Statement
Diluted Weighted Average Shares,,,47803.0,47632.0,47188.0,47640.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.2,-0.32,-0.34,-0.3,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.2,-0.32,-0.34,-0.3,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,62.0,54.0,49.0,42.0,Income Statement
"Depreciat/Amort, Suppl",,,1200.0,1207.0,1339.0,1407.0,Income Statement
Normalzd Income Before Tax,,,-9729.0,-15397.0,-16171.0,-14347.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-220.0,82.0,41.0,40.0,Income Statement
Normalized Income After Tax,,,-9509.0,-15479.0,-16212.0,-14387.0,Income Statement
Normalzd Inc Avail to Common,,,-9509.0,-15479.0,-16212.0,-14387.0,Income Statement
Basic Normalized EPS,,,-0.2,-0.32,-0.34,-0.3,Income Statement
Diluted Normalized EPS,,,-0.2,-0.32,-0.34,-0.3,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-24256.0,-15479.0,-31691.0,-46078.0,Cash Flow
Depreciation/Depletion,,,4592.0,1207.0,2546.0,3953.0,Cash Flow
Non-Cash Items,,,44344.0,14607.0,29300.0,43622.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,337.0,31.0,278.0,353.0,Cash Flow
"Cash Interest Pd, Suppl",,,652.0,46.0,87.0,120.0,Cash Flow
Accounts Receivable,,,-443.0,3779.0,5645.0,13741.0,Cash Flow
Prepaid Expenses,,,-4617.0,-3555.0,-1577.0,-5.0,Cash Flow
Accounts Payable,,,-1247.0,1742.0,314.0,263.0,Cash Flow
Accrued Expenses,,,2311.0,-752.0,255.0,-1369.0,Cash Flow
Changes in Working Capital,,,-19491.0,-7105.0,-9593.0,-14390.0,Cash Flow
Total Cash from Operations,,,5189.0,-6770.0,-9438.0,-12893.0,Cash Flow
Capital Expenditures,,,-3564.0,-984.0,-1674.0,-2400.0,Cash Flow
Acquisition of Business,,,,,-2495.0,-2495.0,Cash Flow
Sale/Maturity of Investment,,,20179.0,14708.0,62098.0,121965.0,Cash Flow
Purchase of Investments,,,-235805.0,-60271.0,-111620.0,-211310.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-215626.0,-45563.0,-52017.0,-91840.0,Cash Flow
Total Cash from Investing,,,-219190.0,-46547.0,-53691.0,-94240.0,Cash Flow
Financing Cash Flow Items,,,-7322.0,-1756.0,-1756.0,-1756.0,Cash Flow
Sale/Issuance of Common,,,354451.0,0.0,833.0,833.0,Cash Flow
Repurch/Retirement Common,,,-7228.0,-13074.0,-21808.0,-21808.0,Cash Flow
"Common Stock, Net",,,347223.0,-13074.0,-20975.0,-20975.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,5514.0,1157.0,1738.0,2467.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,352737.0,-11917.0,-19237.0,-18508.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-24901.0,-483.0,-1105.0,-1600.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-24901.0,-483.0,-1105.0,-1600.0,Cash Flow
Total Cash From Financing,,,320514.0,-14156.0,-22098.0,-21864.0,Cash Flow
Foreign Exchange Effects,,,185.0,27.0,276.0,487.0,Cash Flow
Net Change in Cash,,,106698.0,-67446.0,-84951.0,-128510.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,58345.0,165043.0,165043.0,165043.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,165043.0,97597.0,80092.0,36533.0,Cash Flow
"Depreciation, Supplemental",,,4592.0,1207.0,2546.0,3953.0,Cash Flow
Free Cash Flow,,,1625.0,-7754.0,-11112.0,-15293.0,
FCF Growth,,,,-5.771692307692308,0.4330668042300747,0.37625989920806346,
