,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,32.88,33.25,28.0,27.76,28.6,29.73,,,,,
low,29.94,23.13,23.44,11.0,20.58,21.66,,,,,
change,-0.024100000000000003,-0.1844,0.1317,-0.2189,0.2475,-0.0451,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,103.0,120.0,131.0,121.0,Balance Sheet
Interest-Earning Deposits,,,,,,,733.0,359.0,100.0,226.0,Balance Sheet
Securities Held,,,,,,,,976.0,953.0,936.0,Balance Sheet
Securities for Sale,,,,,,,3995.0,2966.0,2756.0,2558.0,Balance Sheet
Total Invest. Securities,,,,,,,3995.0,3942.0,3709.0,3495.0,Balance Sheet
Loans Held for Sale,,,,,,,24.0,7.0,5.0,5.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,4752.0,4308.0,3813.0,3725.0,Balance Sheet
Total Gross Loans,,,,,,,7189.0,7273.0,7498.0,7670.0,Balance Sheet
Loan Loss Allowances,,,,,,,-88.0,-88.0,-89.0,-91.0,Balance Sheet
Net Loans,,,,,,,7101.0,7185.0,7409.0,7579.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,147.0,143.0,140.0,138.0,Balance Sheet
"Goodwill, Net",,,,,,,318.0,318.0,318.0,318.0,Balance Sheet
Intangibles - Net,,,,,,,58.0,55.0,52.0,49.0,Balance Sheet
"Other Assets, Total",,,,,,,381.0,440.0,493.0,566.0,Balance Sheet
Total Assets,,,,,,,12860.0,12568.0,12356.0,12497.0,Balance Sheet
Accrued Expenses,,,,,,,11.0,9.0,9.0,10.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,3670.0,3569.0,3505.0,3628.0,Balance Sheet
Interest Bearing Deposits,,,,,,,7098.0,7023.0,6892.0,6973.0,Balance Sheet
Total Deposits,,,,,,,10769.0,10592.0,10397.0,10601.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,4.0,4.0,0.0,0.0,Balance Sheet
Fed Funds Purch.,,,,,,,270.0,256.0,228.0,235.0,Balance Sheet
Other ST Borrowings,,,,,,,18.0,18.0,16.0,16.0,Balance Sheet
Total ST Borrowings,,,,,,,288.0,273.0,245.0,251.0,Balance Sheet
Total Long Term Debt,,,,,,,336.0,334.0,389.0,327.0,Balance Sheet
Total Debt,,,,,,,624.0,607.0,634.0,577.0,Balance Sheet
"Other Liabilities, Total",,,,,,,133.0,138.0,155.0,202.0,Balance Sheet
Total Liabilities,,,,,,,11541.0,11349.0,11194.0,11391.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1317.0,1319.0,1318.0,1320.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,92.0,108.0,125.0,147.0,Balance Sheet
Treasury Stock - Common,,,,,,,-67.0,-71.0,-69.0,-72.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-23.0,-132.0,-198.0,-266.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,-6.0,-13.0,-23.0,Balance Sheet
Total Equity,,,,,,,1319.0,1218.0,1162.0,1107.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,12860.0,12568.0,12356.0,12497.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,55.0,55.0,55.0,55.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,62965.0,60882.0,65567.0,76081.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,13658.0,14932.0,16671.0,18249.0,Income Statement
Other Interest Income,,,,,,,294.0,277.0,358.0,1085.0,Income Statement
"Interest Income, Bank",,,,,,,76917.0,76091.0,82596.0,95415.0,Income Statement
Interest on Deposit,,,,,,,2497.0,2124.0,2146.0,3565.0,Income Statement
Inter on Other Borrowings,,,,,,,3862.0,3852.0,4375.0,5086.0,Income Statement
Fed Funds Sold/Secs Sold under Repurch Agrmnt,,,,,,,50.0,59.0,147.0,459.0,Income Statement
Total Interest Expense,,,,,,,6409.0,6035.0,6668.0,9110.0,Income Statement
Net Interest Income,,,,,,,70508.0,70056.0,75928.0,86305.0,Income Statement
Loan Loss Provision,,,,,,,-4736.0,-253.0,1653.0,2364.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,75244.0,70309.0,74275.0,83941.0,Income Statement
Commish & Fees/Secur Act,,,,,,,13751.0,15779.0,14135.0,12508.0,Income Statement
Fees for Other Cust Serv,,,,,,,14893.0,8907.0,9588.0,7627.0,Income Statement
Dealer Trading Acct Profit,,,,,,,559.0,-720.0,-1734.0,78.0,Income Statement
Invest Securities Gains,,,,,,,-85.0,106.0,20.0,-74.0,Income Statement
Other Revenue,,,,,,,5971.0,11700.0,9010.0,10794.0,Income Statement
"Non-Interest Income, Bank",,,,,,,35089.0,35772.0,31019.0,30933.0,Income Statement
Labor & Related Expenses,,,,,,,-36115.0,-38767.0,-38110.0,-39762.0,Income Statement
Amortization of Intangibles,,,,,,,-3074.0,-3011.0,-2951.0,-2871.0,Income Statement
Other Unusual Expense,,,,,,,-2193.0,-835.0,-204.0,-80.0,Income Statement
Restructuring Charge,,,,,,,-221.0,,,,Income Statement
Other Expense,,,,,,,-29566.0,-27763.0,-27827.0,-28023.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-71169.0,-70376.0,-69092.0,-70736.0,Income Statement
Income Before Tax,,,,,,,39164.0,35705.0,36202.0,44138.0,Income Statement
Income Tax - Total,,,,,,,9238.0,7266.0,6378.0,8477.0,Income Statement
Income After Tax,,,,,,,29926.0,28439.0,29824.0,35661.0,Income Statement
Net Inc Before Extra Items,,,,,,,29926.0,28439.0,29824.0,35661.0,Income Statement
Total Net Income,,,,,,,29926.0,28439.0,29824.0,35661.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,29926.0,28439.0,29824.0,35661.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,29926.0,28439.0,29824.0,35661.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,55709.0,55428.0,55422.0,55350.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.54,0.51,0.54,0.64,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.54,0.51,0.54,0.64,Income Statement
Diluted Weighted Average Shares,,,,,,,56417.0,56195.0,56104.0,56073.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.53,0.51,0.53,0.64,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.53,0.51,0.53,0.64,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.23,0.23,0.23,0.23,Income Statement
Gross Divid - Common Stock,,,,,,,12811.0,12739.0,12713.0,12707.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,2887.0,2756.0,2682.0,2597.0,Income Statement
Total Special Items,,,,,,,5641.0,835.0,303.0,957.0,Income Statement
Normalzd Income Before Tax,,,,,,,44805.0,36540.0,36505.0,45095.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-3137.0,-170.0,-46.0,-183.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,6101.0,7096.0,6332.0,8294.0,Income Statement
Normalized Income After Tax,,,,,,,38704.0,29444.0,30173.0,36801.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,38704.0,29444.0,30173.0,36801.0,Income Statement
Basic Normalized EPS,,,,,,,0.69,0.53,0.54,0.66,Income Statement
Diluted Normalized EPS,,,,,,,0.69,0.52,0.54,0.66,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,123.0,28.0,58.0,94.0,Cash Flow
Depreciation/Depletion,,,,,,,12.0,3.0,5.0,8.0,Cash Flow
Amortization,,,,,,,17.0,4.0,8.0,12.0,Cash Flow
Deferred Taxes,,,,,,,5.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,,,,,2.0,-1.0,-1.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,,21.0,8.0,18.0,28.0,Cash Flow
Non-Cash Items,,,,,,,23.0,8.0,18.0,28.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,13.0,0.0,20.0,31.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,25.0,4.0,13.0,19.0,Cash Flow
Loan Loss Provision,,,,,,,-15.0,0.0,1.0,4.0,Cash Flow
Other Assets,,,,,,,7.0,-16.0,-30.0,-46.0,Cash Flow
Changes in Working Capital,,,,,,,-18.0,0.0,-16.0,-24.0,Cash Flow
Total Cash from Operations,,,,,,,162.0,43.0,74.0,118.0,Cash Flow
Capital Expenditures,,,,,,,-5.0,-1.0,-3.0,-4.0,Cash Flow
Sale of Business,,,,,,,228.0,,0.0,0.0,Cash Flow
Sale of Fixed Assets,,,,,,,7.0,1.0,3.0,4.0,Cash Flow
Sale/Maturity of Investment,,,,,,,1166.0,176.0,314.0,437.0,Cash Flow
Purchase of Investments,,,,,,,-2309.0,-281.0,-286.0,-295.0,Cash Flow
Loans,,,,,,,77.0,-83.0,-311.0,-485.0,Cash Flow
Foreclosed Real Estate,,,,,,,2.0,0.0,2.0,3.0,Cash Flow
Other Investing Cash Flow,,,,,,,5.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-824.0,-186.0,-277.0,-335.0,Cash Flow
Total Cash from Investing,,,,,,,-829.0,-187.0,-279.0,-339.0,Cash Flow
Deposits,,,,,,,767.0,-177.0,-371.0,-167.0,Cash Flow
FHLB,,,,,,,0.0,0.0,-5.0,-6.0,Cash Flow
Fed. Funds/REPOs,,,,,,,78.0,-14.0,-42.0,-36.0,Cash Flow
Other Financing Cash Flow,,,,,,,-1.0,0.0,-1.0,-1.0,Cash Flow
Financing Cash Flow Items,,,,,,,845.0,-191.0,-419.0,-209.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-51.0,-13.0,-25.0,-38.0,Cash Flow
"Common Stock, Net",,,,,,,-33.0,-5.0,-7.0,-10.0,Cash Flow
Options Exercised,,,,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-33.0,-5.0,-7.0,-10.0,Cash Flow
"Short Term Debt, Net",,,,,,,-19.0,-3.0,-46.0,-109.0,Cash Flow
Total Debt Issued,,,,,,,73.0,,98.0,98.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,54.0,-3.0,52.0,-11.0,Cash Flow
Total Cash From Financing,,,,,,,815.0,-212.0,-400.0,-268.0,Cash Flow
Net Change in Cash,,,,,,,148.0,-357.0,-605.0,-489.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,689.0,836.0,836.0,836.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,836.0,479.0,231.0,347.0,Cash Flow
"Depreciation, Supplemental",,,,,,,12.0,3.0,5.0,8.0,Cash Flow
Free Cash Flow,,,,,,,157.0,42.0,71.0,114.0,
FCF Growth,,,,,,,,-0.7324840764331211,0.6904761904761905,0.6056338028169015,
