,2017,2018,2019,2020,2021,2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Report
high,19.48,29.88,24.3,20.69,38.99,26.08,,,,,
low,15.14,16.14,13.66,6.54,19.7,9.46,,,,,
change,0.2328,0.0211,-0.22469999999999998,0.3625,0.24730000000000002,-0.3787,,,,,
Date,,,,,,,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,2022-10-29 00:00:00,Balance Sheet
Cash,,,,,,,139.0,145.0,98.0,82.0,Balance Sheet
Short Term Investments,,,,,,,296.0,84.0,0.0,0.0,Balance Sheet
Cash and Short Term Invs,,,,,,,435.0,229.0,98.0,82.0,Balance Sheet
"Total Receivables, Net",,,,,,,287.0,230.0,221.0,251.0,Balance Sheet
Total Inventory,,,,,,,553.0,682.0,687.0,798.0,Balance Sheet
Prepaid Expenses,,,,,,,122.0,139.0,171.0,146.0,Balance Sheet
Total Current Assets,,,,,,,1397.0,1281.0,1177.0,1277.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,2480.0,2537.0,2603.0,2657.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1752.0,-1792.0,-1827.0,-1867.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1921.0,1955.0,1986.0,1939.0,Balance Sheet
"Goodwill, Gross",,,,,,,,,276.0,275.0,Balance Sheet
Accum. Goodwill Amort.,,,,,,,,,-4.0,-4.0,Balance Sheet
"Goodwill, Net",,,,,,,271.0,271.0,271.0,271.0,Balance Sheet
Intangibles - Gross,,,,,,,,,146.0,146.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,,,-47.0,-49.0,Balance Sheet
Intangibles - Net,,,,,,,103.0,101.0,99.0,97.0,Balance Sheet
Other Long Term Assets,,,,,,,50.0,51.0,59.0,55.0,Balance Sheet
Total Assets,,,,,,,3787.0,3702.0,3629.0,3672.0,Balance Sheet
Accounts Payable,,,,,,,232.0,236.0,199.0,188.0,Balance Sheet
Accrued Expenses,,,,,,,524.0,412.0,430.0,416.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Income Taxes Payable,,,,,,,16.0,16.0,17.0,13.0,Balance Sheet
Other Current Liabilities,,,,,,,71.0,74.0,72.0,68.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,87.0,90.0,89.0,81.0,Balance Sheet
Total Current Liabilities,,,,,,,843.0,737.0,718.0,685.0,Balance Sheet
Total Long Term Debt,,,,,,,341.0,406.0,377.0,412.0,Balance Sheet
Total Debt,,,,,,,341.0,406.0,377.0,412.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1179.0,1175.0,1162.0,1113.0,Balance Sheet
Total Liabilities,,,,,,,2363.0,2319.0,2256.0,2210.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,,,,626.0,563.0,381.0,390.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2204.0,2224.0,2000.0,2081.0,Balance Sheet
Treasury Stock - Common,,,,,,,-1378.0,-1366.0,-971.0,-969.0,Balance Sheet
Other Equity,,,,,,,10.0,,,,Balance Sheet
Other Comprehensive Income,,,,,,,-41.0,-40.0,-40.0,-41.0,Balance Sheet
"Other Equity, Total",,,,,,,-31.0,-40.0,-40.0,-41.0,Balance Sheet
Total Equity,,,,,,,1424.0,1383.0,1373.0,1463.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,3787.0,3702.0,3629.0,3672.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,169.0,169.0,187.0,187.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,81.0,80.0,62.0,62.0,Balance Sheet
Date,,,,,,,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,2022-10-29 00:00:00,Income Statement
Total Revenue,,,,,,,1508.0,1055.0,1198.0,1241.0,Income Statement
"Cost of Revenue, Total",,,,,,,1019.0,667.0,828.0,761.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,345.0,284.0,299.0,308.0,Income Statement
Labor & Related Expense,,,,,,,4.0,14.0,9.0,3.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,350.0,299.0,308.0,311.0,Income Statement
Depreciation/Amortization,,,,,,,47.0,47.0,48.0,51.0,Income Statement
Unusual Expense (Income),,,,,,,12.0,,,,Income Statement
Total Operating Expense,,,,,,,1428.0,1013.0,1184.0,1123.0,Income Statement
Total Operating Income,,,,,,,80.0,42.0,14.0,118.0,Income Statement
