,2017,2018,2019,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
high,27.47,39.87,38.69,49.0,43.41,37.63,,,,,
low,21.25,19.1,16.13,11.26,20.3,16.02,,,,,
change,-0.0154,-0.0518,0.0487,0.45780000000000004,-0.3866,-0.0867,,,,,
Date,,,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,262612.0,248107.0,216655.0,180971.0,Balance Sheet
"Total Receivables, Net",,,,,,,1307.0,3272.0,1275.0,1849.0,Balance Sheet
Invent. - Finished Goods,,,,,,,196.0,,378.0,605.0,Balance Sheet
Invent. - Work In Progress,,,,,,,0.0,,202.0,536.0,Balance Sheet
Invent. - Raw Materials,,,,,,,0.0,,1241.0,955.0,Balance Sheet
Total Inventory,,,,,,,196.0,194.0,1821.0,2096.0,Balance Sheet
Prepaid Expenses,,,,,,,7779.0,5261.0,6486.0,8170.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,,12096.0,2490.0,2666.0,Balance Sheet
Total Current Assets,,,,,,,271894.0,268930.0,228727.0,195752.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,775.0,12668.0,837.0,1388.0,Balance Sheet
"Goodwill, Net",,,,,,,17260.0,17260.0,17260.0,17260.0,Balance Sheet
Other Long Term Assets,,,,,,,6516.0,3193.0,14437.0,14614.0,Balance Sheet
Total Assets,,,,,,,296445.0,302051.0,261261.0,229014.0,Balance Sheet
Accounts Payable,,,,,,,7222.0,6516.0,6369.0,5394.0,Balance Sheet
Accrued Expenses,,,,,,,20884.0,37347.0,21103.0,23034.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,,,10158.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,5043.0,1484.0,4035.0,5005.0,Balance Sheet
Total Current Liabilities,,,,,,,33149.0,45347.0,31507.0,43591.0,Balance Sheet
Total Long Term Debt,,,,,,,9929.0,10004.0,10080.0,0.0,Balance Sheet
Total Debt,,,,,,,9929.0,10004.0,10080.0,10158.0,Balance Sheet
"Other Liabilities, Total",,,,,,,71651.0,71092.0,71488.0,71746.0,Balance Sheet
Total Liabilities,,,,,,,114729.0,126443.0,113075.0,115337.0,Balance Sheet
Common Stock,,,,,,,193.0,193.0,195.0,196.0,Balance Sheet
Additional Paid-In Capital,,,,,,,472363.0,475390.0,483276.0,488692.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-289888.0,-300850.0,-343284.0,-383233.0,Balance Sheet
Treasury Stock - Common,,,,,,,-230.0,-230.0,-230.0,-230.0,Balance Sheet
"Other Equity, Total",,,,,,,-722.0,1105.0,8229.0,8252.0,Balance Sheet
Total Equity,,,,,,,181716.0,175608.0,148186.0,113677.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,296445.0,302051.0,261261.0,229014.0,Balance Sheet
