,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,197.05,329.95,444.65,1092.8,1349.98,535.0,,,,,
low,174.16,160.4,230.93,290.02,435.12,287.0,,,,,
change,0.0576,0.2676,0.5905,1.6198,-0.4904,-0.2432,,,,,
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,27.0,16.0,138.0,222.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,55.0,102.0,119.0,92.0,Balance Sheet
Other Receivables,,,,,,,53.0,52.0,7.0,4.0,Balance Sheet
"Total Receivables, Net",,,,,,,108.0,154.0,126.0,97.0,Balance Sheet
Invent. - Finished Goods,,,,,,,53.0,56.0,51.0,66.0,Balance Sheet
Invent. - Work In Progress,,,,,,,18.0,20.0,18.0,24.0,Balance Sheet
Invent. - Raw Materials,,,,,,,79.0,86.0,95.0,103.0,Balance Sheet
Total Inventory,,,,,,,149.0,163.0,164.0,192.0,Balance Sheet
Prepaid Expenses,,,,,,,21.0,24.0,21.0,18.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,39.0,0.0,0.0,0.0,Balance Sheet
Total Current Assets,,,,,,,345.0,357.0,450.0,529.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,718.0,720.0,724.0,716.0,Balance Sheet
"Goodwill, Net",,,,,,,113.0,113.0,113.0,113.0,Balance Sheet
Intangibles - Gross,,,,,,,104.0,104.0,104.0,77.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Intangibles - Net,,,,,,,104.0,104.0,104.0,76.0,Balance Sheet
Other Long Term Assets,,,,,,,19.0,17.0,17.0,29.0,Balance Sheet
Total Assets,,,,,,,1387.0,1390.0,1480.0,1531.0,Balance Sheet
Accounts Payable,,,,,,,86.0,113.0,134.0,151.0,Balance Sheet
Accrued Expenses,,,,,,,168.0,133.0,157.0,162.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2.0,,,,Balance Sheet
Total Current Liabilities,,,,,,,255.0,246.0,291.0,314.0,Balance Sheet
Long Term Debt,,,,,,,,15.0,,,Balance Sheet
Capital Lease Obligations,,,,,,,1.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,1.0,15.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,3.0,15.0,0.0,0.0,Balance Sheet
Deferred Income Tax,,,,,,,87.0,88.0,90.0,90.0,Balance Sheet
"Other Liabilities, Total",,,,,,,59.0,57.0,55.0,53.0,Balance Sheet
Total Liabilities,,,,,,,403.0,405.0,436.0,457.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,612.0,615.0,621.0,624.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,372.0,370.0,423.0,451.0,Balance Sheet
"Other Equity, Total",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,,,,,983.0,985.0,1044.0,1074.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1387.0,1390.0,1480.0,1531.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,10.0,10.0,10.0,10.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,12.0,12.0,12.0,12.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
