,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,29.95,30.8,28.77,26.49,35.92,38.14,,,,,
low,27.05,23.61,22.42,15.2,22.39,25.18,,,,,
change,0.0088,-0.0633,-0.073,-0.09269999999999999,0.5871000000000001,-0.1018,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,923.0,1013.0,722.0,831.0,Balance Sheet
Short Term Investments,,,,,,,316.0,293.0,294.0,226.0,Balance Sheet
Cash and Short Term Invs,,,,,,,1238.0,1307.0,1016.0,1057.0,Balance Sheet
"Total Receivables, Net",,,,,,,994.0,849.0,1048.0,1028.0,Balance Sheet
Total Inventory,,,,,,,273.0,317.0,395.0,520.0,Balance Sheet
Prepaid Expenses,,,,,,,434.0,464.0,597.0,589.0,Balance Sheet
Restricted Cash - Current,,,,,,,17.0,17.0,16.0,16.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,,86.0,,,Balance Sheet
"Other Curr. Assets, Total",,,,,,,17.0,102.0,16.0,16.0,Balance Sheet
Total Current Assets,,,,,,,2957.0,3038.0,3072.0,3209.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,864.0,843.0,821.0,813.0,Balance Sheet
"Goodwill, Net",,,,,,,3762.0,3734.0,3734.0,3734.0,Balance Sheet
Intangibles - Gross,,,,,,,1108.0,,,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-824.0,,,,Balance Sheet
Intangibles - Net,,,,,,,284.0,216.0,196.0,178.0,Balance Sheet
Long Term Investments,,,,,,,456.0,362.0,270.0,198.0,Balance Sheet
Other Long Term Assets,,,,,,,561.0,632.0,766.0,842.0,Balance Sheet
Total Assets,,,,,,,8887.0,8828.0,8861.0,8976.0,Balance Sheet
Accounts Payable,,,,,,,274.0,318.0,361.0,353.0,Balance Sheet
Accrued Expenses,,,,,,,665.0,573.0,649.0,650.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,,,Balance Sheet
Customer Advances,,,,,,,938.0,967.0,940.0,894.0,Balance Sheet
Discontinued Operations,,,,,,,,0.0,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,938.0,967.0,940.0,894.0,Balance Sheet
Total Current Liabilities,,,,,,,1877.0,1858.0,1950.0,1897.0,Balance Sheet
Total Long Term Debt,,,,,,,1687.0,1648.0,1626.0,1596.0,Balance Sheet
Total Debt,,,,,,,1687.0,1648.0,1626.0,1596.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1007.0,1054.0,1037.0,1146.0,Balance Sheet
Total Liabilities,,,,,,,4570.0,4561.0,4612.0,4638.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
