,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,162.5,96.66,37.75,,,,,
low,63.54,34.5,7.81,,,,,
change,-0.056600000000000004,-0.4495,-0.7704000000000001,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,298.0,251.0,221.0,101.0,Balance Sheet
Short Term Investments,,,,102.0,125.0,138.0,206.0,Balance Sheet
Cash and Short Term Invs,,,,400.0,376.0,359.0,307.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,46.0,52.0,,Balance Sheet
Prov. for Doubtful Accts,,,,,-5.0,-6.0,,Balance Sheet
"Total Receivables, Net",,,,40.0,41.0,46.0,48.0,Balance Sheet
Prepaid Expenses,,,,10.0,11.0,9.0,14.0,Balance Sheet
Restricted Cash - Current,,,,1.0,1.0,1.0,1.0,Balance Sheet
Other Current Assets,,,,4.0,4.0,5.0,6.0,Balance Sheet
"Other Curr. Assets, Total",,,,5.0,6.0,6.0,7.0,Balance Sheet
Total Current Assets,,,,455.0,433.0,420.0,376.0,Balance Sheet
Buildings,,,,6.0,,,,Balance Sheet
Machinery/Equipment,,,,12.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,11.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,30.0,,,,Balance Sheet
Accumulated Depreciation,,,,-13.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,17.0,20.0,20.0,19.0,Balance Sheet
"Goodwill, Net",,,,42.0,42.0,50.0,50.0,Balance Sheet
Intangibles - Gross,,,,38.0,38.0,39.0,39.0,Balance Sheet
Accum. Intangible Amort.,,,,-3.0,-5.0,-7.0,-9.0,Balance Sheet
Intangibles - Net,,,,35.0,33.0,31.0,29.0,Balance Sheet
Other Long Term Assets,,,,6.0,6.0,7.0,7.0,Balance Sheet
Total Assets,,,,555.0,535.0,529.0,481.0,Balance Sheet
Accounts Payable,,,,8.0,8.0,6.0,7.0,Balance Sheet
Accrued Expenses,,,,38.0,41.0,54.0,40.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,13.0,13.0,15.0,16.0,Balance Sheet
Other Current Liabilities,,,,4.0,3.0,3.0,3.0,Balance Sheet
"Other Curr. Lblts, Total",,,,17.0,16.0,18.0,19.0,Balance Sheet
Total Current Liabilities,,,,63.0,65.0,79.0,66.0,Balance Sheet
Total Long Term Debt,,,,336.0,336.0,337.0,337.0,Balance Sheet
Total Debt,,,,336.0,336.0,337.0,337.0,Balance Sheet
"Other Liabilities, Total",,,,19.0,24.0,28.0,13.0,Balance Sheet
Total Liabilities,,,,417.0,425.0,444.0,416.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,529.0,538.0,553.0,564.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-390.0,-427.0,-467.0,-497.0,Balance Sheet
"Other Equity, Total",,,,0.0,-1.0,-1.0,-2.0,Balance Sheet
Total Equity,,,,138.0,110.0,85.0,65.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,555.0,535.0,529.0,481.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,72.0,73.0,73.0,74.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,72.0,73.0,73.0,74.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,64897.0,66050.0,68203.0,72391.0,Income Statement
"Cost of Revenue, Total",,,,16641.0,17103.0,16860.0,17525.0,Income Statement
