,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,42.09,49.41,49.03,42.98,45.43,50.19,,,,,
low,38.61,33.55,34.56,17.85,34.82,35.45,,,,,
change,-0.0282,-0.0968,0.2002,-0.18309999999999998,0.1696,0.0898,,,,,
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,168.0,199.0,154.0,81.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,4167.0,4280.0,4415.0,4698.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-90.0,-115.0,-114.0,-107.0,Balance Sheet
"Total Receivables, Net",,,,,,,4078.0,4165.0,4301.0,4591.0,Balance Sheet
Total Inventory,,,,,,,3543.0,3681.0,4244.0,4655.0,Balance Sheet
Prepaid Expenses,,,,,,,156.0,173.0,178.0,183.0,Balance Sheet
Total Current Assets,,,,,,,7944.0,8218.0,8877.0,9510.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,586.0,569.0,542.0,527.0,Balance Sheet
"Goodwill, Net",,,,,,,824.0,805.0,759.0,704.0,Balance Sheet
Intangibles - Gross,,,,,,,431.0,421.0,394.0,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-412.0,-405.0,-382.0,,Balance Sheet
Intangibles - Net,,,,,,,19.0,16.0,13.0,,Balance Sheet
Other Long Term Assets,,,,,,,207.0,174.0,198.0,228.0,Balance Sheet
Total Assets,,,,,,,9581.0,9782.0,10389.0,10968.0,Balance Sheet
Accounts Payable,,,,,,,2694.0,2969.0,3432.0,3467.0,Balance Sheet
Accrued Expenses,,,,,,,645.0,673.0,646.0,680.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,350.0,424.0,174.0,513.0,Balance Sheet
Total Current Liabilities,,,,,,,3689.0,4066.0,4252.0,4659.0,Balance Sheet
Total Long Term Debt,,,,,,,1145.0,922.0,1437.0,1826.0,Balance Sheet
Total Debt,,,,,,,1495.0,1346.0,1612.0,2339.0,Balance Sheet
"Other Liabilities, Total",,,,,,,545.0,537.0,507.0,464.0,Balance Sheet
Total Liabilities,,,,,,,5378.0,5525.0,6196.0,6949.0,Balance Sheet
Common Stock,,,,,,,98.0,98.0,96.0,92.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1643.0,1645.0,1657.0,1666.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2686.0,2800.0,2921.0,2934.0,Balance Sheet
"Other Equity, Total",,,,,,,-224.0,-286.0,-481.0,-673.0,Balance Sheet
Total Equity,,,,,,,4203.0,4257.0,4193.0,4019.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,9581.0,9782.0,10389.0,10968.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,98.0,98.0,96.0,92.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Income Statement
Total Revenue,,,,,,,5865.0,6488.0,6373.0,6750.0,Income Statement
"Cost of Revenue, Total",,,,,,,5152.0,5675.0,5593.0,5982.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,501.0,512.0,495.0,478.0,Income Statement
Restructuring Charge,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Impair-Assets Held for Use,,,,,,,,,0.0,,Income Statement
Impair-Assets Held for Sale,,,,,,,,,0.0,,Income Statement
Other Unusual Expnse (In),,,,,,,,26.0,0.0,,Income Statement
Unusual Expense (Income),,,,,,,0.0,26.0,0.0,0.0,Income Statement
Total Operating Expense,,,,,,,5654.0,6214.0,6088.0,6460.0,Income Statement
Total Operating Income,,,,,,,212.0,274.0,285.0,291.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-22.0,-26.0,-30.0,-45.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,2.0,0.0,-6.0,0.0,Income Statement
"Other, Net",,,,,,,2.0,0.0,-6.0,0.0,Income Statement
Income Before Tax,,,,,,,192.0,248.0,249.0,246.0,Income Statement
Income Tax - Total,,,,,,,41.0,65.0,2.0,62.0,Income Statement
Income After Tax,,,,,,,151.0,183.0,247.0,184.0,Income Statement
Net Inc Before Extra Items,,,,,,,151.0,183.0,247.0,184.0,Income Statement
Total Net Income,,,,,,,151.0,183.0,247.0,184.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,151.0,183.0,247.0,184.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,151.0,183.0,247.0,184.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,99.0,99.0,97.0,94.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.52,1.86,2.54,1.96,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.52,1.86,2.54,1.96,Income Statement
Diluted Weighted Average Shares,,,,,,,100.0,99.0,98.0,96.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.5,1.84,2.51,1.93,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.5,1.84,2.51,1.93,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.24,0.26,0.26,0.29,Income Statement
Gross Divid - Common Stock,,,,,,,24.0,26.0,25.0,27.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,22.0,26.0,30.0,45.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,22.0,22.0,22.0,20.0,Income Statement
Total Special Items,,,,,,,0.0,26.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,192.0,274.0,249.0,246.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,7.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,41.0,71.0,2.0,62.0,Income Statement
Normalized Income After Tax,,,,,,,151.0,203.0,247.0,184.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,151.0,203.0,247.0,184.0,Income Statement
Basic Normalized EPS,,,,,,,1.52,2.06,2.54,1.96,Income Statement
Diluted Normalized EPS,,,,,,,1.5,2.04,2.51,1.93,Income Statement
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Cash Flow
Net Income,,,,,,,262.0,446.0,692.0,184.0,Cash Flow
Depreciation/Depletion,,,,,,,44.0,66.0,87.0,20.0,Cash Flow
Amortization,,,,,,,9.0,12.0,15.0,3.0,Cash Flow
Deferred Taxes,,,,,,,-4.0,1.0,-53.0,-7.0,Cash Flow
Unusual Items,,,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,,,57.0,117.0,124.0,30.0,Cash Flow
Non-Cash Items,,,,,,,57.0,117.0,124.0,30.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,75.0,111.0,7.0,57.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,49.0,66.0,112.0,33.0,Cash Flow
Accounts Receivable,,,,,,,-559.0,-881.0,-1132.0,-420.0,Cash Flow
Inventories,,,,,,,-360.0,-550.0,-1219.0,-559.0,Cash Flow
Accounts Payable,,,,,,,329.0,629.0,1131.0,121.0,Cash Flow
Accrued Expenses,,,,,,,-41.0,141.0,134.0,-17.0,Cash Flow
Changes in Working Capital,,,,,,,-631.0,-661.0,-1085.0,-875.0,Cash Flow
Total Cash from Operations,,,,,,,-263.0,-19.0,-219.0,-645.0,Cash Flow
Capital Expenditures,,,,,,,-22.0,-34.0,-49.0,-28.0,Cash Flow
Acquisition of Business,,,,,,,0.0,,0.0,,Cash Flow
Sale of Business,,,,,,,,84.0,90.0,,Cash Flow
Other Investing Cash Flow,,,,,,,68.0,1.0,10.0,7.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,68.0,85.0,100.0,7.0,Cash Flow
Total Cash from Investing,,,,,,,46.0,51.0,51.0,-21.0,Cash Flow
Financing Cash Flow Items,,,,,,,-6.0,-17.0,-17.0,-1.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-48.0,-73.0,-98.0,-27.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-46.0,-89.0,-184.0,-152.0,Cash Flow
"Short Term Debt, Net",,,,,,,,118.0,235.0,,Cash Flow
Long Term Debt Issued,,,,,,,,,300.0,,Cash Flow
Long Term Debt Reduction,,,,,,,-2.0,,-354.0,-85.0,Cash Flow
"Long Term Debt, Net",,,,,,,299.0,57.0,221.0,769.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,299.0,175.0,456.0,769.0,Cash Flow
Total Cash From Financing,,,,,,,199.0,-4.0,156.0,588.0,Cash Flow
Foreign Exchange Effects,,,,,,,-14.0,-29.0,-34.0,5.0,Cash Flow
Net Change in Cash,,,,,,,-32.0,0.0,-46.0,-73.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,200.0,200.0,200.0,154.0,Cash Flow
