,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,88.64,82.94,117.21,102.61,102.24,103.17,,,,,
low,53.8,50.5,70.22,49.96,87.97,69.31,,,,,
change,-0.2702,0.1303,0.3918,-0.0803,-0.0079,-0.0438,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,86.0,83.0,64.0,54.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,309.0,304.0,327.0,331.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-21.0,-21.0,-19.0,-17.0,Balance Sheet
"Total Receivables, Net",,,,,,,288.0,283.0,308.0,314.0,Balance Sheet
Invent. - Finished Goods,,,,,,,78.0,78.0,74.0,64.0,Balance Sheet
Invent. - Work In Progress,,,,,,,68.0,72.0,47.0,72.0,Balance Sheet
Invent. - Raw Materials,,,,,,,187.0,195.0,213.0,226.0,Balance Sheet
Total Inventory,,,,,,,334.0,345.0,334.0,362.0,Balance Sheet
Prepaid Expenses,,,,,,,61.0,48.0,40.0,42.0,Balance Sheet
Total Current Assets,,,,,,,770.0,759.0,746.0,771.0,Balance Sheet
Buildings,,,,,,,66.0,59.0,59.0,59.0,Balance Sheet
Land/Improvements,,,,,,,16.0,15.0,15.0,15.0,Balance Sheet
Machinery/Equipment,,,,,,,186.0,187.0,184.0,185.0,Balance Sheet
Construction in Progress,,,,,,,5.0,5.0,5.0,6.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,35.0,40.0,43.0,41.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,307.0,306.0,306.0,306.0,Balance Sheet
Accumulated Depreciation,,,,,,,-160.0,-157.0,-157.0,-160.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,148.0,149.0,149.0,146.0,Balance Sheet
"Goodwill, Net",,,,,,,320.0,337.0,336.0,336.0,Balance Sheet
Intangibles - Gross,,,,,,,205.0,222.0,224.0,226.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-78.0,-83.0,-86.0,-88.0,Balance Sheet
Intangibles - Net,,,,,,,127.0,140.0,138.0,138.0,Balance Sheet
Other Long Term Assets,,,,,,,79.0,75.0,73.0,77.0,Balance Sheet
Total Assets,,,,,,,1443.0,1459.0,1443.0,1468.0,Balance Sheet
Accounts Payable,,,,,,,128.0,130.0,125.0,144.0,Balance Sheet
Accrued Expenses,,,,,,,158.0,148.0,164.0,165.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,82.0,73.0,60.0,215.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,287.0,249.0,245.0,8.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,40.0,46.0,20.0,30.0,Balance Sheet
Total Current Liabilities,,,,,,,694.0,646.0,614.0,562.0,Balance Sheet
Total Long Term Debt,,,,,,,1.0,49.0,49.0,143.0,Balance Sheet
Total Debt,,,,,,,369.0,371.0,353.0,366.0,Balance Sheet
Deferred Income Tax,,,,,,,5.0,5.0,11.0,11.0,Balance Sheet
"Other Liabilities, Total",,,,,,,123.0,141.0,131.0,126.0,Balance Sheet
Total Liabilities,,,,,,,823.0,841.0,805.0,843.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,31.0,0.0,0.0,0.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,607.0,638.0,664.0,656.0,Balance Sheet
"Other Equity, Total",,,,,,,-17.0,-19.0,-25.0,-31.0,Balance Sheet
Total Equity,,,,,,,620.0,618.0,638.0,625.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1443.0,1459.0,1443.0,1468.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,18.0,17.0,17.0,17.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,276681.0,290477.0,336821.0,268071.0,Income Statement
"Cost of Revenue, Total",,,,,,,176908.0,187619.0,214355.0,180574.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,48237.0,51246.0,58766.0,46598.0,Income Statement
Labor & Related Expense,,,,,,,6642.0,6567.0,6772.0,6840.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,54879.0,57813.0,65538.0,53438.0,Income Statement
Research & Development,,,,,,,14977.0,15150.0,14639.0,14540.0,Income Statement
Restructuring Charge,,,,,,,354.0,412.0,104.0,256.0,Income Statement
Litigation,,,,,,,477.0,780.0,1611.0,940.0,Income Statement
Impair-Assets Held for Use,,,,,,,,,1006.0,,Income Statement
Other Unusual Expnse (In),,,,,,,,277.0,11.0,23.0,Income Statement
Unusual Expense (Income),,,,,,,831.0,1469.0,2732.0,1219.0,Income Statement
Total Operating Expense,,,,,,,247595.0,262051.0,297264.0,249771.0,Income Statement
Total Operating Income,,,,,,,29086.0,28426.0,39557.0,18300.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-1017.0,-1101.0,-1428.0,-2732.0,Income Statement
"Other, Net",,,,,,,,27373.0,0.0,,Income Statement
Income Before Tax,,,,,,,26869.0,53498.0,37129.0,14868.0,Income Statement
Income Tax - Total,,,,,,,7072.0,10763.0,3366.0,3633.0,Income Statement
Income After Tax,,,,,,,19797.0,42735.0,33763.0,11235.0,Income Statement
Net Inc Before Extra Items,,,,,,,19797.0,42735.0,33763.0,11235.0,Income Statement
Total Net Income,,,,,,,19797.0,42735.0,33763.0,11235.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,19797.0,42735.0,33763.0,11235.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,19797.0,42735.0,33763.0,11235.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,17838.0,17417.0,17002.0,16924.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.11,2.45,1.99,0.66,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.11,2.45,1.99,0.66,Income Statement
Diluted Weighted Average Shares,,,,,,,18106.0,17709.0,17372.0,17180.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.09,2.41,1.94,0.65,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.09,2.41,1.94,0.65,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,1200.0,1200.0,1000.0,700.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,5300.0,5400.0,5000.0,4900.0,Income Statement
Total Special Items,,,,,,,831.0,1469.0,2732.0,1219.0,Income Statement
Normalzd Income Before Tax,,,,,,,27700.0,54967.0,39861.0,16087.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,219.0,296.0,248.0,298.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,7291.0,11059.0,3614.0,3931.0,Income Statement
Normalized Income After Tax,,,,,,,20409.0,43908.0,36247.0,12156.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,20409.0,43908.0,36247.0,12156.0,Income Statement
Basic Normalized EPS,,,,,,,1.14,2.52,2.13,0.72,Income Statement
Diluted Normalized EPS,,,,,,,1.13,2.48,2.09,0.71,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,38849.0,81584.0,115347.0,11235.0,Cash Flow
Depreciation/Depletion,,,,,,,19190.0,28980.0,38679.0,9541.0,Cash Flow
Deferred Taxes,,,,,,,-9.0,1448.0,3520.0,121.0,Cash Flow
Unusual Items,,,,,,,0.0,-27373.0,-26367.0,,Cash Flow
Other Non-Cash Items,,,,,,,10962.0,17121.0,22111.0,5705.0,Cash Flow
Non-Cash Items,,,,,,,10962.0,-10252.0,-4256.0,5705.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,7787.0,9964.0,16658.0,7235.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,3501.0,5851.0,6979.0,3856.0,Cash Flow
Accounts Receivable,,,,,,,5547.0,10613.0,-13710.0,-5376.0,Cash Flow
Inventories,,,,,,,-42247.0,-53766.0,-44662.0,-29966.0,Cash Flow
Prepaid Expenses,,,,,,,-8264.0,8010.0,22323.0,-8587.0,Cash Flow
Accounts Payable,,,,,,,-12775.0,-11000.0,-15055.0,20000.0,Cash Flow
Accrued Expenses,,,,,,,-12899.0,-9837.0,-1998.0,-10987.0,Cash Flow
Changes in Working Capital,,,,,,,-65546.0,-59947.0,-89482.0,-9360.0,Cash Flow
Total Cash from Operations,,,,,,,3446.0,41813.0,63808.0,17242.0,Cash Flow
Purchase of Fixed Assets,,,,,,,-7401.0,-10293.0,-14921.0,-3281.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,,-8122.0,-12320.0,-15566.0,-3944.0,Cash Flow
Capital Expenditures,,,,,,,-15523.0,-22613.0,-30487.0,-7225.0,Cash Flow
Acquisition of Business,,,,,,,0.0,-14132.0,-14132.0,-1871.0,Cash Flow
Sale of Fixed Assets,,,,,,,258.0,32304.0,34132.0,92.0,Cash Flow
Sale/Maturity of Investment,,,,,,,0.0,55.0,56.0,,Cash Flow
Purchase of Investments,,,,,,,-126.0,-2201.0,-2243.0,-73.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,132.0,16026.0,17813.0,-1852.0,Cash Flow
Total Cash from Investing,,,,,,,-15391.0,-6587.0,-12674.0,-9077.0,Cash Flow
Financing Cash Flow Items,,,,,,,-20661.0,-21025.0,-21491.0,-11555.0,Cash Flow
"Common Stock, Net",,,,,,,-45280.0,-96832.0,-111627.0,-17287.0,Cash Flow
Options Exercised,,,,,,,2301.0,4608.0,4796.0,2163.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-42979.0,-92224.0,-106831.0,-15124.0,Cash Flow
"Short Term Debt, Net",,,,,,,81622.0,73000.0,60000.0,155000.0,Cash Flow
Long Term Debt Issued,,,,,,,143.0,50285.0,50388.0,100307.0,Cash Flow
Long Term Debt Reduction,,,,,,,-491.0,-40893.0,-46074.0,-242479.0,Cash Flow
"Long Term Debt, Net",,,,,,,-348.0,9392.0,4314.0,-142172.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,81274.0,82392.0,64314.0,12828.0,Cash Flow
Total Cash From Financing,,,,,,,17634.0,-30857.0,-64008.0,-13851.0,Cash Flow
Foreign Exchange Effects,,,,,,,30.0,-1703.0,-3537.0,-4526.0,Cash Flow
Net Change in Cash,,,,,,,5719.0,2666.0,-16411.0,-10212.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,80613.0,80613.0,80613.0,64202.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,86332.0,83279.0,64202.0,53990.0,Cash Flow
"Depreciation, Supplemental",,,,,,,19190.0,28980.0,38679.0,9541.0,Cash Flow
Free Cash Flow,,,,,,,-12077.0,19200.0,33321.0,10017.0,
FCF Growth,,,,,,,,-2.5897987910905025,0.7354687499999999,-0.6993787701449536,
